sim,division,org_lvl,org_name,org_code,district,upazila,LAT,LON
3,Chattogram,subdistrict,Saharasthi Upazila Health Complex,10000727,Chandpur,Shahrasti,23.2285233,90.94952889999999
3,Mymensingh,subdistrict,Mohanganj Upazila  Health  Complex,10000489,Netrakona,Mohanganj,24.8789388,90.9825149
3,Rajshahi,tertiary,Rajshahi Medical College Hospital,10001560,Rajshahi,Rajpara,24.372019,88.5864259
3,Dhaka,tertiary,"Mugda 500 Bed General Hospital, Dhaka",10013720,Dhaka,Mugda Para,23.7315171,90.42946200000002
3,Mymensingh,tertiary,Mymensingh Medical College Hospital,10000397,Mymensingh,Mymensingh Sadar,24.7415322,90.4089228
3,Dhaka,tertiary,Faridpur Medical College Hospital,10000108,Faridpur,Faridpur Sadar,23.5880489,89.8352342
4,Dhaka,district,Rajbari District Hospital,10000536,Rajbari,Rajbari Sadar,23.7495843,89.6473056
4,Chattogram,district,Feni 250 Bed District Sadar Hospital,10000954,Feni,Feni Sadar,23.0159132,91.39758309999999
4,Chattogram,district,Rangamati General Hospital,10001088,Rangamati,Rangamati Sadar,22.6580983,92.1685304
4,Rangpur,district,Lalmonirhat District Hospital,10001353,Lalmonirhat,Lalmonirhat Sadar,25.9202287,89.45557660000001
4,Rangpur,district,Gaibandha District Hospital,10001254,Gaibandha,Gaibandha Sadar,25.3259361,89.5493315
4,Sylhet,district,Sylhet Shahid Shamsuddin Ahmed District Hospital,10002196,Sylhet,Sylhet Sadar,24.8991849,91.86724
4,Khulna,district,Jhenaidah District Hospital,10001776,Jhenaidah,Jhenaidah Sadar,23.5306696,89.17223659999999
4,Mymensingh,district,Sherpur District Hospital,10000576,Sherpur,Sherpur Sadar,25.0182375,90.024633
4,Chattogram,district,Lakshmipur District Hospital,10001001,Lakshmipur,Lakshmipur Sadar,22.9445334,90.98853679999999
4,Barishal,district,Patuakhali 250 bed Sadar Hospital,10002051,Patuakhali,Patuakhali Sadar,22.3622664,90.3269921
4,Mymensingh,district,Netrokona District Hospital,10000496,Netrakona,Netrokona Sadar,24.8715569,90.7320982
4,Sylhet,district,Sunamganj 250 bed District Sadar Hospital,10002157,Sunamganj,Sunamganj Sadar,25.0647035,91.4108072
4,Mymensingh,subdistrict,Gofargaon Upazila Health Complex,10000369,Mymensingh,Gaffargaon,24.4627428,90.54507319999999
4,Dhaka,subdistrict,Harirampur Upazila Health Complex,10000288,Manikganj,Harirampur,23.7426415,89.9756586
4,Dhaka,subdistrict,Bhairab Upazila Health Complex,10000230,Kishoreganj,Bhairab,24.0640154,90.9868276
4,Dhaka,subdistrict,Baliakandi Upazila Health Complex,10000505,Rajbari,Baliakandi,23.6320888,89.5494684
4,Chattogram,subdistrict,Juraichari Upazila Health Complex,10001074,Rangamati,Juraichari,22.7244254,92.3805678
4,Sylhet,subdistrict,Kulaura Upazila Health Complex,10002106,Maulvibazar,Kulaura,24.5280084,92.03864689999999
4,Dhaka,tertiary,Faridpur Medical College Hospital,10000108,Faridpur,Faridpur Sadar,23.5880489,89.8352342
4,Dhaka,tertiary,"Mugda 500 Bed General Hospital, Dhaka",10013720,Dhaka,Mugda Para,23.7315171,90.42946200000002
4,Rangpur,tertiary,M Abdur Rahim Medical College Hospital,10002288,Dinajpur,Dinajpur Sadar,25.611899,88.65397899999999
4,Chattogram,tertiary,Cumilla Medical College Hospital,10000867,Cumilla,Cumilla Adarsha Sadar,23.4515415,91.2029603
5,Chattogram,district,Feni 250 Bed District Sadar Hospital,10000954,Feni,Feni Sadar,23.0159132,91.39758309999999
5,Dhaka,district,Faridpur General Hospital,10000105,Faridpur,Faridpur Sadar,23.6049185,89.83647409999999
5,Rangpur,district,Lalmonirhat District Hospital,10001353,Lalmonirhat,Lalmonirhat Sadar,25.9202287,89.45557660000001
5,Rangpur,district,Thakurgaon District Hospital,10001687,Thakurgaon,Thakurgaon Sadar,26.0190812,88.4669352
5,Barishal,district,Pirojpur District Hospital,10002067,Pirojpur,Pirojpur Sadar,22.5789637,89.97664499999999
5,Khulna,district,Meherpur 250 bed District Hospital,10001898,Meherpur,Meherpur Sadar,23.7783545,88.6423945
5,Rangpur,district,Gaibandha District Hospital,10001254,Gaibandha,Gaibandha Sadar,25.3259361,89.5493315
5,Khulna,district,Jhenaidah District Hospital,10001776,Jhenaidah,Jhenaidah Sadar,23.5306696,89.17223659999999
5,Chattogram,district,Chittagong 250 Bed General Hospital,10000753,Chattogram,Kotwali,22.3406339,91.8377319
5,Mymensingh,district,Sherpur District Hospital,10000576,Sherpur,Sherpur Sadar,25.0182375,90.024633
5,Sylhet,district,"Habiganj District Hospital, Habiganj",10002071,Habiganj,Habiganj Sadar,24.373323,91.41763999999999
5,Dhaka,district,Munshiganj 250 bed District Hospital,10000328,Munshiganj,Munshiganj Sadar,23.4980931,90.41266209999999
5,Barishal,subdistrict,Amtali Upazila Health Complex,10001933,Barguna,Amtali,22.1303784,90.2301825
5,Chattogram,subdistrict,Kashba Upazila Health Complex,10000678,Brahmanbaria,Kasba,23.7484476,91.1389749
5,Sylhet,subdistrict,Taherpur Upazila Health Complex,10002160,Sunamganj,Tahirpur,25.0990489,91.1755002
5,Chattogram,subdistrict,Naniarchar Upazila Health Complex,10001083,Rangamati,Naniarchar,22.862167,92.1106617
5,Rajshahi,subdistrict,Patnitala Upazila Health Complex,10001402,Naogaon,Patnitala,25.0497551,88.755563
5,Chattogram,subdistrict,Brahmanpara Upazila Health Complex,10000846,Cumilla,Brahmanpara,23.6133333,91.0943145
5,Rajshahi,tertiary,"Shaheed Ziaur Rahman Medical College Hospital, Bogra",10001111,Bogura,Bogura Sadar,24.8279041,89.35293879999999
5,Sylhet,tertiary,Sylhet MAG Osmani Medical College Hospital,10002195,Sylhet,Sylhet Sadar,24.9015007,91.8539274
5,Barishal,tertiary,Sher-e-bangla Medical College Hospital,10001978,Barishal,Barishal Sadar,22.6863517,90.3614666
5,Dhaka,tertiary,Faridpur Medical College Hospital,10000108,Faridpur,Faridpur Sadar,23.5880489,89.8352342
6,Chattogram,district,Cox's Bazar 250 Bed District Sadar Hospital,10000922,Cox's Bazar,Cox's Bazar Sadar,21.4409036,91.9766003
6,Dhaka,district,Narayanganj General (Victoria) Hospital,10000427,Narayanganj,Narayanganj Sadar,23.6084011,90.50326590000002
6,Chattogram,district,Lakshmipur District Hospital,10001001,Lakshmipur,Lakshmipur Sadar,22.9445334,90.98853679999999
6,Chattogram,district,Bandarban District Hospital,10000655,Bandarban,Bandarban Sadar,22.1896135,92.2264957
6,Dhaka,district,Munshiganj 250 bed District Hospital,10000328,Munshiganj,Munshiganj Sadar,23.4980931,90.41266209999999
6,Khulna,district,Kushtia 250 bed General Hospital,10001862,Kushtia,Kushtia Sadar,23.9011989,89.12426409999999
6,Barishal,district,Barisal General Hospital,10001972,Barishal,Barishal Sadar,22.7086412,90.37027479999999
6,Barishal,district,Patuakhali 250 bed Sadar Hospital,10002051,Patuakhali,Patuakhali Sadar,22.3622664,90.3269921
6,Khulna,district,Meherpur 250 bed District Hospital,10001898,Meherpur,Meherpur Sadar,23.7783545,88.6423945
6,Khulna,district,Chuadanga District Hospital,10001723,Chuadanga,Chuadanga Sadar,23.617779,88.8733006
6,Chattogram,district,Noakhali 250 Bed General Hospital,10001049,Noakhali,Noakhali Sadar,22.8725498,91.08850179999999
6,Mymensingh,district,Jamalpur 250 Beded General Hospital,10000208,Jamalpur,Jamalpur Sadar,24.9407085,89.93395799999999
6,Dhaka,subdistrict,Pangsha Upazila Health Complex,10000518,Rajbari,Pangsha,23.7906675,89.4255979
6,Rangpur,subdistrict,Pirganj Upazila Health Complex,10001603,Rangpur,Pirganj,25.4178819,89.3109818
6,Khulna,subdistrict,Dighalia Upazila Health Complex,10001797,Khulna,Dighalia,22.8730466,89.52459859999999
6,Rajshahi,subdistrict,Charghat Upazila Health Complex,10001528,Rajshahi,Charghat,24.2805649,88.7507528
6,Chattogram,subdistrict,Rangunia Upazila Health Complex,10000813,Chattogram,Rangunia,22.4226451,91.98652179999999
6,Rangpur,subdistrict,Pirganj Upazila Health Complex,10002231,Thakurgaon,Pirganj,25.4178819,89.3109818
6,Rajshahi,tertiary,"Shaheed Ziaur Rahman Medical College Hospital, Bogra",10001111,Bogura,Bogura Sadar,24.8279041,89.35293879999999
6,Dhaka,tertiary,"Mugda 500 Bed General Hospital, Dhaka",10013720,Dhaka,Mugda Para,23.7315171,90.42946200000002
6,Dhaka,tertiary,"Sheikh Hasina Medical College Hospital, Tangail",10024593,Tangail,Tangail Sadar,24.2636082,89.92414850000002
6,Dhaka,tertiary,Shaheed Suhrawardy Medical College Hospital,10000051,Dhaka,Sher-e-bangla Nagar,23.7692146,90.3713616
7,Dhaka,district,Shariatpur District Hospital,10000559,Shariatpur,Shariatpur Sadar,23.2116043,90.3484297
7,Dhaka,district,Narayanganj General (Victoria) Hospital,10000427,Narayanganj,Narayanganj Sadar,23.6084011,90.50326590000002
7,Barishal,district,Barguna District Hospital,10001943,Barguna,Barguna Sadar,22.156242,90.12789
7,Barishal,district,Barisal General Hospital,10001972,Barishal,Barishal Sadar,22.7086412,90.37027479999999
7,Barishal,district,Jhalokathi District Hospital,10002025,Jhalokathi,Jhalokathi Sadar,22.6863517,90.3614666
7,Rangpur,district,Kurigram 250 bed District Hospital,10001317,Kurigram,Kurigram Sadar,25.8072414,89.6294746
7,Mymensingh,district,Jamalpur 250 Beded General Hospital,10000208,Jamalpur,Jamalpur Sadar,24.9407085,89.93395799999999
7,Rajshahi,district,Sirajganj 250 Bed  Bongamata Sheikh Fazilatunnesa Mujib General Hospital,10001648,Sirajganj,Sirajganj Sadar,24.4584857,89.7111754
7,Khulna,district,Chuadanga District Hospital,10001723,Chuadanga,Chuadanga Sadar,23.617779,88.8733006
7,Rajshahi,district,Chapai Nababganj District Hospital,10001186,Chapai Nawabganj,Chapai Nababganj Sadar,24.5980828,88.26547479999999
7,Dhaka,district,Manikganj 250 Bed District Hospital,10000297,Manikganj,Manikganj Sadar,23.8692057,90.0006545
7,Khulna,district,"Khulna 250 Bed General Hospital, Khulna",10001805,Khulna,Khulna Sadar,22.8281662,89.5371409
7,Mymensingh,subdistrict,Sribordi Upazila health Complex,10000578,Sherpur,Sreebardi,25.149808,89.934806
7,Chattogram,subdistrict,Bijoynagar Upazila Health Complex,10013108,Brahmanbaria,Bijoynagar,24.0141859,91.2265536
7,Dhaka,subdistrict,Goalanda Upazila Health Complex,10000508,Rajbari,Goalanda,23.723911,89.7469229
7,Chattogram,subdistrict,Faridganj Upazila Health Complex,10000706,Chandpur,Faridganj,23.122725,90.7545435
7,Chattogram,subdistrict,Burichong Upazila Health Complex,10000847,Cumilla,Burichang,23.5570703,91.1270572
7,Rangpur,subdistrict,Rowmari Upazila Health Complex,10001333,Kurigram,Raumari,25.5718988,89.8325047
7,Khulna,tertiary,Khulna Medical College Hospital,10001807,Khulna,Sonadanga,22.8281662,89.5371409
7,Chattogram,tertiary,Chittagong Medical College Hospital,10000756,Chattogram,Panchlaish,22.3592709,91.8308045
7,Dhaka,tertiary,"Mugda 500 Bed General Hospital, Dhaka",10013720,Dhaka,Mugda Para,23.7315171,90.42946200000002
7,Rangpur,tertiary,Rangpur Medical College Hospital,10001618,Rangpur,Rangpur Sadar,25.7670127,89.2315632
8,Chattogram,district,Feni 250 Bed District Sadar Hospital,10000954,Feni,Feni Sadar,23.0159132,91.39758309999999
8,Barishal,district,Jhalokathi District Hospital,10002025,Jhalokathi,Jhalokathi Sadar,22.6863517,90.3614666
8,Sylhet,district,Sylhet Shahid Shamsuddin Ahmed District Hospital,10002196,Sylhet,Sylhet Sadar,24.8991849,91.86724
8,Chattogram,district,Khagrachari District Hospital,10000976,Khagrachari,Khagrachari Sadar,23.1078056,91.9931579
8,Rangpur,district,Thakurgaon District Hospital,10001687,Thakurgaon,Thakurgaon Sadar,26.0190812,88.4669352
8,Barishal,district,Barisal General Hospital,10001972,Barishal,Barishal Sadar,22.7086412,90.37027479999999
8,Dhaka,district,Narayanganj General (Victoria) Hospital,10000427,Narayanganj,Narayanganj Sadar,23.6084011,90.50326590000002
8,Khulna,district,Meherpur 250 bed District Hospital,10001898,Meherpur,Meherpur Sadar,23.7783545,88.6423945
8,Chattogram,district,Comilla General Hospital,10000864,Cumilla,Cumilla Adarsha Sadar,23.4499746,91.1782827
8,Barishal,district,Barguna District Hospital,10001943,Barguna,Barguna Sadar,22.156242,90.12789
8,Rangpur,district,Panchagarh District Hospital,10001514,Panchagarh,Panchagarh Sadar,26.3318393,88.5556768
8,Rangpur,district,Gaibandha District Hospital,10001254,Gaibandha,Gaibandha Sadar,25.3259361,89.5493315
8,Rajshahi,subdistrict,Nachol Upazila Health Complex,10001168,Chapai Nawabganj,Nachole,24.7326602,88.4137279
8,Dhaka,subdistrict,Daulatpur Upazila Health Complex,10000277,Manikganj,Daulatpur,23.9663768,89.82928489999999
8,Sylhet,subdistrict,Chhatak Upazila Health Complex,10002130,Sunamganj,Chhatak,25.0345323,91.6681278
8,Dhaka,subdistrict,Monohardi Upazila Health Complex,10000443,Narsingdi,Manohardi,24.1502347,90.70006769999999
8,Dhaka,subdistrict,Goshairhat Upazila Health Complex,10000546,Shariatpur,Gosairhat,23.078989,90.42886829999999
8,Khulna,subdistrict,Moheshpur Upazila Health Complex,10001785,Jhenaidah,Maheshpur,23.3619368,88.9249224
8,Dhaka,tertiary,Dhaka Medical College Hospital,10000033,Dhaka,Shahbagh,23.7256553,90.3970882
8,Dhaka,tertiary,"Sheikh Hasina Medical College Hospital, Tangail",10024593,Tangail,Tangail Sadar,24.2636082,89.92414850000002
8,Sylhet,tertiary,Moulvibazar 250 bed District Sadar Hospital,10002116,Maulvibazar,Maulvibazar Sadar,24.4813033,91.76596169999999
8,Chattogram,tertiary,Chittagong Medical College Hospital,10000756,Chattogram,Panchlaish,22.3592709,91.8308045
9,Chattogram,district,Feni 250 Bed District Sadar Hospital,10000954,Feni,Feni Sadar,23.0159132,91.39758309999999
9,Barishal,district,Barisal General Hospital,10001972,Barishal,Barishal Sadar,22.7086412,90.37027479999999
9,Barishal,district,Pirojpur District Hospital,10002067,Pirojpur,Pirojpur Sadar,22.5789637,89.97664499999999
9,Dhaka,district,Rajbari District Hospital,10000536,Rajbari,Rajbari Sadar,23.7495843,89.6473056
9,Khulna,district,Meherpur 250 bed District Hospital,10001898,Meherpur,Meherpur Sadar,23.7783545,88.6423945
9,Dhaka,district,Shariatpur District Hospital,10000559,Shariatpur,Shariatpur Sadar,23.2116043,90.3484297
9,Khulna,district,Satkhira District Hospital,10001926,Satkhira,Satkhira Sadar,22.7223116,89.068737
9,Dhaka,district,Munshiganj 250 bed District Hospital,10000328,Munshiganj,Munshiganj Sadar,23.4980931,90.41266209999999
9,Chattogram,district,Lakshmipur District Hospital,10001001,Lakshmipur,Lakshmipur Sadar,22.9445334,90.98853679999999
9,Chattogram,district,Chandpur 250 Bed General Hospital,10000700,Chandpur,Chandpur Sadar,23.2231817,90.6530009
9,Mymensingh,district,Netrokona District Hospital,10000496,Netrakona,Netrokona Sadar,24.8715569,90.7320982
9,Rajshahi,district,Naogaon District Hospital,10001394,Naogaon,Naogaon Sadar,24.8229713,88.9381339
9,Barishal,subdistrict,Nazirpur Upazila Health Complex,10002061,Pirojpur,Nazirpur,22.7086728,89.96810789999999
9,Rangpur,subdistrict,Ranisankhail Upazila Health Complex,10001678,Thakurgaon,Ranisankail,25.9010503,88.2541796
9,Chattogram,subdistrict,Matiranga Upazila Health Complex,10000983,Khagrachari,Matiranga,23.0395632,91.8755134
9,Chattogram,subdistrict,Hathazari Upazila Health Complex,10000786,Chattogram,Hathazari,22.5088437,91.804165
9,Sylhet,subdistrict,Kulaura Upazila Health Complex,10002106,Maulvibazar,Kulaura,24.5280084,92.03864689999999
9,Sylhet,subdistrict,Taherpur Upazila Health Complex,10002160,Sunamganj,Tahirpur,25.0990489,91.1755002
9,Dhaka,tertiary,Shaheed Suhrawardy Medical College Hospital,10000051,Dhaka,Sher-e-bangla Nagar,23.7692146,90.3713616
9,Dhaka,tertiary,Faridpur Medical College Hospital,10000108,Faridpur,Faridpur Sadar,23.5880489,89.8352342
9,Dhaka,tertiary,Narayanganj 300 Bed Hospital,10000425,Narayanganj,Narayanganj Sadar,23.6265177,90.5078152
9,Rangpur,tertiary,M Abdur Rahim Medical College Hospital,10002288,Dinajpur,Dinajpur Sadar,25.611899,88.65397899999999
10,Mymensingh,district,Netrokona District Hospital,10000496,Netrakona,Netrokona Sadar,24.8715569,90.7320982
10,Barishal,district,Jhalokathi District Hospital,10002025,Jhalokathi,Jhalokathi Sadar,22.6863517,90.3614666
10,Rangpur,district,Nilphamari District Hospital,10001464,Nilphamari,Nilphamari Sadar,25.9490764,88.8358417
10,Dhaka,district,Manikganj 250 Bed District Hospital,10000297,Manikganj,Manikganj Sadar,23.8692057,90.0006545
10,Chattogram,district,Noakhali 250 Bed General Hospital,10001049,Noakhali,Noakhali Sadar,22.8725498,91.08850179999999
10,Dhaka,district,Rajbari District Hospital,10000536,Rajbari,Rajbari Sadar,23.7495843,89.6473056
10,Barishal,district,Bhola District Hospital,10002002,Bhola,Bhola Sadar,22.6757402,90.6557361
10,Khulna,district,Bagerhat District Hospital,10001693,Bagerhat,Bagerhat Sadar,22.7955887,89.8726916
10,Barishal,district,Barisal General Hospital,10001972,Barishal,Barishal Sadar,22.7086412,90.37027479999999
10,Sylhet,district,Sylhet Shahid Shamsuddin Ahmed District Hospital,10002196,Sylhet,Sylhet Sadar,24.8991849,91.86724
10,Rajshahi,district,Joypurhat District Hospital,10001298,Joypurhat,Joypurhat Sadar,25.0916036,89.0489814
10,Mymensingh,district,Sherpur District Hospital,10000576,Sherpur,Sherpur Sadar,25.0182375,90.024633
10,Sylhet,subdistrict,Doarabazar Upazila Health Complex,10002143,Sunamganj,Dowarabazar,25.0428276,91.567837
10,Chattogram,subdistrict,Hatiya Upazila Health Complex,10001037,Noakhali,Hatiya,22.2876868,91.1415992
10,Khulna,subdistrict,Dighalia Upazila Health Complex,10001797,Khulna,Dighalia,22.8730466,89.52459859999999
10,Dhaka,subdistrict,Goshairhat Upazila Health Complex,10000546,Shariatpur,Gosairhat,23.078989,90.42886829999999
10,Dhaka,subdistrict,Bandar Upazila Health Complex,10000420,Narayanganj,Bandar,23.6290652,90.52533919999999
10,Chattogram,subdistrict,Barura Upazila Health Complex,10000842,Cumilla,Barura,23.3768341,91.05928689999999
10,Chattogram,tertiary,Cumilla Medical College Hospital,10000867,Cumilla,Cumilla Adarsha Sadar,23.4515415,91.2029603
10,Dhaka,tertiary,Shaheed Ahsan Ullah Master General Hospital,10000129,Gazipur,Gazipur Sadar,23.8933902,90.4022109
10,Sylhet,tertiary,Sylhet MAG Osmani Medical College Hospital,10002195,Sylhet,Sylhet Sadar,24.9015007,91.8539274
10,Dhaka,tertiary,Narayanganj 300 Bed Hospital,10000425,Narayanganj,Narayanganj Sadar,23.6265177,90.5078152
11,Rangpur,district,Nilphamari District Hospital,10001464,Nilphamari,Nilphamari Sadar,25.9490764,88.8358417
11,Dhaka,district,Madaripur District Hospital,10000263,Madaripur,Madaripur Sadar,23.1653896,90.21206480000001
11,Khulna,district,Jhenaidah District Hospital,10001776,Jhenaidah,Jhenaidah Sadar,23.5306696,89.17223659999999
11,Rangpur,district,Panchagarh District Hospital,10001514,Panchagarh,Panchagarh Sadar,26.3318393,88.5556768
11,Rajshahi,district,Joypurhat District Hospital,10001298,Joypurhat,Joypurhat Sadar,25.0916036,89.0489814
11,Rangpur,district,Lalmonirhat District Hospital,10001353,Lalmonirhat,Lalmonirhat Sadar,25.9202287,89.45557660000001
11,Dhaka,district,Shariatpur District Hospital,10000559,Shariatpur,Shariatpur Sadar,23.2116043,90.3484297
11,Chattogram,district,Chandpur 250 Bed General Hospital,10000700,Chandpur,Chandpur Sadar,23.2231817,90.6530009
11,Dhaka,district,Rajbari District Hospital,10000536,Rajbari,Rajbari Sadar,23.7495843,89.6473056
11,Chattogram,district,Rangamati General Hospital,10001088,Rangamati,Rangamati Sadar,22.6580983,92.1685304
11,Barishal,district,Patuakhali 250 bed Sadar Hospital,10002051,Patuakhali,Patuakhali Sadar,22.3622664,90.3269921
11,Rangpur,district,Gaibandha District Hospital,10001254,Gaibandha,Gaibandha Sadar,25.3259361,89.5493315
11,Rajshahi,subdistrict,Nachol Upazila Health Complex,10001168,Chapai Nawabganj,Nachole,24.7326602,88.4137279
11,Sylhet,subdistrict,Jagannathpur Upazila Health Complex,10002149,Sunamganj,Jagannathpur,24.7789419,91.5634596
