org_name,org_code,division,district,upazila,org_lvl,LAT,LON,wt
Kachua Upazila Health Complex,10002206,Khulna,Bagerhat,Kachua,subdistrict,23.340233,90.88992139999999,29306.909583782326
Kahaloo Upazila Health Complex,10001128,Rajshahi,Bogura,Kahaloo,subdistrict,24.8319344,89.2693498,46348.95748768682
Kaharol Upazila Health Complex,10001227,Rangpur,Dinajpur,Kaharole,subdistrict,25.7934093,88.6069425,19543.695756392044
Kalai Upazila Health Complex,10001301,Rajshahi,Joypurhat,Kalai,subdistrict,25.0800353,89.19916119999999,18591.726888020832
Kalapara Upazila Health Complex,10002042,Barishal,Patuakhali,Kalapara,subdistrict,21.9874973,90.2183345,9436.051204427084
Kalaroa Upazila Health Complex,10001918,Khulna,Satkhira,Kalaroa,subdistrict,22.8604031,89.0363302,22738.13587297712
Kalia Upazila Health Complex,10001904,Khulna,Narail,Kalia,subdistrict,23.0411777,89.63590339999999,10474.980412946428
Kaliakair Upazila Health Complex,10000141,Dhaka,Gazipur,Kaliakair,subdistrict,24.0664694,90.20948589999999,26741.65660264757
"Kaliganj Upazila Health Complex, Gazipur",10000144,Dhaka,Gazipur,Kaliganj,subdistrict,23.9240559,90.57015419999999,33712.76763392857
"Kaliganj Upazila Health Complex, Jhenaidah.",10002213,Khulna,Jhenaidah,Kaliganj,subdistrict,23.4029033,89.1430606,16602.12601902174
"Kaliganj Upazila Health Complex, Lalmonirhat.",10002207,Rangpur,Lalmonirhat,Kaliganj,subdistrict,25.9679222,89.2073321,20147.547170928032
"Kaliganj Upazila Health Complex, Satkhira.",10002212,Khulna,Satkhira,Kaliganj,subdistrict,22.4630952,89.02480349999999,19244.37067009421
Kalihati Upazila Health Complex,10000613,Dhaka,Tangail,Kalihati,subdistrict,24.3900372,89.9896531,34124.038884943184
Kalkini Upazila Health Complex,10000258,Dhaka,Madaripur,Kalkini,subdistrict,23.0748425,90.2289366,20911.155598958332
Kalmakanda Upazila Health Complex,10000472,Mymensingh,Netrakona,Kalmakanda,subdistrict,25.0738598,90.89306619999999,14073.82080078125
Kalukhali Upazila Health Complex,10000511,Dhaka,Rajbari,Kalukhali,subdistrict,23.7653703,89.48563039999999,22430.70477764423
Kamalganj Upazila Health Complex,10002101,Sylhet,Maulvibazar,Kamalganj,subdistrict,24.3661161,91.8554594,19363.5927734375
Kamarkhanda Upazila Health Complex,10001630,Rajshahi,Sirajganj,Kamarkhanda,subdistrict,24.3931712,89.65340289999999,41978.76258263221
Kamolnagar Upazila Health Complex,10000992,Chattogram,Lakshmipur,Kamalnagar,subdistrict,22.7939502,90.8658322,35378.94909800654
Kanaighat Upazila Health Complex,10002189,Sylhet,Sylhet,Kanaighat,subdistrict,25.0120631,92.2558595,21058.022957843285
Kapasia Upazila Health Complex,10000146,Dhaka,Gazipur,Kapasia,subdistrict,24.1216248,90.56842270000001,37344.973515625
Kaptai Upazila Health Complex,10001076,Chattogram,Rangamati,Kaptai,subdistrict,22.499721,92.1377387,13549.785550798688
Karimganj Upazila Health Complex,10000236,Dhaka,Kishoreganj,Karimganj,subdistrict,24.4658876,90.8718332,33907.55930397727
Kashba Upazila Health Complex,10000678,Chattogram,Brahmanbaria,Kasba,subdistrict,23.7484476,91.1389749,29424.648826316552
Kashiani Upazila Health Complex,10000167,Dhaka,Gopalganj,Kashiani,subdistrict,23.2365898,89.71891959999999,13863.805057010135
Kathalia Upazila Health Complex,10002027,Barishal,Jhalokathi,Kanthalia,subdistrict,22.3520173,90.0802212,14062.415090460527
Katiadi Upazila Health Complex,10000241,Dhaka,Kishoreganj,Katiadi,subdistrict,24.2444284,90.7978258,30637.893992456895
Kawkhali Upazila Health Complex,10001077,Chattogram,Rangamati,Kowkhali,subdistrict,22.6203254,90.0624261,23762.487203663793
Kawkhali Upazila Health Complex,10002056,Barishal,Pirojpur,Kawkhali,subdistrict,22.6203254,90.0624261,23762.487203663793
Kazipur Upazila Health Complex,10001633,Rajshahi,Sirajganj,Kazipur,subdistrict,24.6373105,89.6446204,21863.98873336227
Kendua Upazila Health Complex,10000482,Mymensingh,Netrakona,Kendua,subdistrict,24.6532945,90.8241221,17182.862337239585
Keraniganj Upazila Health Complex,10000074,Dhaka,Dhaka,Keraniganj,subdistrict,23.7064049,90.34714760000001,341818.5564385776
Keshabpur Upazila Health Complex,10001760,Khulna,Jashore,Keshabpur,subdistrict,22.9092303,89.2133973,37802.43869707661
Khagrachari District Hospital,10000976,Chattogram,Khagrachari,Khagrachari Sadar,district,23.1078056,91.9931579,6495.453204345703
Khaliajuri Upazila Health Complex,10000486,Mymensingh,Netrakona,Khaliajuri,subdistrict,24.687275,91.1319264,7097.779313151042
Khansama Upazila Health Complex,10001230,Rangpur,Dinajpur,Khansama,subdistrict,25.8681559,88.7809582,20567.334725215518
Khetlal Upazila Health Complex,10001303,Rajshahi,Joypurhat,Khetlal,subdistrict,25.0381326,89.1246986,20876.320438508064
Khoksha Upazila Health Complex,10001842,Khulna,Kushtia,Khoksa,subdistrict,23.8101766,89.288138,19960.675354003906
"Khulna 250 Bed General Hospital, Khulna",10001805,Khulna,Khulna,Khulna Sadar,district,22.8281662,89.5371409,26065.83208984375
Khulna Medical College Hospital,10001807,Khulna,Khulna,Sonadanga,tertiary,22.8281662,89.5371409,21111.464246693224
Kishoreganj 250 Bed District Sadar Hospital,10000243,Dhaka,Kishoreganj,Kishoreganj Sadar,district,24.4331227,90.7865655,27465.060288703306
Kishoreganj Upazila Health Complex,10001459,Rangpur,Nilphamari,Kishoreganj,subdistrict,25.8992894,89.0124063,26486.18487338362
Kotchandpur Upazila Health Complex,10001780,Khulna,Jhenaidah,Kotchandpur,subdistrict,23.4114561,89.0054244,16590.907058189656
Kotwalipara Upazila Health Complex,10000173,Dhaka,Gopalganj,Kotalipara,subdistrict,22.9863772,90.00462399999999,15045.5048828125
Kownia Upazila Health Complex,10001580,Rangpur,Rangpur,Kaunia,subdistrict,25.7746905,89.42382339999999,22693.8232421875
Koyra Upazila Health Complex,10001817,Khulna,Khulna,Koyra,subdistrict,22.4586429,89.2801437,12086.361116536458
Kulaura Upazila Health Complex,10002106,Sylhet,Maulvibazar,Kulaura,subdistrict,24.5280084,92.03864689999999,22866.743631114132
Kuliarchar Upazila Health Complex,10000246,Dhaka,Kishoreganj,Kuliarchar,subdistrict,24.1573607,90.9289026,28865.55791645665
Kumarkhali Upazila Health Complex,10001848,Khulna,Kushtia,Kumarkhali,subdistrict,23.8605042,89.2382519,26072.915161132813
Kurigram 250 bed District Hospital,10001317,Rangpur,Kurigram,Kurigram Sadar,district,25.8072414,89.6294746,22413.430046081543
Kushtia 250 bed General Hospital,10001862,Khulna,Kushtia,Kushtia Sadar,district,23.9011989,89.12426409999999,24499.872638204823
Kutubdia Upazila Health Complex,10000924,Chattogram,Cox's Bazar,Kutubdia,subdistrict,21.8185107,91.8528884,23266.826258042278
Lakhai Upazila Health Complex,10002085,Sylhet,Habiganj,Lakhai,subdistrict,24.2890528,91.25586229999999,13556.791226773648
Laksham Upazila Health Complex,10000892,Chattogram,Cumilla,Laksam,subdistrict,23.2339429,91.1177264,50231.67684659091
Lakshmichari Upazila Health Complex,10000978,Chattogram,Khagrachari,Lakshmichari,subdistrict,22.7961681,91.91236640000001,3435.246222795759
Lakshmipur District Hospital,10001001,Chattogram,Lakshmipur,Lakshmipur Sadar,district,22.9445334,90.98853679999999,41195.24420797414
Lalmai Upazila Health Complex,10025367,Chattogram,Cumilla,Lalmi,subdistrict,23.3385932,91.14362080000001,46863.32461825284
Lalmohan Upazila Health Complex,10002015,Barishal,Bhola,Lalmohan,subdistrict,22.346653,90.7339765,23070.658031116833
Lalmonirhat District Hospital,10001353,Rangpur,Lalmonirhat,Lalmonirhat Sadar,district,25.9202287,89.45557660000001,22658.97133641184
Lalpur Upazila Health Complex,10001426,Rajshahi,Natore,Lalpur,subdistrict,24.1772071,88.96203220000001,18422.300052315848
Lama Upazila Health Complex,10000656,Chattogram,Bandarban,Lama,subdistrict,21.7737612,92.1947359,9036.315283990676
Langadu Upazila Health Complex,10001080,Chattogram,Rangamati,Langadu,subdistrict,22.9669729,92.2007605,3753.864049496858
Lohagara Upazila Health Complex,10000792,Chattogram,Chattogram,Lohagara,subdistrict,23.1841516,89.6476686,14598.53433227539
Lohagara Upazila Health Complex,10002211,Khulna,Narail,Lohagara,subdistrict,23.1841516,89.6476686,14598.53433227539
Louhajang Upazila Health Complex,10000323,Dhaka,Munshiganj,Lohajang,subdistrict,23.4786428,90.3422982,26845.663172228582
M Abdur Rahim Medical College Hospital,10002288,Rangpur,Dinajpur,Dinajpur Sadar,tertiary,25.611899,88.65397899999999,19962.876703405484
Madan Upazila Health Complex,10000488,Mymensingh,Netrakona,Madan,subdistrict,24.7166957,90.9453231,17805.68035333807
Madarganj Upazila Health Complex,10000212,Mymensingh,Jamalpur,Madarganj,subdistrict,24.8802883,89.7567693,23729.92204938616
Madaripur District Hospital,10000263,Dhaka,Madaripur,Madaripur Sadar,district,23.1653896,90.21206480000001,19576.306579589844
Madhabpur Upazila Health Complex,10002088,Sylhet,Habiganj,Madhabpur,subdistrict,24.0972948,91.28759889999999,24262.75589304957
Magura District Hospital,10001876,Khulna,Magura,Magura Sadar,district,23.4863665,89.4215122,16504.206239720395
Manda Upazila Health Complex,10001382,Rajshahi,Naogaon,Manda,subdistrict,24.758601,88.71154729999999,21710.66984375
Manikchari Upazila Health Complex,10000979,Chattogram,Khagrachari,Manikchari,subdistrict,22.8497025,91.84156209999999,5631.992296942349
Manikganj 250 Bed District Hospital,10000297,Dhaka,Manikganj,Manikganj Sadar,district,23.8692057,90.0006545,23839.01619203629
Manpura Upazila Health Complex,10002017,Barishal,Bhola,Manpura,subdistrict,22.258083,90.96668489999999,4391.2109040154355
Mathbaria Upazila Health Complex,10002058,Barishal,Pirojpur,Mathbaria,subdistrict,22.2857109,89.9536359,12639.909993489584
Matiranga Upazila Health Complex,10000983,Chattogram,Khagrachari,Matiranga,subdistrict,23.0395632,91.8755134,7624.906566273083
Matlab(daxin) Upazila Health Complex,10000721,Chattogram,Chandpur,Matlab Dakshin,subdistrict,23.3481591,90.7050964,38731.28876464844
Matlab(uttar) Upazila Health Complex,10000725,Chattogram,Chandpur,Matlab Uttar,subdistrict,23.4422394,90.645147,25064.137474798386
Meghna Upazila Health Complex,10000893,Chattogram,Cumilla,Meghna,subdistrict,23.6289684,90.69302239999999,22651.7783203125
Mehendiganj Upazila Health Complex,10001988,Barishal,Barishal,Mehendiganj,subdistrict,22.8271862,90.52725919999999,20540.04822887074
Meherpur 250 bed District Hospital,10001898,Khulna,Meherpur,Meherpur Sadar,district,23.7783545,88.6423945,16472.519956065076
Melandah Upazila Health Complex,10000218,Mymensingh,Jamalpur,Melandaha,subdistrict,24.9821864,89.835955,30802.162353515625
Mirpur Upazila Health Complex,10001870,Khulna,Kushtia,Mirpur,subdistrict,23.9312905,88.9966056,31720.910878057064
Mirsharai Upazila Health Complex,10000794,Chattogram,Chattogram,Mirsharai,subdistrict,22.8406921,91.5467961,21028.0992578125
Mirzaganj Upazila Health Complex,10002048,Barishal,Patuakhali,Mirzaganj,subdistrict,22.3598968,90.21699219999999,17788.160319010418
Mirzapur Upazila Health Complex,10000619,Dhaka,Tangail,Mirzapur,subdistrict,24.146499,90.0202292,26625.90349786932
Mithamoin Upazila Health Complex,10000249,Dhaka,Kishoreganj,Mithamain,subdistrict,24.4150926,91.05150599999999,18168.208984375
Mithapukur Upazila Health Complex,10001591,Rangpur,Rangpur,Mithapukur,subdistrict,25.5717691,89.27509549999999,30259.660866477272
Modhukhali Upazila Health Complex,10000113,Dhaka,Faridpur,Madhukhali,subdistrict,23.3916388,89.68525749999999,20960.053861177883
"Modhupur Upazila Health Complex, Tangail.",10000629,Dhaka,Tangail,Madhupur,subdistrict,24.6087098,90.02609110000002,30827.180308948864
Mohadevpur Upazila Health Complex,10001388,Rajshahi,Naogaon,Mahadebpur,subdistrict,24.9215972,88.7508778,21475.793323863636
Mohalchari Upazila Health Complex,10000986,Chattogram,Khagrachari,Mahalchari,subdistrict,22.937729,92.0310691,3982.9901774088544
Mohammadpur Upazila Health Complex,10001882,Khulna,Magura,Mohammadpur,subdistrict,23.3996622,89.582769,16737.597747802734
Mohanganj Upazila  Health  Complex,10000489,Mymensingh,Netrakona,Mohanganj,subdistrict,24.8789388,90.9825149,14497.771990094867
Mohanpur Upazila Health Complex,10001543,Rajshahi,Rajshahi,Mohanpur,subdistrict,24.5549788,88.6473491,20519.2029296875
Moheshkhali Upazila Health Complex,10000926,Chattogram,Cox's Bazar,Maheshkhali,subdistrict,21.5834097,91.929468,23329.478495511143
Moheshpur Upazila Health Complex,10001785,Khulna,Jhenaidah,Maheshpur,subdistrict,23.3619368,88.9249224,15661.213393702652
Mollahat Upazila Health Complex,10001706,Khulna,Bagerhat,Mollahat,subdistrict,22.9275399,89.8017596,12856.456570095486
Mongla Upazila Health Complex,10001707,Khulna,Bagerhat,Mongla,subdistrict,22.4942196,89.6016171,9198.84258807147
Monirampur Upazila Health Complex,10001763,Khulna,Jashore,Monirampur,subdistrict,23.008817,89.2352525,40252.27394701087
Monohardi Upazila Health Complex,10000443,Dhaka,Narsingdi,Manohardi,subdistrict,24.1502347,90.70006769999999,24475.682739257813
Monoharganj Upazila Health Complex,10000897,Chattogram,Cumilla,Monoharganj,subdistrict,23.153882,91.058448,29851.325958251953
Morrelganj Upazila Health Complex,10001708,Khulna,Bagerhat,Morrelganj,subdistrict,22.4562842,89.8648338,14119.22720336914
Moulvibazar 250 bed District Sadar Hospital,10002116,Sylhet,Maulvibazar,Maulvibazar Sadar,tertiary,24.4813033,91.76596169999999,17167.325596700884
"Mugda 500 Bed General Hospital, Dhaka",10013720,Dhaka,Dhaka,Mugda Para,tertiary,23.7315171,90.42946200000002,95301.31799958882
Mujibnagar Upazila Health Complex,10001902,Khulna,Meherpur,Mujibnagar,subdistrict,23.6694403,88.6034729,16955.11546285947
Mukshedpur Upazila Health Complex,10000181,Dhaka,Gopalganj,Muksudpur,subdistrict,23.3194117,89.8724368,17705.415574596773
Muktagacha Upazila Health Complex,10000387,Mymensingh,Mymensingh,Muktagacha,subdistrict,24.7616698,90.270377,37488.64781605114
Muladi Upazila Health Complex,10001991,Barishal,Barishal,Muladi,subdistrict,22.9122405,90.4081885,24388.517800071022
Munshiganj 250 bed District Hospital,10000328,Dhaka,Munshiganj,Munshiganj Sadar,district,23.4980931,90.41266209999999,38994.124995727536
Muradnagar Upazila Health Complex,10000903,Chattogram,Cumilla,Muradnagar,subdistrict,23.6401853,90.9317536,41937.12713913691
Mymensingh Medical College Hospital,10000397,Mymensingh,Mymensingh,Mymensingh Sadar,tertiary,24.7415322,90.4089228,28605.211388221152
Nabiganj Upazila Health Complex,10002094,Sylhet,Habiganj,Nabiganj,subdistrict,24.5634199,91.5142679,18628.337361653645
Nabinagar Upazila Health Complex,10000682,Chattogram,Brahmanbaria,Nabinagar,subdistrict,23.8861958,90.9677571,28270.94189453125
Nachol Upazila Health Complex,10001168,Rajshahi,Chapai Nawabganj,Nachole,subdistrict,24.7326602,88.4137279,11084.831634521484
Nagarkanda Upazila Health Complex,10000120,Dhaka,Faridpur,Nagarkanda,subdistrict,23.420866,89.89422429999999,22958.741861979168
Nagarpur Upazila Health Complex,10000634,Dhaka,Tangail,Nagarpur,subdistrict,24.0504217,89.8740449,18983.13330078125
Nageswari Upazila Health Complex,10001322,Rangpur,Kurigram,Nageshwari,subdistrict,25.9648811,89.6893056,26680.366543856533
Naikhongchari Upazila Health Complex,10000658,Chattogram,Bandarban,Naikhongchari,subdistrict,21.4275365,92.1734243,8298.920715332031
Nakhla Upazila Health Complex,10000567,Mymensingh,Sherpur,Nakla,subdistrict,24.9670008,90.1832834,18252.0544921875
Nalchiti  Upazila Health Complex,10002028,Barishal,Jhalokathi,Nalchity,subdistrict,22.6343517,90.2697803,22376.550466229837
Nalitabari Upazila Health Complex,10000568,Mymensingh,Sherpur,Nalitabari,subdistrict,25.0935546,90.1890143,17623.7498046875
Nandail Upazila Health Complex,10000404,Mymensingh,Mymensingh,Nandail,subdistrict,24.5659377,90.68990339999999,20993.917362607757
Nandigram Upazila Health Complex,10001135,Rajshahi,Bogura,Nandigram,subdistrict,24.6476462,89.2438969,11306.769909274193
Nangolkot Upazila Health Complex,10002223,Chattogram,Cumilla,Nangalkot,subdistrict,23.1709671,91.1986256,50299.37296195652
Naniarchar Upazila Health Complex,10001083,Chattogram,Rangamati,Naniarchar,subdistrict,22.862167,92.1106617,3429.511168259841
Naogaon District Hospital,10001394,Rajshahi,Naogaon,Naogaon Sadar,district,24.8229713,88.9381339,20520.78898020541
Narail District Hospital,10001913,Khulna,Narail,Narail Sadar,district,23.1721187,89.49930669999999,14737.55652602838
Narayanganj 300 Bed Hospital,10000425,Dhaka,Narayanganj,Narayanganj Sadar,tertiary,23.6265177,90.5078152,85370.49890626152
Narayanganj General (Victoria) Hospital,10000427,Dhaka,Narayanganj,Narayanganj Sadar,district,23.6084011,90.50326590000002,117485.49512685643
Naria Upazila Health Complex,10000551,Dhaka,Shariatpur,Naria,subdistrict,23.3085294,90.4285328,22820.300385974704
Narsingdi District Hospital,10000452,Dhaka,Narsingdi,Narsingdi Sadar,district,23.9299304,90.7026636,38471.0188869201
Nasirnagar Upazila Health Complex,10000691,Chattogram,Brahmanbaria,Nasirnagar,subdistrict,24.1938903,91.19561379999999,16825.254547991073
Natore District Hospital,10001433,Rajshahi,Natore,Natore Sadar,district,24.4098158,88.9836138,20335.001067779875
Nawabganj Upazila Health Complex,10000080,Dhaka,Dhaka,Nawabganj,subdistrict,23.6566436,90.1645685,29583.505733366936
Nawabganj Upazila Health Complex,10002232,Rangpur,Dinajpur,Nawabganj,subdistrict,23.6566436,90.1645685,29583.505733366936
Nazirpur Upazila Health Complex,10002061,Barishal,Pirojpur,Nazirpur,subdistrict,22.7086728,89.96810789999999,15132.56396484375
Netrokona District Hospital,10000496,Mymensingh,Netrakona,Netrokona Sadar,district,24.8715569,90.7320982,23096.046966145834
Niamatpur Upazila Health Complex,10001395,Rajshahi,Naogaon,Niamatpur,subdistrict,24.8298601,88.5747841,17056.744540127842
Nikli Upazila Health Complex,10000250,Dhaka,Kishoreganj,Nikli,subdistrict,24.32586,90.9335328,26800.832470703124
Nilphamari District Hospital,10001464,Rangpur,Nilphamari,Nilphamari Sadar,district,25.9490764,88.8358417,23238.482568359374
Noakhali 250 Bed General Hospital,10001049,Chattogram,Noakhali,Noakhali Sadar,district,22.8725498,91.08850179999999,38583.8786410108
Paba Upazila Health Complex,10001547,Rajshahi,Rajshahi,Paba,subdistrict,24.443884,88.5547879,48160.16958007812
Paikgacha Upazila Health Complex,10001824,Khulna,Khulna,Paikgacha,subdistrict,22.5935295,89.3183857,11901.529313151043
Pakundia Upazila Health Complex,10000252,Dhaka,Kishoreganj,Pakundia,subdistrict,24.3292883,90.6793802,27635.266433189656
Palash Upazila Health Complex,10000456,Dhaka,Narsingdi,Palash,subdistrict,23.9741677,90.65981479999999,51227.305989583336
Palashbari Upazila Health Complex,10001272,Rangpur,Gaibandha,Palashbari,subdistrict,25.2871676,89.3675445,21565.755126953125
Panchagarh District Hospital,10001514,Rangpur,Panchagarh,Panchagarh Sadar,district,26.3318393,88.5556768,13986.54412984848
Panchari Upazila Health Complex,10000988,Chattogram,Khagrachari,Panchhari,subdistrict,23.2964904,91.9002744,5516.227296580439
Panchbibi Upazila Health Complex,10001305,Rajshahi,Joypurhat,Panchbibi,subdistrict,25.1943459,89.0409292,20621.634368896484
Pangsha Upazila Health Complex,10000518,Dhaka,Rajbari,Pangsha,subdistrict,23.7906675,89.4255979,19408.142211914063
Parbatipur Upazila Health Complex,10001238,Rangpur,Dinajpur,Parbatipur,subdistrict,25.6325889,88.91953269999999,19593.614691840277
Parsuram Upazila Health Complex,10000961,Chattogram,Feni,Parshuram,subdistrict,23.211628,91.4449793,24006.913388765774
Patgram Upazila Health Complex,10001355,Rangpur,Lalmonirhat,Patgram,subdistrict,26.3492592,89.01643949999999,12462.210796356201
Patharghata Upazila Health Complex,10001947,Barishal,Barguna,Patharghata,subdistrict,22.0328467,89.96656589999999,11762.894839638158
Patiya Upazila Health Complex,10000802,Chattogram,Chattogram,Patiya,subdistrict,22.2997122,91.970264,67994.77613366168
Patnitala Upazila Health Complex,10001402,Rajshahi,Naogaon,Patnitala,subdistrict,25.0497551,88.755563,17020.46865234375
Patuakhali 250 bed Sadar Hospital,10002051,Barishal,Patuakhali,Patuakhali Sadar,district,22.3622664,90.3269921,16640.88800819175
Pekua Upazila Health Complex,10000928,Chattogram,Cox's Bazar,Pekua,subdistrict,21.8155496,91.95391060000001,25283.908112702546
Phulpur Upazila Health Complex,10000362,Mymensingh,Mymensingh,Phulpur,subdistrict,24.9486478,90.36453790000002,29472.738790760868
Pirgacha Upazila Health Complex,10001594,Rangpur,Rangpur,Pirgachha,subdistrict,25.6562282,89.41125679999999,25763.217623197117
Pirganj Upazila Health Complex,10001603,Rangpur,Rangpur,Pirganj,subdistrict,25.4178819,89.3109818,20876.053125
Pirganj Upazila Health Complex,10002231,Rangpur,Thakurgaon,Pirganj,subdistrict,25.4178819,89.3109818,20876.053125
Pirojpur District Hospital,10002067,Barishal,Pirojpur,Pirojpur Sadar,district,22.5789637,89.97664499999999,16858.502879349227
Porsha Upazila Health Complex,10001405,Rajshahi,Naogaon,Porsha,subdistrict,25.0227385,88.4554124,12343.648054424086
Purbadhala Upazila Health Complex,10000500,Mymensingh,Netrakona,Purbadhala,subdistrict,24.9476991,90.6013237,20181.857877604165
Puthia Upazila Health Complex,10001551,Rajshahi,Rajshahi,Puthia,subdistrict,24.3715361,88.83679,19865.278252963362
Raiganj Upazila Health Complex,10001636,Rajshahi,Sirajganj,Royganj,subdistrict,24.4997791,89.5308903,26586.5126953125
Raipur Upazila Health Complex,10001003,Chattogram,Lakshmipur,Roypur,subdistrict,23.0311867,90.7662052,34076.06459263393
Raipura Upazila Health Complex,10000458,Dhaka,Narsingdi,Roypura,subdistrict,24.0001157,90.8623005,35703.85509672619
Rajapur Upazila Health Complex,10002029,Barishal,Jhalokathi,Rajapur,subdistrict,22.5695257,90.1334115,18937.05906394676
Rajarhat Upazila Health Complex,10001327,Rangpur,Kurigram,Rajarhat,subdistrict,25.8082105,89.54475099999999,23871.326692708335
Rajbari District Hospital,10000536,Dhaka,Rajbari,Rajbari Sadar,district,23.7495843,89.6473056,16508.65591525048
Rajibpur Upazila Health Complex,10001330,Rangpur,Kurigram,Rajibpur,subdistrict,25.4443694,89.7909808,10613.653828303019
Rajnagar Upazila Health Complex,10002119,Sylhet,Maulvibazar,Rajnagar,subdistrict,24.5277064,91.85295149999999,20964.690030184658
Rajoir Upazila Health Complex,10000270,Dhaka,Madaripur,Rajoir,subdistrict,23.2083584,90.0485525,17602.108335433466
Rajshahi Medical College Hospital,10001560,Rajshahi,Rajshahi,Rajpara,tertiary,24.372019,88.5864259,21481.470723315182
Ramganj Upazila Health Complex,10001011,Chattogram,Lakshmipur,Ramganj,subdistrict,23.0924019,90.8609381,31197.297104779413
Ramgarh Upazila Health Complex,10000991,Chattogram,Khagrachari,Ramgarh,subdistrict,22.9878443,91.73918189999999,5713.062838745117
Ramgati Upazila Health Complex,10001019,Chattogram,Lakshmipur,Ramgati,subdistrict,22.6483641,90.9258133,9996.305147917374
Rampal Upazila Health Complex,10001710,Khulna,Bagerhat,Rampal,subdistrict,22.5877107,89.6497052,15885.176249186197
Ramu Upazila Health Complex,10000931,Chattogram,Cox's Bazar,Ramu,subdistrict,21.4448546,92.1000821,24021.371163504464
Rangabali Upazila Health Complex,10013107,Barishal,Patuakhali,Rangabali,subdistrict,21.9040401,90.4125181,1313.2129132974715
Rangamati General Hospital,10001088,Chattogram,Rangamati,Rangamati Sadar,district,22.6580983,92.1685304,6472.8392464774
Rangpur Medical College Hospital,10001618,Rangpur,Rangpur,Rangpur Sadar,tertiary,25.7670127,89.2315632,25077.75574852196
Rangunia Upazila Health Complex,10000813,Chattogram,Chattogram,Rangunia,subdistrict,22.4226451,91.98652179999999,33800.72226969401
Raninagar Upazila Health Complex,10001412,Rajshahi,Naogaon,Raninagar,subdistrict,24.7422435,88.9602373,24767.17728226273
Ranisankhail Upazila Health Complex,10001678,Rangpur,Thakurgaon,Ranisankail,subdistrict,25.9010503,88.2541796,21819.356631324405
Raozan Upazila Health Complex,10000817,Chattogram,Chattogram,Raozan,subdistrict,22.5172697,91.9298601,23359.865572415867
Rowangchari Upazila Health Complex,10000659,Chattogram,Bandarban,Rowangchari,subdistrict,22.1784311,92.33769799999999,2201.6625817340355
Rowmari Upazila Health Complex,10001333,Rangpur,Kurigram,Raumari,subdistrict,25.5718988,89.8325047,15439.9619140625
Ruma Upazila Health Complex,10000660,Chattogram,Bandarban,Ruma,subdistrict,22.0473551,92.40744049999999,1686.8279052734374
Rupganj Upazila Health Complex,10000430,Dhaka,Narayanganj,Rupganj,subdistrict,23.7993877,90.52711149999999,118448.4263200431
Rupsha Upazila Health Complex,10001826,Khulna,Khulna,Rupsa,subdistrict,22.8223637,89.550115,76388.44446910512
Sadullapur Upazila Health Complex,10001279,Rangpur,Gaibandha,Sadullapur,subdistrict,25.3892813,89.4684573,34396.586953125
Saharasthi Upazila Health Complex,10000727,Chattogram,Chandpur,Shahrasti,subdistrict,23.2285233,90.94952889999999,31357.24845640121
Saidpur Upazila Health Complex,10001470,Rangpur,Nilphamari,Saidpur,subdistrict,25.7836638,88.89539420000001,20637.335044642856
Saltha Upazila Health Complex,10013106,Dhaka,Faridpur,Saltha,subdistrict,23.4328101,89.7825682,25647.940696022728
Sandwip Upazila Health Complex,10000829,Chattogram,Chattogram,Sandwip,subdistrict,22.5438922,91.4705992,22815.696380615234
Santhia Upazila Health Complex,10001493,Rajshahi,Pabna,Santhia,subdistrict,24.0535687,89.54820740000001,28321.0302734375
Sapahar Upazila Health Complex,10001415,Rajshahi,Naogaon,Sapahar,subdistrict,25.1238569,88.58747919999999,14868.904629794035
Sarail Upazila Health Complex,10000694,Chattogram,Brahmanbaria,Sarail,subdistrict,24.0713662,91.1182569,39737.92552649457
Sarankhola Upazila Health Complex,10001712,Khulna,Bagerhat,Sarankhola,subdistrict,22.3128846,89.84993329999999,11788.653575897217
Sariakandi Upazila Health Complex,10001140,Rajshahi,Bogura,Sariakandi,subdistrict,24.8936019,89.57363629999999,21862.420643682064
Sarishabari Upazila Health Complex,10000220,Mymensingh,Jamalpur,Sarishabari,subdistrict,24.7552498,89.83585219999999,20555.731244255516
Sarsa Upazila Health Complex,10001768,Khulna,Jashore,Sharsha,subdistrict,23.054194,88.989513,30365.061456853695
Satkania Upazila Health Complex,10000835,Chattogram,Chattogram,Satkania,subdistrict,22.0852863,92.054419,35817.95387961648
Satkhira 250 bed Medical College Hospital,10024591,Khulna,Satkhira,Satkhira Sadar,district,22.6901577,89.0469437,25099.99885171147
Satkhira District Hospital,10001926,Khulna,Satkhira,Satkhira Sadar,district,22.7223116,89.068737,26172.114169546276
Saturia Upazila Health Complex,10000303,Dhaka,Manikganj,Saturia,subdistrict,23.9729721,90.0361533,19538.819776965727
Savar Upazila Health Complex,10000083,Dhaka,Dhaka,Savar,subdistrict,23.8385698,90.24762989999999,94804.7767578125
Senbag Upazila Health Complex,10001056,Chattogram,Noakhali,Senbagh,subdistrict,22.9954916,91.2336158,36642.64565577651
Serajdikhan Upazila Health Complex,10000333,Dhaka,Munshiganj,Serajdikhan,subdistrict,23.5496776,90.38749039999999,43297.344538762016
Shaheed Ahsan Ullah Master General Hospital,10000129,Dhaka,Gazipur,Gazipur Sadar,tertiary,23.8933902,90.4022109,98099.16303783098
