sim,division,org_lvl,org_name,org_code,district,upazila,wt,LAT,LON
3,Chattogram,district,Comilla General Hospital,10000864,Cumilla,Cumilla Adarsha Sadar,46633.376990685094,23.4499746,91.1782827
3,Chattogram,district,Lakshmipur District Hospital,10001001,Lakshmipur,Lakshmipur Sadar,41195.24420797414,22.9445334,90.98853679999999
3,Chattogram,district,Noakhali 250 Bed General Hospital,10001049,Noakhali,Noakhali Sadar,38583.8786410108,22.8725498,91.08850179999999
3,Chattogram,district,Chandpur 250 Bed General Hospital,10000700,Chandpur,Chandpur Sadar,35953.00087768555,23.2231817,90.6530009
3,Chattogram,district,Brahmanbaria 250 Bed District Sadar Hospital,10000672,Brahmanbaria,Brahmanbaria Sadar,35704.329840012535,23.9762236,91.11117180000001
3,Chattogram,subdistrict,Boalkhali Upazila Health Complex,10000740,Chattogram,Boalkhali,143725.00498046874,22.3744591,91.9192144
3,Dhaka,district,Narayanganj General (Victoria) Hospital,10000427,Narayanganj,Narayanganj Sadar,117485.49512685643,23.6084011,90.50326590000002
3,Dhaka,district,Munshiganj 250 bed District Hospital,10000328,Munshiganj,Munshiganj Sadar,38994.124995727536,23.4980931,90.41266209999999
3,Dhaka,district,Narsingdi District Hospital,10000452,Narsingdi,Narsingdi Sadar,38471.0188869201,23.9299304,90.7026636
3,Dhaka,district,Tangail 250 Bed District Hospital,10000647,Tangail,Tangail Sadar,30787.519788587415,24.263342,89.9255878
3,Dhaka,subdistrict,Keraniganj Upazila Health Complex,10000074,Dhaka,Keraniganj,341818.5564385776,23.7064049,90.34714760000001
3,Dhaka,subdistrict,Bandar Upazila Health Complex,10000420,Narayanganj,Bandar,121150.38113064236,23.6290652,90.52533919999999
3,Dhaka,subdistrict,Rupganj Upazila Health Complex,10000430,Narayanganj,Rupganj,118448.4263200431,23.7993877,90.52711149999999
3,Dhaka,subdistrict,Savar Upazila Health Complex,10000083,Dhaka,Savar,94804.7767578125,23.8385698,90.24762989999999
3,Dhaka,tertiary,Shaheed Suhrawardy Medical College Hospital,10000051,Dhaka,Sher-e-bangla Nagar,98282.41268665332,23.7692146,90.3713616
3,Dhaka,tertiary,Shaheed Ahsan Ullah Master General Hospital,10000129,Gazipur,Gazipur Sadar,98099.16303783098,23.8933902,90.4022109
3,Dhaka,tertiary,"Mugda 500 Bed General Hospital, Dhaka",10013720,Dhaka,Mugda Para,95301.31799958882,23.7315171,90.42946200000002
3,Dhaka,tertiary,Dhaka Medical College Hospital,10000033,Dhaka,Shahbagh,94822.73205861262,23.7256553,90.3970882
3,Khulna,subdistrict,Rupsha Upazila Health Complex,10001826,Khulna,Rupsa,76388.44446910512,22.8223637,89.550115
3,Mymensingh,district,Jamalpur 250 Beded General Hospital,10000208,Jamalpur,Jamalpur Sadar,30323.721741495254,24.9407085,89.93395799999999
3,Rajshahi,district,Sirajganj 250 Bed  Bongamata Sheikh Fazilatunnesa Mujib General Hospital,10001648,Sirajganj,Sirajganj Sadar,29519.197206009267,24.4584857,89.7111754
4,Chattogram,district,Chittagong 250 Bed General Hospital,10000753,Chattogram,Kotwali,81887.03082501447,22.3406339,91.8377319
4,Chattogram,district,Comilla General Hospital,10000864,Cumilla,Cumilla Adarsha Sadar,46633.376990685094,23.4499746,91.1782827
4,Chattogram,district,Lakshmipur District Hospital,10001001,Lakshmipur,Lakshmipur Sadar,41195.24420797414,22.9445334,90.98853679999999
4,Chattogram,district,Noakhali 250 Bed General Hospital,10001049,Noakhali,Noakhali Sadar,38583.8786410108,22.8725498,91.08850179999999
4,Chattogram,district,Chandpur 250 Bed General Hospital,10000700,Chandpur,Chandpur Sadar,35953.00087768555,23.2231817,90.6530009
4,Chattogram,district,Brahmanbaria 250 Bed District Sadar Hospital,10000672,Brahmanbaria,Brahmanbaria Sadar,35704.329840012535,23.9762236,91.11117180000001
4,Chattogram,subdistrict,Boalkhali Upazila Health Complex,10000740,Chattogram,Boalkhali,143725.00498046874,22.3744591,91.9192144
4,Dhaka,district,Narayanganj General (Victoria) Hospital,10000427,Narayanganj,Narayanganj Sadar,117485.49512685643,23.6084011,90.50326590000002
4,Dhaka,district,Munshiganj 250 bed District Hospital,10000328,Munshiganj,Munshiganj Sadar,38994.124995727536,23.4980931,90.41266209999999
4,Dhaka,district,Narsingdi District Hospital,10000452,Narsingdi,Narsingdi Sadar,38471.0188869201,23.9299304,90.7026636
4,Dhaka,district,Tangail 250 Bed District Hospital,10000647,Tangail,Tangail Sadar,30787.519788587415,24.263342,89.9255878
4,Dhaka,subdistrict,Keraniganj Upazila Health Complex,10000074,Dhaka,Keraniganj,341818.5564385776,23.7064049,90.34714760000001
4,Dhaka,subdistrict,Bandar Upazila Health Complex,10000420,Narayanganj,Bandar,121150.38113064236,23.6290652,90.52533919999999
4,Dhaka,subdistrict,Rupganj Upazila Health Complex,10000430,Narayanganj,Rupganj,118448.4263200431,23.7993877,90.52711149999999
4,Dhaka,subdistrict,Savar Upazila Health Complex,10000083,Dhaka,Savar,94804.7767578125,23.8385698,90.24762989999999
4,Dhaka,tertiary,Shaheed Suhrawardy Medical College Hospital,10000051,Dhaka,Sher-e-bangla Nagar,98282.41268665332,23.7692146,90.3713616
4,Dhaka,tertiary,Shaheed Ahsan Ullah Master General Hospital,10000129,Gazipur,Gazipur Sadar,98099.16303783098,23.8933902,90.4022109
4,Dhaka,tertiary,"Mugda 500 Bed General Hospital, Dhaka",10013720,Dhaka,Mugda Para,95301.31799958882,23.7315171,90.42946200000002
4,Dhaka,tertiary,Dhaka Medical College Hospital,10000033,Dhaka,Shahbagh,94822.73205861262,23.7256553,90.3970882
4,Khulna,subdistrict,Rupsha Upazila Health Complex,10001826,Khulna,Rupsa,76388.44446910512,22.8223637,89.550115
4,Mymensingh,district,Jamalpur 250 Beded General Hospital,10000208,Jamalpur,Jamalpur Sadar,30323.721741495254,24.9407085,89.93395799999999
4,Rajshahi,district,Sirajganj 250 Bed  Bongamata Sheikh Fazilatunnesa Mujib General Hospital,10001648,Sirajganj,Sirajganj Sadar,29519.197206009267,24.4584857,89.7111754
5,Chattogram,district,Chittagong 250 Bed General Hospital,10000753,Chattogram,Kotwali,81887.03082501447,22.3406339,91.8377319
5,Chattogram,district,Comilla General Hospital,10000864,Cumilla,Cumilla Adarsha Sadar,46633.376990685094,23.4499746,91.1782827
5,Chattogram,district,Lakshmipur District Hospital,10001001,Lakshmipur,Lakshmipur Sadar,41195.24420797414,22.9445334,90.98853679999999
5,Chattogram,district,Noakhali 250 Bed General Hospital,10001049,Noakhali,Noakhali Sadar,38583.8786410108,22.8725498,91.08850179999999
5,Chattogram,district,Chandpur 250 Bed General Hospital,10000700,Chandpur,Chandpur Sadar,35953.00087768555,23.2231817,90.6530009
5,Chattogram,district,Brahmanbaria 250 Bed District Sadar Hospital,10000672,Brahmanbaria,Brahmanbaria Sadar,35704.329840012535,23.9762236,91.11117180000001
5,Chattogram,subdistrict,Boalkhali Upazila Health Complex,10000740,Chattogram,Boalkhali,143725.00498046874,22.3744591,91.9192144
5,Dhaka,district,Narayanganj General (Victoria) Hospital,10000427,Narayanganj,Narayanganj Sadar,117485.49512685643,23.6084011,90.50326590000002
5,Dhaka,district,Munshiganj 250 bed District Hospital,10000328,Munshiganj,Munshiganj Sadar,38994.124995727536,23.4980931,90.41266209999999
5,Dhaka,district,Narsingdi District Hospital,10000452,Narsingdi,Narsingdi Sadar,38471.0188869201,23.9299304,90.7026636
5,Dhaka,district,Tangail 250 Bed District Hospital,10000647,Tangail,Tangail Sadar,30787.519788587415,24.263342,89.9255878
5,Dhaka,subdistrict,Keraniganj Upazila Health Complex,10000074,Dhaka,Keraniganj,341818.5564385776,23.7064049,90.34714760000001
5,Dhaka,subdistrict,Bandar Upazila Health Complex,10000420,Narayanganj,Bandar,121150.38113064236,23.6290652,90.52533919999999
5,Dhaka,subdistrict,Rupganj Upazila Health Complex,10000430,Narayanganj,Rupganj,118448.4263200431,23.7993877,90.52711149999999
5,Dhaka,subdistrict,Savar Upazila Health Complex,10000083,Dhaka,Savar,94804.7767578125,23.8385698,90.24762989999999
5,Dhaka,tertiary,Shaheed Suhrawardy Medical College Hospital,10000051,Dhaka,Sher-e-bangla Nagar,98282.41268665332,23.7692146,90.3713616
5,Dhaka,tertiary,Shaheed Ahsan Ullah Master General Hospital,10000129,Gazipur,Gazipur Sadar,98099.16303783098,23.8933902,90.4022109
5,Dhaka,tertiary,"Mugda 500 Bed General Hospital, Dhaka",10013720,Dhaka,Mugda Para,95301.31799958882,23.7315171,90.42946200000002
5,Dhaka,tertiary,Dhaka Medical College Hospital,10000033,Dhaka,Shahbagh,94822.73205861262,23.7256553,90.3970882
5,Khulna,subdistrict,Rupsha Upazila Health Complex,10001826,Khulna,Rupsa,76388.44446910512,22.8223637,89.550115
5,Mymensingh,district,Jamalpur 250 Beded General Hospital,10000208,Jamalpur,Jamalpur Sadar,30323.721741495254,24.9407085,89.93395799999999
5,Rajshahi,district,Sirajganj 250 Bed  Bongamata Sheikh Fazilatunnesa Mujib General Hospital,10001648,Sirajganj,Sirajganj Sadar,29519.197206009267,24.4584857,89.7111754
6,Chattogram,district,Chittagong 250 Bed General Hospital,10000753,Chattogram,Kotwali,81887.03082501447,22.3406339,91.8377319
6,Chattogram,district,Comilla General Hospital,10000864,Cumilla,Cumilla Adarsha Sadar,46633.376990685094,23.4499746,91.1782827
6,Chattogram,district,Lakshmipur District Hospital,10001001,Lakshmipur,Lakshmipur Sadar,41195.24420797414,22.9445334,90.98853679999999
6,Chattogram,district,Noakhali 250 Bed General Hospital,10001049,Noakhali,Noakhali Sadar,38583.8786410108,22.8725498,91.08850179999999
6,Chattogram,district,Chandpur 250 Bed General Hospital,10000700,Chandpur,Chandpur Sadar,35953.00087768555,23.2231817,90.6530009
6,Chattogram,district,Brahmanbaria 250 Bed District Sadar Hospital,10000672,Brahmanbaria,Brahmanbaria Sadar,35704.329840012535,23.9762236,91.11117180000001
6,Chattogram,subdistrict,Boalkhali Upazila Health Complex,10000740,Chattogram,Boalkhali,143725.00498046874,22.3744591,91.9192144
6,Dhaka,district,Narayanganj General (Victoria) Hospital,10000427,Narayanganj,Narayanganj Sadar,117485.49512685643,23.6084011,90.50326590000002
6,Dhaka,district,Munshiganj 250 bed District Hospital,10000328,Munshiganj,Munshiganj Sadar,38994.124995727536,23.4980931,90.41266209999999
6,Dhaka,district,Narsingdi District Hospital,10000452,Narsingdi,Narsingdi Sadar,38471.0188869201,23.9299304,90.7026636
6,Dhaka,district,Tangail 250 Bed District Hospital,10000647,Tangail,Tangail Sadar,30787.519788587415,24.263342,89.9255878
6,Dhaka,subdistrict,Keraniganj Upazila Health Complex,10000074,Dhaka,Keraniganj,341818.5564385776,23.7064049,90.34714760000001
6,Dhaka,subdistrict,Bandar Upazila Health Complex,10000420,Narayanganj,Bandar,121150.38113064236,23.6290652,90.52533919999999
6,Dhaka,subdistrict,Rupganj Upazila Health Complex,10000430,Narayanganj,Rupganj,118448.4263200431,23.7993877,90.52711149999999
6,Dhaka,subdistrict,Savar Upazila Health Complex,10000083,Dhaka,Savar,94804.7767578125,23.8385698,90.24762989999999
6,Dhaka,tertiary,Shaheed Suhrawardy Medical College Hospital,10000051,Dhaka,Sher-e-bangla Nagar,98282.41268665332,23.7692146,90.3713616
6,Dhaka,tertiary,Shaheed Ahsan Ullah Master General Hospital,10000129,Gazipur,Gazipur Sadar,98099.16303783098,23.8933902,90.4022109
6,Dhaka,tertiary,"Mugda 500 Bed General Hospital, Dhaka",10013720,Dhaka,Mugda Para,95301.31799958882,23.7315171,90.42946200000002
6,Dhaka,tertiary,Dhaka Medical College Hospital,10000033,Dhaka,Shahbagh,94822.73205861262,23.7256553,90.3970882
6,Khulna,subdistrict,Rupsha Upazila Health Complex,10001826,Khulna,Rupsa,76388.44446910512,22.8223637,89.550115
6,Mymensingh,district,Jamalpur 250 Beded General Hospital,10000208,Jamalpur,Jamalpur Sadar,30323.721741495254,24.9407085,89.93395799999999
6,Rajshahi,district,Sirajganj 250 Bed  Bongamata Sheikh Fazilatunnesa Mujib General Hospital,10001648,Sirajganj,Sirajganj Sadar,29519.197206009267,24.4584857,89.7111754
7,Chattogram,district,Chittagong 250 Bed General Hospital,10000753,Chattogram,Kotwali,81887.03082501447,22.3406339,91.8377319
7,Chattogram,district,Comilla General Hospital,10000864,Cumilla,Cumilla Adarsha Sadar,46633.376990685094,23.4499746,91.1782827
7,Chattogram,district,Lakshmipur District Hospital,10001001,Lakshmipur,Lakshmipur Sadar,41195.24420797414,22.9445334,90.98853679999999
7,Chattogram,district,Noakhali 250 Bed General Hospital,10001049,Noakhali,Noakhali Sadar,38583.8786410108,22.8725498,91.08850179999999
7,Chattogram,district,Chandpur 250 Bed General Hospital,10000700,Chandpur,Chandpur Sadar,35953.00087768555,23.2231817,90.6530009
7,Chattogram,district,Brahmanbaria 250 Bed District Sadar Hospital,10000672,Brahmanbaria,Brahmanbaria Sadar,35704.329840012535,23.9762236,91.11117180000001
7,Chattogram,subdistrict,Boalkhali Upazila Health Complex,10000740,Chattogram,Boalkhali,143725.00498046874,22.3744591,91.9192144
7,Dhaka,district,Narayanganj General (Victoria) Hospital,10000427,Narayanganj,Narayanganj Sadar,117485.49512685643,23.6084011,90.50326590000002
7,Dhaka,district,Munshiganj 250 bed District Hospital,10000328,Munshiganj,Munshiganj Sadar,38994.124995727536,23.4980931,90.41266209999999
7,Dhaka,district,Narsingdi District Hospital,10000452,Narsingdi,Narsingdi Sadar,38471.0188869201,23.9299304,90.7026636
7,Dhaka,district,Tangail 250 Bed District Hospital,10000647,Tangail,Tangail Sadar,30787.519788587415,24.263342,89.9255878
7,Dhaka,subdistrict,Keraniganj Upazila Health Complex,10000074,Dhaka,Keraniganj,341818.5564385776,23.7064049,90.34714760000001
7,Dhaka,subdistrict,Bandar Upazila Health Complex,10000420,Narayanganj,Bandar,121150.38113064236,23.6290652,90.52533919999999
7,Dhaka,subdistrict,Rupganj Upazila Health Complex,10000430,Narayanganj,Rupganj,118448.4263200431,23.7993877,90.52711149999999
7,Dhaka,subdistrict,Savar Upazila Health Complex,10000083,Dhaka,Savar,94804.7767578125,23.8385698,90.24762989999999
7,Dhaka,tertiary,Shaheed Suhrawardy Medical College Hospital,10000051,Dhaka,Sher-e-bangla Nagar,98282.41268665332,23.7692146,90.3713616
7,Dhaka,tertiary,Shaheed Ahsan Ullah Master General Hospital,10000129,Gazipur,Gazipur Sadar,98099.16303783098,23.8933902,90.4022109
7,Dhaka,tertiary,"Mugda 500 Bed General Hospital, Dhaka",10013720,Dhaka,Mugda Para,95301.31799958882,23.7315171,90.42946200000002
7,Dhaka,tertiary,Dhaka Medical College Hospital,10000033,Dhaka,Shahbagh,94822.73205861262,23.7256553,90.3970882
7,Khulna,subdistrict,Rupsha Upazila Health Complex,10001826,Khulna,Rupsa,76388.44446910512,22.8223637,89.550115
7,Mymensingh,district,Jamalpur 250 Beded General Hospital,10000208,Jamalpur,Jamalpur Sadar,30323.721741495254,24.9407085,89.93395799999999
7,Rajshahi,district,Sirajganj 250 Bed  Bongamata Sheikh Fazilatunnesa Mujib General Hospital,10001648,Sirajganj,Sirajganj Sadar,29519.197206009267,24.4584857,89.7111754
8,Chattogram,district,Chittagong 250 Bed General Hospital,10000753,Chattogram,Kotwali,81887.03082501447,22.3406339,91.8377319
8,Chattogram,district,Comilla General Hospital,10000864,Cumilla,Cumilla Adarsha Sadar,46633.376990685094,23.4499746,91.1782827
8,Chattogram,district,Lakshmipur District Hospital,10001001,Lakshmipur,Lakshmipur Sadar,41195.24420797414,22.9445334,90.98853679999999
8,Chattogram,district,Noakhali 250 Bed General Hospital,10001049,Noakhali,Noakhali Sadar,38583.8786410108,22.8725498,91.08850179999999
8,Chattogram,district,Chandpur 250 Bed General Hospital,10000700,Chandpur,Chandpur Sadar,35953.00087768555,23.2231817,90.6530009
8,Chattogram,district,Brahmanbaria 250 Bed District Sadar Hospital,10000672,Brahmanbaria,Brahmanbaria Sadar,35704.329840012535,23.9762236,91.11117180000001
8,Chattogram,subdistrict,Boalkhali Upazila Health Complex,10000740,Chattogram,Boalkhali,143725.00498046874,22.3744591,91.9192144
8,Dhaka,district,Narayanganj General (Victoria) Hospital,10000427,Narayanganj,Narayanganj Sadar,117485.49512685643,23.6084011,90.50326590000002
8,Dhaka,district,Munshiganj 250 bed District Hospital,10000328,Munshiganj,Munshiganj Sadar,38994.124995727536,23.4980931,90.41266209999999
8,Dhaka,district,Narsingdi District Hospital,10000452,Narsingdi,Narsingdi Sadar,38471.0188869201,23.9299304,90.7026636
8,Dhaka,district,Tangail 250 Bed District Hospital,10000647,Tangail,Tangail Sadar,30787.519788587415,24.263342,89.9255878
8,Dhaka,subdistrict,Keraniganj Upazila Health Complex,10000074,Dhaka,Keraniganj,341818.5564385776,23.7064049,90.34714760000001
8,Dhaka,subdistrict,Bandar Upazila Health Complex,10000420,Narayanganj,Bandar,121150.38113064236,23.6290652,90.52533919999999
8,Dhaka,subdistrict,Rupganj Upazila Health Complex,10000430,Narayanganj,Rupganj,118448.4263200431,23.7993877,90.52711149999999
8,Dhaka,subdistrict,Savar Upazila Health Complex,10000083,Dhaka,Savar,94804.7767578125,23.8385698,90.24762989999999
8,Dhaka,tertiary,Shaheed Suhrawardy Medical College Hospital,10000051,Dhaka,Sher-e-bangla Nagar,98282.41268665332,23.7692146,90.3713616
8,Dhaka,tertiary,Shaheed Ahsan Ullah Master General Hospital,10000129,Gazipur,Gazipur Sadar,98099.16303783098,23.8933902,90.4022109
8,Dhaka,tertiary,"Mugda 500 Bed General Hospital, Dhaka",10013720,Dhaka,Mugda Para,95301.31799958882,23.7315171,90.42946200000002
8,Dhaka,tertiary,Dhaka Medical College Hospital,10000033,Dhaka,Shahbagh,94822.73205861262,23.7256553,90.3970882
8,Khulna,subdistrict,Rupsha Upazila Health Complex,10001826,Khulna,Rupsa,76388.44446910512,22.8223637,89.550115
8,Mymensingh,district,Jamalpur 250 Beded General Hospital,10000208,Jamalpur,Jamalpur Sadar,30323.721741495254,24.9407085,89.93395799999999
8,Rajshahi,district,Sirajganj 250 Bed  Bongamata Sheikh Fazilatunnesa Mujib General Hospital,10001648,Sirajganj,Sirajganj Sadar,29519.197206009267,24.4584857,89.7111754
9,Chattogram,district,Chittagong 250 Bed General Hospital,10000753,Chattogram,Kotwali,81887.03082501447,22.3406339,91.8377319
9,Chattogram,district,Comilla General Hospital,10000864,Cumilla,Cumilla Adarsha Sadar,46633.376990685094,23.4499746,91.1782827
9,Chattogram,district,Lakshmipur District Hospital,10001001,Lakshmipur,Lakshmipur Sadar,41195.24420797414,22.9445334,90.98853679999999
9,Chattogram,district,Noakhali 250 Bed General Hospital,10001049,Noakhali,Noakhali Sadar,38583.8786410108,22.8725498,91.08850179999999
9,Chattogram,district,Chandpur 250 Bed General Hospital,10000700,Chandpur,Chandpur Sadar,35953.00087768555,23.2231817,90.6530009
9,Chattogram,district,Brahmanbaria 250 Bed District Sadar Hospital,10000672,Brahmanbaria,Brahmanbaria Sadar,35704.329840012535,23.9762236,91.11117180000001
9,Chattogram,subdistrict,Boalkhali Upazila Health Complex,10000740,Chattogram,Boalkhali,143725.00498046874,22.3744591,91.9192144
9,Dhaka,district,Narayanganj General (Victoria) Hospital,10000427,Narayanganj,Narayanganj Sadar,117485.49512685643,23.6084011,90.50326590000002
9,Dhaka,district,Munshiganj 250 bed District Hospital,10000328,Munshiganj,Munshiganj Sadar,38994.124995727536,23.4980931,90.41266209999999
9,Dhaka,district,Narsingdi District Hospital,10000452,Narsingdi,Narsingdi Sadar,38471.0188869201,23.9299304,90.7026636
9,Dhaka,district,Tangail 250 Bed District Hospital,10000647,Tangail,Tangail Sadar,30787.519788587415,24.263342,89.9255878
9,Dhaka,subdistrict,Keraniganj Upazila Health Complex,10000074,Dhaka,Keraniganj,341818.5564385776,23.7064049,90.34714760000001
9,Dhaka,subdistrict,Bandar Upazila Health Complex,10000420,Narayanganj,Bandar,121150.38113064236,23.6290652,90.52533919999999
9,Dhaka,subdistrict,Rupganj Upazila Health Complex,10000430,Narayanganj,Rupganj,118448.4263200431,23.7993877,90.52711149999999
9,Dhaka,subdistrict,Savar Upazila Health Complex,10000083,Dhaka,Savar,94804.7767578125,23.8385698,90.24762989999999
9,Dhaka,tertiary,Shaheed Suhrawardy Medical College Hospital,10000051,Dhaka,Sher-e-bangla Nagar,98282.41268665332,23.7692146,90.3713616
9,Dhaka,tertiary,Shaheed Ahsan Ullah Master General Hospital,10000129,Gazipur,Gazipur Sadar,98099.16303783098,23.8933902,90.4022109
9,Dhaka,tertiary,"Mugda 500 Bed General Hospital, Dhaka",10013720,Dhaka,Mugda Para,95301.31799958882,23.7315171,90.42946200000002
9,Dhaka,tertiary,Dhaka Medical College Hospital,10000033,Dhaka,Shahbagh,94822.73205861262,23.7256553,90.3970882
9,Khulna,subdistrict,Rupsha Upazila Health Complex,10001826,Khulna,Rupsa,76388.44446910512,22.8223637,89.550115
9,Mymensingh,district,Jamalpur 250 Beded General Hospital,10000208,Jamalpur,Jamalpur Sadar,30323.721741495254,24.9407085,89.93395799999999
9,Rajshahi,district,Sirajganj 250 Bed  Bongamata Sheikh Fazilatunnesa Mujib General Hospital,10001648,Sirajganj,Sirajganj Sadar,29519.197206009267,24.4584857,89.7111754
10,Chattogram,district,Chittagong 250 Bed General Hospital,10000753,Chattogram,Kotwali,81887.03082501447,22.3406339,91.8377319
