org_name,org_code,division,district,upazila,org_lvl,LAT,LON,wt
Juri Upazila Health Complex,10002097,Sylhet,Maulvibazar,Juri,subdistrict,24.6074066,92.1269468,2530.2488336258416
Kabirhat Upazila Health Complex,10001041,Chattogram,Noakhali,Kabirhat,subdistrict,22.7956429,91.1989169,3540.3024347140904
Kachua Upazila Health Complex,10000715,Chattogram,Chandpur,Kachua,subdistrict,23.340233,90.88992139999999,4566.721841643686
Kachua Upazila Health Complex,10002206,Khulna,Bagerhat,Kachua,subdistrict,23.340233,90.88992139999999,4566.721841643686
Kahaloo Upazila Health Complex,10001128,Rajshahi,Bogura,Kahaloo,subdistrict,24.8319344,89.2693498,6733.8430368362615
Kaharol Upazila Health Complex,10001227,Rangpur,Dinajpur,Kaharole,subdistrict,25.7934093,88.6069425,2861.4016330947024
Kalai Upazila Health Complex,10001301,Rajshahi,Joypurhat,Kalai,subdistrict,25.0800353,89.19916119999999,2740.5153591304697
Kalapara Upazila Health Complex,10002042,Barishal,Patuakhali,Kalapara,subdistrict,21.9874973,90.2183345,2219.7359818152286
Kalaroa Upazila Health Complex,10001918,Khulna,Satkhira,Kalaroa,subdistrict,22.8604031,89.0363302,3239.039446420171
Kalia Upazila Health Complex,10001904,Khulna,Narail,Kalia,subdistrict,23.0411777,89.63590339999999,1651.6024878822318
Kaliakair Upazila Health Complex,10000141,Dhaka,Gazipur,Kaliakair,subdistrict,24.0664694,90.20948589999999,3635.5749032150215
"Kaliganj Upazila Health Complex, Gazipur",10000144,Dhaka,Gazipur,Kaliganj,subdistrict,23.9240559,90.57015419999999,3062.2222797505797
"Kaliganj Upazila Health Complex, Jhenaidah.",10002213,Khulna,Jhenaidah,Kaliganj,subdistrict,23.4029033,89.1430606,2226.0115337638995
"Kaliganj Upazila Health Complex, Lalmonirhat.",10002207,Rangpur,Lalmonirhat,Kaliganj,subdistrict,25.9679222,89.2073321,2294.0533756314717
"Kaliganj Upazila Health Complex, Satkhira.",10002212,Khulna,Satkhira,Kaliganj,subdistrict,22.4630952,89.02480349999999,2913.7330390861794
Kalihati Upazila Health Complex,10000613,Dhaka,Tangail,Kalihati,subdistrict,24.3900372,89.9896531,4371.951147710978
Kalkini Upazila Health Complex,10000258,Dhaka,Madaripur,Kalkini,subdistrict,23.0748425,90.2289366,3056.336496382747
Kalmakanda Upazila Health Complex,10000472,Mymensingh,Netrakona,Kalmakanda,subdistrict,25.0738598,90.89306619999999,1943.2847383754238
Kalukhali Upazila Health Complex,10000511,Dhaka,Rajbari,Kalukhali,subdistrict,23.7653703,89.48563039999999,2861.1840373904324
Kamalganj Upazila Health Complex,10002101,Sylhet,Maulvibazar,Kamalganj,subdistrict,24.3661161,91.8554594,3133.7612895176885
Kamarkhanda Upazila Health Complex,10001630,Rajshahi,Sirajganj,Kamarkhanda,subdistrict,24.3931712,89.65340289999999,5584.7465994842
Kamolnagar Upazila Health Complex,10000992,Chattogram,Lakshmipur,Kamalnagar,subdistrict,22.7939502,90.8658322,4542.731298278336
Kanaighat Upazila Health Complex,10002189,Sylhet,Sylhet,Kanaighat,subdistrict,25.0120631,92.2558595,3217.607382093464
Kapasia Upazila Health Complex,10000146,Dhaka,Gazipur,Kapasia,subdistrict,24.1216248,90.56842270000001,4219.369074280306
Kaptai Upazila Health Complex,10001076,Chattogram,Rangamati,Kaptai,subdistrict,22.499721,92.1377387,2058.940159838886
Karimganj Upazila Health Complex,10000236,Dhaka,Kishoreganj,Karimganj,subdistrict,24.4658876,90.8718332,4949.701408971637
Kashba Upazila Health Complex,10000678,Chattogram,Brahmanbaria,Kasba,subdistrict,23.7484476,91.1389749,4304.263303074466
Kashiani Upazila Health Complex,10000167,Dhaka,Gopalganj,Kashiani,subdistrict,23.2365898,89.71891959999999,2143.457137568324
Kathalia Upazila Health Complex,10002027,Barishal,Jhalokathi,Kanthalia,subdistrict,22.3520173,90.0802212,2524.8662854673835
Katiadi Upazila Health Complex,10000241,Dhaka,Kishoreganj,Katiadi,subdistrict,24.2444284,90.7978258,3469.7477080239623
Kawkhali Upazila Health Complex,10001077,Chattogram,Rangamati,Kowkhali,subdistrict,22.6203254,90.0624261,3771.5930816094237
Kawkhali Upazila Health Complex,10002056,Barishal,Pirojpur,Kawkhali,subdistrict,22.6203254,90.0624261,3771.5930816094237
Kazipur Upazila Health Complex,10001633,Rajshahi,Sirajganj,Kazipur,subdistrict,24.6373105,89.6446204,3151.007458012314
Kendua Upazila Health Complex,10000482,Mymensingh,Netrakona,Kendua,subdistrict,24.6532945,90.8241221,2381.471871031831
Keraniganj Upazila Health Complex,10000074,Dhaka,Dhaka,Keraniganj,subdistrict,23.7064049,90.34714760000001,30951.55954302796
Keshabpur Upazila Health Complex,10001760,Khulna,Jashore,Keshabpur,subdistrict,22.9092303,89.2133973,5227.067343856561
Khagrachari District Hospital,10000976,Chattogram,Khagrachari,Khagrachari Sadar,district,23.1078056,91.9931579,950.3072019912064
Khaliajuri Upazila Health Complex,10000486,Mymensingh,Netrakona,Khaliajuri,subdistrict,24.687275,91.1319264,1042.1000350141655
Khansama Upazila Health Complex,10001230,Rangpur,Dinajpur,Khansama,subdistrict,25.8681559,88.7809582,2992.4917422449657
Khetlal Upazila Health Complex,10001303,Rajshahi,Joypurhat,Khetlal,subdistrict,25.0381326,89.1246986,3025.9296968508697
Khoksha Upazila Health Complex,10001842,Khulna,Kushtia,Khoksa,subdistrict,23.8101766,89.288138,2452.676814309786
"Khulna 250 Bed General Hospital, Khulna",10001805,Khulna,Khulna,Khulna Sadar,district,22.8281662,89.5371409,5792.63061069867
Khulna Medical College Hospital,10001807,Khulna,Khulna,Sonadanga,tertiary,22.8281662,89.5371409,4213.501891082341
Kishoreganj 250 Bed District Sadar Hospital,10000243,Dhaka,Kishoreganj,Kishoreganj Sadar,district,24.4331227,90.7865655,3935.7824755399824
Kishoreganj Upazila Health Complex,10001459,Rangpur,Nilphamari,Kishoreganj,subdistrict,25.8992894,89.0124063,3633.2713528264626
Kotchandpur Upazila Health Complex,10001780,Khulna,Jhenaidah,Kotchandpur,subdistrict,23.4114561,89.0054244,2368.761717236629
Kotwalipara Upazila Health Complex,10000173,Dhaka,Gopalganj,Kotalipara,subdistrict,22.9863772,90.00462399999999,2330.865555348753
Kownia Upazila Health Complex,10001580,Rangpur,Rangpur,Kaunia,subdistrict,25.7746905,89.42382339999999,2961.3133744030692
Koyra Upazila Health Complex,10001817,Khulna,Khulna,Koyra,subdistrict,22.4586429,89.2801437,2123.1815010336823
Kulaura Upazila Health Complex,10002106,Sylhet,Maulvibazar,Kulaura,subdistrict,24.5280084,92.03864689999999,3605.9857811224547
Kuliarchar Upazila Health Complex,10000246,Dhaka,Kishoreganj,Kuliarchar,subdistrict,24.1573607,90.9289026,3662.3984809738995
Kumarkhali Upazila Health Complex,10001848,Khulna,Kushtia,Kumarkhali,subdistrict,23.8605042,89.2382519,4814.511778695899
Kurigram 250 bed District Hospital,10001317,Rangpur,Kurigram,Kurigram Sadar,district,25.8072414,89.6294746,3279.8975286900286
Kushtia 250 bed General Hospital,10001862,Khulna,Kushtia,Kushtia Sadar,district,23.9011989,89.12426409999999,3907.49971124352
Kutubdia Upazila Health Complex,10000924,Chattogram,Cox's Bazar,Kutubdia,subdistrict,21.8185107,91.8528884,3886.2043220587766
Lakhai Upazila Health Complex,10002085,Sylhet,Habiganj,Lakhai,subdistrict,24.2890528,91.25586229999999,3181.728765385314
Laksham Upazila Health Complex,10000892,Chattogram,Cumilla,Laksam,subdistrict,23.2339429,91.1177264,7198.212594781446
Lakshmichari Upazila Health Complex,10000978,Chattogram,Khagrachari,Lakshmichari,subdistrict,22.7961681,91.91236640000001,515.5726563907061
Lakshmipur District Hospital,10001001,Chattogram,Lakshmipur,Lakshmipur Sadar,district,22.9445334,90.98853679999999,3978.702273987404
Lalmai Upazila Health Complex,10025367,Chattogram,Cumilla,Lalmi,subdistrict,23.3385932,91.14362080000001,7330.068038399332
Lalmohan Upazila Health Complex,10002015,Barishal,Bhola,Lalmohan,subdistrict,22.346653,90.7339765,3850.7802319560874
Lalmonirhat District Hospital,10001353,Rangpur,Lalmonirhat,Lalmonirhat Sadar,district,25.9202287,89.45557660000001,3101.358042632209
Lalpur Upazila Health Complex,10001426,Rajshahi,Natore,Lalpur,subdistrict,24.1772071,88.96203220000001,2785.7013088552962
Lama Upazila Health Complex,10000656,Chattogram,Bandarban,Lama,subdistrict,21.7737612,92.1947359,1360.3956340256004
Langadu Upazila Health Complex,10001080,Chattogram,Rangamati,Langadu,subdistrict,22.9669729,92.2007605,555.2813266068688
Lohagara Upazila Health Complex,10000792,Chattogram,Chattogram,Lohagara,subdistrict,23.1841516,89.6476686,2244.0080079982877
Lohagara Upazila Health Complex,10002211,Khulna,Narail,Lohagara,subdistrict,23.1841516,89.6476686,2244.0080079982877
Louhajang Upazila Health Complex,10000323,Dhaka,Munshiganj,Lohajang,subdistrict,23.4786428,90.3422982,3572.476534567736
M Abdur Rahim Medical College Hospital,10002288,Rangpur,Dinajpur,Dinajpur Sadar,tertiary,25.611899,88.65397899999999,2882.103149143292
Madan Upazila Health Complex,10000488,Mymensingh,Netrakona,Madan,subdistrict,24.7166957,90.9453231,2519.708341083934
Madarganj Upazila Health Complex,10000212,Mymensingh,Jamalpur,Madarganj,subdistrict,24.8802883,89.7567693,3639.7680428567733
Madaripur District Hospital,10000263,Dhaka,Madaripur,Madaripur Sadar,district,23.1653896,90.21206480000001,2893.856973156773
Madhabpur Upazila Health Complex,10002088,Sylhet,Habiganj,Madhabpur,subdistrict,24.0972948,91.28759889999999,4274.557207505168
Magura District Hospital,10001876,Khulna,Magura,Magura Sadar,district,23.4863665,89.4215122,2189.7227557186384
Manda Upazila Health Complex,10001382,Rajshahi,Naogaon,Manda,subdistrict,24.758601,88.71154729999999,2135.7124763461975
Manikchari Upazila Health Complex,10000979,Chattogram,Khagrachari,Manikchari,subdistrict,22.8497025,91.84156209999999,847.6980190157581
Manikganj 250 Bed District Hospital,10000297,Dhaka,Manikganj,Manikganj Sadar,district,23.8692057,90.0006545,3322.4084188649663
Manpura Upazila Health Complex,10002017,Barishal,Bhola,Manpura,subdistrict,22.258083,90.96668489999999,694.9679089736478
Mathbaria Upazila Health Complex,10002058,Barishal,Pirojpur,Mathbaria,subdistrict,22.2857109,89.9536359,2681.8382455451183
Matiranga Upazila Health Complex,10000983,Chattogram,Khagrachari,Matiranga,subdistrict,23.0395632,91.8755134,1113.4447164633477
Matlab(daxin) Upazila Health Complex,10000721,Chattogram,Chandpur,Matlab Dakshin,subdistrict,23.3481591,90.7050964,5040.258051266342
Matlab(uttar) Upazila Health Complex,10000725,Chattogram,Chandpur,Matlab Uttar,subdistrict,23.4422394,90.645147,2833.0441169201517
Meghna Upazila Health Complex,10000893,Chattogram,Cumilla,Meghna,subdistrict,23.6289684,90.69302239999999,2661.5695843491712
Mehendiganj Upazila Health Complex,10001988,Barishal,Barishal,Mehendiganj,subdistrict,22.8271862,90.52725919999999,3057.896966005834
Meherpur 250 bed District Hospital,10001898,Khulna,Meherpur,Meherpur Sadar,district,23.7783545,88.6423945,2475.2122996399635
Melandah Upazila Health Complex,10000218,Mymensingh,Jamalpur,Melandaha,subdistrict,24.9821864,89.835955,4755.598131904454
Mirpur Upazila Health Complex,10001870,Khulna,Kushtia,Mirpur,subdistrict,23.9312905,88.9966056,5565.622467350847
Mirsharai Upazila Health Complex,10000794,Chattogram,Chattogram,Mirsharai,subdistrict,22.8406921,91.5467961,3174.4030567144387
Mirzaganj Upazila Health Complex,10002048,Barishal,Patuakhali,Mirzaganj,subdistrict,22.3598968,90.21699219999999,3092.5701287583106
Mirzapur Upazila Health Complex,10000619,Dhaka,Tangail,Mirzapur,subdistrict,24.146499,90.0202292,2874.610158331917
Mithamoin Upazila Health Complex,10000249,Dhaka,Kishoreganj,Mithamain,subdistrict,24.4150926,91.05150599999999,3039.552453581287
Mithapukur Upazila Health Complex,10001591,Rangpur,Rangpur,Mithapukur,subdistrict,25.5717691,89.27509549999999,3930.1081578533126
Modhukhali Upazila Health Complex,10000113,Dhaka,Faridpur,Madhukhali,subdistrict,23.3916388,89.68525749999999,3153.3797063329066
"Modhupur Upazila Health Complex, Tangail.",10000629,Dhaka,Tangail,Madhupur,subdistrict,24.6087098,90.02609110000002,4738.575707038383
Mohadevpur Upazila Health Complex,10001388,Rajshahi,Naogaon,Mahadebpur,subdistrict,24.9215972,88.7508778,2701.7125496919775
Mohalchari Upazila Health Complex,10000986,Chattogram,Khagrachari,Mahalchari,subdistrict,22.937729,92.0310691,569.1226754303718
Mohammadpur Upazila Health Complex,10001882,Khulna,Magura,Mohammadpur,subdistrict,23.3996622,89.582769,2447.754753859232
Mohanganj Upazila  Health  Complex,10000489,Mymensingh,Netrakona,Mohanganj,subdistrict,24.8789388,90.9825149,2028.9873716490395
Mohanpur Upazila Health Complex,10001543,Rajshahi,Rajshahi,Mohanpur,subdistrict,24.5549788,88.6473491,4832.95853758115
Moheshkhali Upazila Health Complex,10000926,Chattogram,Cox's Bazar,Maheshkhali,subdistrict,21.5834097,91.929468,3341.2558226298565
Moheshpur Upazila Health Complex,10001785,Khulna,Jhenaidah,Maheshpur,subdistrict,23.3619368,88.9249224,2253.960773612147
Mollahat Upazila Health Complex,10001706,Khulna,Bagerhat,Mollahat,subdistrict,22.9275399,89.8017596,2060.6378761705023
Mongla Upazila Health Complex,10001707,Khulna,Bagerhat,Mongla,subdistrict,22.4942196,89.6016171,2390.164936876867
Monirampur Upazila Health Complex,10001763,Khulna,Jashore,Monirampur,subdistrict,23.008817,89.2352525,4889.530635527787
Monohardi Upazila Health Complex,10000443,Dhaka,Narsingdi,Manohardi,subdistrict,24.1502347,90.70006769999999,2284.7593514401733
Monoharganj Upazila Health Complex,10000897,Chattogram,Cumilla,Monoharganj,subdistrict,23.153882,91.058448,3931.609318394119
Morrelganj Upazila Health Complex,10001708,Khulna,Bagerhat,Morrelganj,subdistrict,22.4562842,89.8648338,2458.8653194651733
Moulvibazar 250 bed District Sadar Hospital,10002116,Sylhet,Maulvibazar,Maulvibazar Sadar,tertiary,24.4813033,91.76596169999999,2764.4964536454368
"Mugda 500 Bed General Hospital, Dhaka",10013720,Dhaka,Dhaka,Mugda Para,tertiary,23.7315171,90.42946200000002,9567.771959673713
Mujibnagar Upazila Health Complex,10001902,Khulna,Meherpur,Mujibnagar,subdistrict,23.6694403,88.6034729,2522.195603368238
Mukshedpur Upazila Health Complex,10000181,Dhaka,Gopalganj,Muksudpur,subdistrict,23.3194117,89.8724368,2792.5683844709215
Muktagacha Upazila Health Complex,10000387,Mymensingh,Mymensingh,Muktagacha,subdistrict,24.7616698,90.270377,6924.294584707346
Muladi Upazila Health Complex,10001991,Barishal,Barishal,Muladi,subdistrict,22.9122405,90.4081885,3677.738970628436
Munshiganj 250 bed District Hospital,10000328,Dhaka,Munshiganj,Munshiganj Sadar,district,23.4980931,90.41266209999999,4214.78851791509
Muradnagar Upazila Health Complex,10000903,Chattogram,Cumilla,Muradnagar,subdistrict,23.6401853,90.9317536,5472.022718404682
Mymensingh Medical College Hospital,10000397,Mymensingh,Mymensingh,Mymensingh Sadar,tertiary,24.7415322,90.4089228,4622.896111804688
Nabiganj Upazila Health Complex,10002094,Sylhet,Habiganj,Nabiganj,subdistrict,24.5634199,91.5142679,2974.763836226375
Nabinagar Upazila Health Complex,10000682,Chattogram,Brahmanbaria,Nabinagar,subdistrict,23.8861958,90.9677571,3947.0758529616787
Nachol Upazila Health Complex,10001168,Rajshahi,Chapai Nawabganj,Nachole,subdistrict,24.7326602,88.4137279,1627.841458647527
Nagarkanda Upazila Health Complex,10000120,Dhaka,Faridpur,Nagarkanda,subdistrict,23.420866,89.89422429999999,3643.803645820633
Nagarpur Upazila Health Complex,10000634,Dhaka,Tangail,Nagarpur,subdistrict,24.0504217,89.8740449,2375.4626332856
Nageswari Upazila Health Complex,10001322,Rangpur,Kurigram,Nageshwari,subdistrict,25.9648811,89.6893056,4066.9070667442643
Naikhongchari Upazila Health Complex,10000658,Chattogram,Bandarban,Naikhongchari,subdistrict,21.4275365,92.1734243,1127.1955585289418
Nakhla Upazila Health Complex,10000567,Mymensingh,Sherpur,Nakla,subdistrict,24.9670008,90.1832834,2840.7786273823735
Nalchiti  Upazila Health Complex,10002028,Barishal,Jhalokathi,Nalchity,subdistrict,22.6343517,90.2697803,3460.671080585166
Nalitabari Upazila Health Complex,10000568,Mymensingh,Sherpur,Nalitabari,subdistrict,25.0935546,90.1890143,2617.312977544542
Nandail Upazila Health Complex,10000404,Mymensingh,Mymensingh,Nandail,subdistrict,24.5659377,90.68990339999999,3075.3588116431292
Nandigram Upazila Health Complex,10001135,Rajshahi,Bogura,Nandigram,subdistrict,24.6476462,89.2438969,1625.6002318383855
Nangolkot Upazila Health Complex,10002223,Chattogram,Cumilla,Nangalkot,subdistrict,23.1709671,91.1986256,6231.319561047993
Naniarchar Upazila Health Complex,10001083,Chattogram,Rangamati,Naniarchar,subdistrict,22.862167,92.1106617,516.7261057971723
Naogaon District Hospital,10001394,Rajshahi,Naogaon,Naogaon Sadar,district,24.8229713,88.9381339,2561.519114489444
Narail District Hospital,10001913,Khulna,Narail,Narail Sadar,district,23.1721187,89.49930669999999,2110.585040203706
Narayanganj 300 Bed Hospital,10000425,Dhaka,Narayanganj,Narayanganj Sadar,tertiary,23.6265177,90.5078152,8414.283149635983
Narayanganj General (Victoria) Hospital,10000427,Dhaka,Narayanganj,Narayanganj Sadar,district,23.6084011,90.50326590000002,10935.780562318334
Naria Upazila Health Complex,10000551,Dhaka,Shariatpur,Naria,subdistrict,23.3085294,90.4285328,3248.4794004801515
Narsingdi District Hospital,10000452,Dhaka,Narsingdi,Narsingdi Sadar,district,23.9299304,90.7026636,3859.290212689156
Nasirnagar Upazila Health Complex,10000691,Chattogram,Brahmanbaria,Nasirnagar,subdistrict,24.1938903,91.19561379999999,3570.951080769852
Natore District Hospital,10001433,Rajshahi,Natore,Natore Sadar,district,24.4098158,88.9836138,3223.6539310218977
Nawabganj Upazila Health Complex,10000080,Dhaka,Dhaka,Nawabganj,subdistrict,23.6566436,90.1645685,4179.243527031022
Nawabganj Upazila Health Complex,10002232,Rangpur,Dinajpur,Nawabganj,subdistrict,23.6566436,90.1645685,4179.243527031022
Nazirpur Upazila Health Complex,10002061,Barishal,Pirojpur,Nazirpur,subdistrict,22.7086728,89.96810789999999,2374.9620689582653
Netrokona District Hospital,10000496,Mymensingh,Netrakona,Netrokona Sadar,district,24.8715569,90.7320982,3254.6288650608813
Niamatpur Upazila Health Complex,10001395,Rajshahi,Naogaon,Niamatpur,subdistrict,24.8298601,88.5747841,2214.182396295828
Nikli Upazila Health Complex,10000250,Dhaka,Kishoreganj,Nikli,subdistrict,24.32586,90.9335328,3816.5332401953565
Nilphamari District Hospital,10001464,Rangpur,Nilphamari,Nilphamari Sadar,district,25.9490764,88.8358417,3370.627035285398
Noakhali 250 Bed General Hospital,10001049,Chattogram,Noakhali,Noakhali Sadar,district,22.8725498,91.08850179999999,3448.2751266248315
Paba Upazila Health Complex,10001547,Rajshahi,Rajshahi,Paba,subdistrict,24.443884,88.5547879,20471.04243112222
Paikgacha Upazila Health Complex,10001824,Khulna,Khulna,Paikgacha,subdistrict,22.5935295,89.3183857,2267.3544349656845
Pakundia Upazila Health Complex,10000252,Dhaka,Kishoreganj,Pakundia,subdistrict,24.3292883,90.6793802,3797.0839651137435
Palash Upazila Health Complex,10000456,Dhaka,Narsingdi,Palash,subdistrict,23.9741677,90.65981479999999,4421.95550027869
Palashbari Upazila Health Complex,10001272,Rangpur,Gaibandha,Palashbari,subdistrict,25.2871676,89.3675445,3063.101095885541
Panchagarh District Hospital,10001514,Rangpur,Panchagarh,Panchagarh Sadar,district,26.3318393,88.5556768,1894.983910090823
Panchari Upazila Health Complex,10000988,Chattogram,Khagrachari,Panchhari,subdistrict,23.2964904,91.9002744,854.9805887361649
Panchbibi Upazila Health Complex,10001305,Rajshahi,Joypurhat,Panchbibi,subdistrict,25.1943459,89.0409292,2857.1373797795986
Pangsha Upazila Health Complex,10000518,Dhaka,Rajbari,Pangsha,subdistrict,23.7906675,89.4255979,2212.824171773345
Parbatipur Upazila Health Complex,10001238,Rangpur,Dinajpur,Parbatipur,subdistrict,25.6325889,88.91953269999999,2858.6118274351725
Parsuram Upazila Health Complex,10000961,Chattogram,Feni,Parshuram,subdistrict,23.211628,91.4449793,3108.8780529669475
Patgram Upazila Health Complex,10001355,Rangpur,Lalmonirhat,Patgram,subdistrict,26.3492592,89.01643949999999,1810.4493613618931
Patharghata Upazila Health Complex,10001947,Barishal,Barguna,Patharghata,subdistrict,22.0328467,89.96656589999999,2747.5256009161444
Patiya Upazila Health Complex,10000802,Chattogram,Chattogram,Patiya,subdistrict,22.2997122,91.970264,12272.205219391015
Patnitala Upazila Health Complex,10001402,Rajshahi,Naogaon,Patnitala,subdistrict,25.0497551,88.755563,2347.5643297246684
Patuakhali 250 bed Sadar Hospital,10002051,Barishal,Patuakhali,Patuakhali Sadar,district,22.3622664,90.3269921,2904.9606509640157
Pekua Upazila Health Complex,10000928,Chattogram,Cox's Bazar,Pekua,subdistrict,21.8155496,91.95391060000001,4113.753484005723
Phulpur Upazila Health Complex,10000362,Mymensingh,Mymensingh,Phulpur,subdistrict,24.9486478,90.36453790000002,4283.62629754824
Pirgacha Upazila Health Complex,10001594,Rangpur,Rangpur,Pirgachha,subdistrict,25.6562282,89.41125679999999,3128.455274102207
Pirganj Upazila Health Complex,10001603,Rangpur,Rangpur,Pirganj,subdistrict,25.4178819,89.3109818,2658.4789780819806
Pirganj Upazila Health Complex,10002231,Rangpur,Thakurgaon,Pirganj,subdistrict,25.4178819,89.3109818,2658.4789780819806
Pirojpur District Hospital,10002067,Barishal,Pirojpur,Pirojpur Sadar,district,22.5789637,89.97664499999999,2741.318508760414
Porsha Upazila Health Complex,10001405,Rajshahi,Naogaon,Porsha,subdistrict,25.0227385,88.4554124,1794.7770423572879
Purbadhala Upazila Health Complex,10000500,Mymensingh,Netrakona,Purbadhala,subdistrict,24.9476991,90.6013237,2848.9865296752037
Puthia Upazila Health Complex,10001551,Rajshahi,Rajshahi,Puthia,subdistrict,24.3715361,88.83679,3604.007335195762
Raiganj Upazila Health Complex,10001636,Rajshahi,Sirajganj,Royganj,subdistrict,24.4997791,89.5308903,3659.1463752288923
Raipur Upazila Health Complex,10001003,Chattogram,Lakshmipur,Roypur,subdistrict,23.0311867,90.7662052,4745.1424583802345
Raipura Upazila Health Complex,10000458,Dhaka,Narsingdi,Roypura,subdistrict,24.0001157,90.8623005,3763.7847613974695
Rajapur Upazila Health Complex,10002029,Barishal,Jhalokathi,Rajapur,subdistrict,22.5695257,90.1334115,2975.5279588622097
Rajarhat Upazila Health Complex,10001327,Rangpur,Kurigram,Rajarhat,subdistrict,25.8082105,89.54475099999999,3320.819687708031
Rajbari District Hospital,10000536,Dhaka,Rajbari,Rajbari Sadar,district,23.7495843,89.6473056,2245.157132223261
Rajibpur Upazila Health Complex,10001330,Rangpur,Kurigram,Rajibpur,subdistrict,25.4443694,89.7909808,3329.6379383923154
Rajnagar Upazila Health Complex,10002119,Sylhet,Maulvibazar,Rajnagar,subdistrict,24.5277064,91.85295149999999,3601.189518006275
Rajoir Upazila Health Complex,10000270,Dhaka,Madaripur,Rajoir,subdistrict,23.2083584,90.0485525,2635.738425728922
Rajshahi Medical College Hospital,10001560,Rajshahi,Rajshahi,Rajpara,tertiary,24.372019,88.5864259,6175.195984745211
Ramganj Upazila Health Complex,10001011,Chattogram,Lakshmipur,Ramganj,subdistrict,23.0924019,90.8609381,4132.328421763719
Ramgarh Upazila Health Complex,10000991,Chattogram,Khagrachari,Ramgarh,subdistrict,22.9878443,91.73918189999999,843.6688392411457
Ramgati Upazila Health Complex,10001019,Chattogram,Lakshmipur,Ramgati,subdistrict,22.6483641,90.9258133,1518.0227293090177
Rampal Upazila Health Complex,10001710,Khulna,Bagerhat,Rampal,subdistrict,22.5877107,89.6497052,3422.6123925048923
Ramu Upazila Health Complex,10000931,Chattogram,Cox's Bazar,Ramu,subdistrict,21.4448546,92.1000821,3389.647326666266
Rangabali Upazila Health Complex,10013107,Barishal,Patuakhali,Rangabali,subdistrict,21.9040401,90.4125181,210.64191636353743
Rangamati General Hospital,10001088,Chattogram,Rangamati,Rangamati Sadar,district,22.6580983,92.1685304,987.8317029517127
Rangpur Medical College Hospital,10001618,Rangpur,Rangpur,Rangpur Sadar,tertiary,25.7670127,89.2315632,3317.66326101393
Rangunia Upazila Health Complex,10000813,Chattogram,Chattogram,Rangunia,subdistrict,22.4226451,91.98652179999999,5314.352842631568
Raninagar Upazila Health Complex,10001412,Rajshahi,Naogaon,Raninagar,subdistrict,24.7422435,88.9602373,3137.475170961716
Ranisankhail Upazila Health Complex,10001678,Rangpur,Thakurgaon,Ranisankail,subdistrict,25.9010503,88.2541796,2746.7970781291438
Raozan Upazila Health Complex,10000817,Chattogram,Chattogram,Raozan,subdistrict,22.5172697,91.9298601,3530.604236207496
Rowangchari Upazila Health Complex,10000659,Chattogram,Bandarban,Rowangchari,subdistrict,22.1784311,92.33769799999999,339.8505782879885
Rowmari Upazila Health Complex,10001333,Rangpur,Kurigram,Raumari,subdistrict,25.5718988,89.8325047,3135.548315988354
Ruma Upazila Health Complex,10000660,Chattogram,Bandarban,Ruma,subdistrict,22.0473551,92.40744049999999,259.9051302795129
Rupganj Upazila Health Complex,10000430,Dhaka,Narayanganj,Rupganj,subdistrict,23.7993877,90.52711149999999,9910.422203020811
Rupsha Upazila Health Complex,10001826,Khulna,Khulna,Rupsa,subdistrict,22.8223637,89.550115,18832.48831275131
Sadullapur Upazila Health Complex,10001279,Rangpur,Gaibandha,Sadullapur,subdistrict,25.3892813,89.4684573,5239.251469928573
Saharasthi Upazila Health Complex,10000727,Chattogram,Chandpur,Shahrasti,subdistrict,23.2285233,90.94952889999999,4738.573770310022
Saidpur Upazila Health Complex,10001470,Rangpur,Nilphamari,Saidpur,subdistrict,25.7836638,88.89539420000001,2993.13882000399
Saltha Upazila Health Complex,10013106,Dhaka,Faridpur,Saltha,subdistrict,23.4328101,89.7825682,3895.3171051735208
Sandwip Upazila Health Complex,10000829,Chattogram,Chattogram,Sandwip,subdistrict,22.5438922,91.4705992,6828.75237368839
Santhia Upazila Health Complex,10001493,Rajshahi,Pabna,Santhia,subdistrict,24.0535687,89.54820740000001,3291.762786738071
Sapahar Upazila Health Complex,10001415,Rajshahi,Naogaon,Sapahar,subdistrict,25.1238569,88.58747919999999,2175.5858848189487
Sarail Upazila Health Complex,10000694,Chattogram,Brahmanbaria,Sarail,subdistrict,24.0713662,91.1182569,6110.864220344093
Sarankhola Upazila Health Complex,10001712,Khulna,Bagerhat,Sarankhola,subdistrict,22.3128846,89.84993329999999,2303.797661234846
Sariakandi Upazila Health Complex,10001140,Rajshahi,Bogura,Sariakandi,subdistrict,24.8936019,89.57363629999999,3272.447897137397
Sarishabari Upazila Health Complex,10000220,Mymensingh,Jamalpur,Sarishabari,subdistrict,24.7552498,89.83585219999999,3165.949972704585
Sarsa Upazila Health Complex,10001768,Khulna,Jashore,Sharsha,subdistrict,23.054194,88.989513,4252.699051823455
Satkania Upazila Health Complex,10000835,Chattogram,Chattogram,Satkania,subdistrict,22.0852863,92.054419,7630.336285210052
Satkhira 250 bed Medical College Hospital,10024591,Khulna,Satkhira,Satkhira Sadar,district,22.6901577,89.0469437,3758.69716722179
Satkhira District Hospital,10001926,Khulna,Satkhira,Satkhira Sadar,district,22.7223116,89.068737,3868.237922308363
Saturia Upazila Health Complex,10000303,Dhaka,Manikganj,Saturia,subdistrict,23.9729721,90.0361533,2618.105726004683
