org_name,org_code,division,district,upazila,org_lvl,wt,LAT,LON
Juri Upazila Health Complex,10002097,Sylhet,Maulvibazar,Juri,subdistrict,0.8973511012692641,24.6074066,92.1269468
Kabirhat Upazila Health Complex,10001041,Chattogram,Noakhali,Kabirhat,subdistrict,0.6873453005304287,22.7956429,91.1989169
Kachua Upazila Health Complex,10000715,Chattogram,Chandpur,Kachua,subdistrict,0.9069911784141262,23.340233,90.88992139999999
Kachua Upazila Health Complex,10002206,Khulna,Bagerhat,Kachua,subdistrict,0.9069911784141262,23.340233,90.88992139999999
Kahaloo Upazila Health Complex,10001128,Rajshahi,Bogura,Kahaloo,subdistrict,0.8450097465395473,24.8319344,89.2693498
Kaharol Upazila Health Complex,10001227,Rangpur,Dinajpur,Kaharole,subdistrict,0.8474444278772664,25.7934093,88.6069425
Kalai Upazila Health Complex,10001301,Rajshahi,Joypurhat,Kalai,subdistrict,0.8511361598714402,25.0800353,89.19916119999999
Kalapara Upazila Health Complex,10002042,Barishal,Patuakhali,Kalapara,subdistrict,1.3317333574781438,21.9874973,90.2183345
Kalaroa Upazila Health Complex,10001918,Khulna,Satkhira,Kalaroa,subdistrict,0.8438272303062081,22.8604031,89.0363302
Kalia Upazila Health Complex,10001904,Khulna,Narail,Kalia,subdistrict,0.9232673648111787,23.0411777,89.63590339999999
Kaliakair Upazila Health Complex,10000141,Dhaka,Gazipur,Kaliakair,subdistrict,0.7941147043784865,24.0664694,90.20948589999999
"Kaliganj Upazila Health Complex, Gazipur",10000144,Dhaka,Gazipur,Kaliganj,subdistrict,0.5436981933671728,23.9240559,90.57015419999999
"Kaliganj Upazila Health Complex, Jhenaidah.",10002213,Khulna,Jhenaidah,Kaliganj,subdistrict,0.7752239545600702,23.4029033,89.1430606
"Kaliganj Upazila Health Complex, Lalmonirhat.",10002207,Rangpur,Lalmonirhat,Kaliganj,subdistrict,0.6666184033078161,25.9679222,89.2073321
"Kaliganj Upazila Health Complex, Satkhira.",10002212,Khulna,Satkhira,Kaliganj,subdistrict,0.8770440473251447,22.4630952,89.02480349999999
Kalihati Upazila Health Complex,10000613,Dhaka,Tangail,Kalihati,subdistrict,0.7578639420848933,24.3900372,89.9896531
Kalkini Upazila Health Complex,10000258,Dhaka,Madaripur,Kalkini,subdistrict,0.8502841739919716,23.0748425,90.2289366
Kalmakanda Upazila Health Complex,10000472,Mymensingh,Netrakona,Kalmakanda,subdistrict,0.8007333983972478,25.0738598,90.89306619999999
Kalukhali Upazila Health Complex,10000511,Dhaka,Rajbari,Kalukhali,subdistrict,0.7370323419415377,23.7653703,89.48563039999999
Kamalganj Upazila Health Complex,10002101,Sylhet,Maulvibazar,Kamalganj,subdistrict,0.9399108594533082,24.3661161,91.8554594
Kamarkhanda Upazila Health Complex,10001630,Rajshahi,Sirajganj,Kamarkhanda,subdistrict,0.7710369084615903,24.3931712,89.65340289999999
Kamolnagar Upazila Health Complex,10000992,Chattogram,Lakshmipur,Kamalnagar,subdistrict,0.7521313904326248,22.7939502,90.8658322
Kanaighat Upazila Health Complex,10002189,Sylhet,Sylhet,Kanaighat,subdistrict,0.884123385948105,25.0120631,92.2558595
Kapasia Upazila Health Complex,10000146,Dhaka,Gazipur,Kapasia,subdistrict,0.6781764017516989,24.1216248,90.56842270000001
Kaptai Upazila Health Complex,10001076,Chattogram,Rangamati,Kaptai,subdistrict,0.8841640772206192,22.499721,92.1377387
Karimganj Upazila Health Complex,10000236,Dhaka,Kishoreganj,Karimganj,subdistrict,0.8462200708877281,24.4658876,90.8718332
Kashba Upazila Health Complex,10000678,Chattogram,Brahmanbaria,Kasba,subdistrict,0.8504941301414165,23.7484476,91.1389749
Kashiani Upazila Health Complex,10000167,Dhaka,Gopalganj,Kashiani,subdistrict,0.9016033165908633,23.2365898,89.71891959999999
Kathalia Upazila Health Complex,10002027,Barishal,Jhalokathi,Kanthalia,subdistrict,1.0311628740299776,22.3520173,90.0802212
Katiadi Upazila Health Complex,10000241,Dhaka,Kishoreganj,Katiadi,subdistrict,0.6525904540466447,24.2444284,90.7978258
Kawkhali Upazila Health Complex,10001077,Chattogram,Rangamati,Kowkhali,subdistrict,0.9161931203905835,22.6203254,90.0624261
Kawkhali Upazila Health Complex,10002056,Barishal,Pirojpur,Kawkhali,subdistrict,0.9161931203905835,22.6203254,90.0624261
Kazipur Upazila Health Complex,10001633,Rajshahi,Sirajganj,Kazipur,subdistrict,0.8419161915529028,24.6373105,89.6446204
Kendua Upazila Health Complex,10000482,Mymensingh,Netrakona,Kendua,subdistrict,0.8121217182726793,24.6532945,90.8241221
Keraniganj Upazila Health Complex,10000074,Dhaka,Dhaka,Keraniganj,subdistrict,0.6252912369620388,23.7064049,90.34714760000001
Keshabpur Upazila Health Complex,10001760,Khulna,Jashore,Keshabpur,subdistrict,0.8092309507341623,22.9092303,89.2133973
Khagrachari District Hospital,10000976,Chattogram,Khagrachari,Khagrachari Sadar,district,0.8536749063979352,23.1078056,91.9931579
Khaliajuri Upazila Health Complex,10000486,Mymensingh,Netrakona,Khaliajuri,subdistrict,0.8596248856241345,24.687275,91.1319264
Khansama Upazila Health Complex,10001230,Rangpur,Dinajpur,Khansama,subdistrict,0.8447962360018658,25.8681559,88.7809582
Khetlal Upazila Health Complex,10001303,Rajshahi,Joypurhat,Khetlal,subdistrict,0.8422883406330227,25.0381326,89.1246986
Khoksha Upazila Health Complex,10001842,Khulna,Kushtia,Khoksa,subdistrict,0.6949326657009536,23.8101766,89.288138
"Khulna 250 Bed General Hospital, Khulna",10001805,Khulna,Khulna,Khulna Sadar,district,1.1475551900624288,22.8281662,89.5371409
Khulna Medical College Hospital,10001807,Khulna,Khulna,Sonadanga,tertiary,1.1097904556377882,22.8281662,89.5371409
Kishoreganj 250 Bed District Sadar Hospital,10000243,Dhaka,Kishoreganj,Kishoreganj Sadar,district,0.8380048821001925,24.4331227,90.7865655
Kishoreganj Upazila Health Complex,10001459,Rangpur,Nilphamari,Kishoreganj,subdistrict,0.800364600030134,25.8992894,89.0124063
Kotchandpur Upazila Health Complex,10001780,Khulna,Jhenaidah,Kotchandpur,subdistrict,0.8301005002341487,23.4114561,89.0054244
Kotwalipara Upazila Health Complex,10000173,Dhaka,Gopalganj,Kotalipara,subdistrict,0.8926239200092319,22.9863772,90.00462399999999
Kownia Upazila Health Complex,10001580,Rangpur,Rangpur,Kaunia,subdistrict,0.7551818126466538,25.7746905,89.42382339999999
Koyra Upazila Health Complex,10001817,Khulna,Khulna,Koyra,subdistrict,1.0452803468170395,22.4586429,89.2801437
Kulaura Upazila Health Complex,10002106,Sylhet,Maulvibazar,Kulaura,subdistrict,0.9177436542643177,24.5280084,92.03864689999999
Kuliarchar Upazila Health Complex,10000246,Dhaka,Kishoreganj,Kuliarchar,subdistrict,0.7496471013782648,24.1573607,90.9289026
Kumarkhali Upazila Health Complex,10001848,Khulna,Kushtia,Kumarkhali,subdistrict,0.9341095689583093,23.8605042,89.2382519
Kurigram 250 bed District Hospital,10001317,Rangpur,Kurigram,Kurigram Sadar,district,0.8653965711076789,25.8072414,89.6294746
Kushtia 250 bed General Hospital,10001862,Khulna,Kushtia,Kushtia Sadar,district,0.8953630337110619,23.9011989,89.12426409999999
Kutubdia Upazila Health Complex,10000924,Chattogram,Cox's Bazar,Kutubdia,subdistrict,0.9445047866788077,21.8185107,91.8528884
Lakhai Upazila Health Complex,10002085,Sylhet,Habiganj,Lakhai,subdistrict,1.39919989695633,24.2890528,91.25586229999999
Laksham Upazila Health Complex,10000892,Chattogram,Cumilla,Laksam,subdistrict,0.8153761550139698,23.2339429,91.1177264
Lakshmichari Upazila Health Complex,10000978,Chattogram,Khagrachari,Lakshmichari,subdistrict,0.870676790812017,22.7961681,91.91236640000001
Lakshmipur District Hospital,10001001,Chattogram,Lakshmipur,Lakshmipur Sadar,district,0.5831088623848403,22.9445334,90.98853679999999
Lalmai Upazila Health Complex,10025367,Chattogram,Cumilla,Lalmi,subdistrict,0.9090916619009173,23.3385932,91.14362080000001
Lalmohan Upazila Health Complex,10002015,Barishal,Bhola,Lalmohan,subdistrict,0.9695333913111305,22.346653,90.7339765
Lalmonirhat District Hospital,10001353,Rangpur,Lalmonirhat,Lalmonirhat Sadar,district,0.8027756430364871,25.9202287,89.45557660000001
Lalpur Upazila Health Complex,10001426,Rajshahi,Natore,Lalpur,subdistrict,0.887359365218821,24.1772071,88.96203220000001
Lama Upazila Health Complex,10000656,Chattogram,Bandarban,Lama,subdistrict,0.875933392787507,21.7737612,92.1947359
Langadu Upazila Health Complex,10001080,Chattogram,Rangamati,Langadu,subdistrict,0.8650941416878077,22.9669729,92.2007605
Lohagara Upazila Health Complex,10000792,Chattogram,Chattogram,Lohagara,subdistrict,0.8933093296358711,23.1841516,89.6476686
Lohagara Upazila Health Complex,10002211,Khulna,Narail,Lohagara,subdistrict,0.8933093296358711,23.1841516,89.6476686
Louhajang Upazila Health Complex,10000323,Dhaka,Munshiganj,Lohajang,subdistrict,0.7817399788371356,23.4786428,90.3422982
M Abdur Rahim Medical College Hospital,10002288,Rangpur,Dinajpur,Dinajpur Sadar,tertiary,0.8334999891913176,25.611899,88.65397899999999
Madan Upazila Health Complex,10000488,Mymensingh,Netrakona,Madan,subdistrict,0.8320634075484452,24.7166957,90.9453231
Madarganj Upazila Health Complex,10000212,Mymensingh,Jamalpur,Madarganj,subdistrict,0.8846155507753634,24.8802883,89.7567693
Madaripur District Hospital,10000263,Dhaka,Madaripur,Madaripur Sadar,district,0.8635795618994152,23.1653896,90.21206480000001
Madhabpur Upazila Health Complex,10002088,Sylhet,Habiganj,Madhabpur,subdistrict,1.023148146132766,24.0972948,91.28759889999999
Magura District Hospital,10001876,Khulna,Magura,Magura Sadar,district,0.7755463952250707,23.4863665,89.4215122
Manda Upazila Health Complex,10001382,Rajshahi,Naogaon,Manda,subdistrict,0.5880952293698296,24.758601,88.71154729999999
Manikchari Upazila Health Complex,10000979,Chattogram,Khagrachari,Manikchari,subdistrict,0.8654763786519106,22.8497025,91.84156209999999
Manikganj 250 Bed District Hospital,10000297,Dhaka,Manikganj,Manikganj Sadar,district,0.8116267428734593,23.8692057,90.0006545
Manpura Upazila Health Complex,10002017,Barishal,Bhola,Manpura,subdistrict,0.9126208691177851,22.258083,90.96668489999999
Mathbaria Upazila Health Complex,10002058,Barishal,Pirojpur,Mathbaria,subdistrict,1.2379703683855068,22.2857109,89.9536359
Matiranga Upazila Health Complex,10000983,Chattogram,Khagrachari,Matiranga,subdistrict,0.8578538215071233,23.0395632,91.8755134
Matlab(daxin) Upazila Health Complex,10000721,Chattogram,Chandpur,Matlab Dakshin,subdistrict,0.7599808368072185,23.3481591,90.7050964
Matlab(uttar) Upazila Health Complex,10000725,Chattogram,Chandpur,Matlab Uttar,subdistrict,0.6632008327059501,23.4422394,90.645147
Meghna Upazila Health Complex,10000893,Chattogram,Cumilla,Meghna,subdistrict,0.694203090384349,23.6289684,90.69302239999999
Mehendiganj Upazila Health Complex,10001988,Barishal,Barishal,Mehendiganj,subdistrict,0.8608859638793865,22.8271862,90.52725919999999
Meherpur 250 bed District Hospital,10001898,Khulna,Meherpur,Meherpur Sadar,district,0.8766512712281419,23.7783545,88.6423945
Melandah Upazila Health Complex,10000218,Mymensingh,Jamalpur,Melandaha,subdistrict,0.8870150820020384,24.9821864,89.835955
Mirpur Upazila Health Complex,10001870,Khulna,Kushtia,Mirpur,subdistrict,1.0076150332508598,23.9312905,88.9966056
Mirsharai Upazila Health Complex,10000794,Chattogram,Chattogram,Mirsharai,subdistrict,0.8867132140078895,22.8406921,91.5467961
Mirzaganj Upazila Health Complex,10002048,Barishal,Patuakhali,Mirzaganj,subdistrict,1.0213294373131085,22.3598968,90.21699219999999
Mirzapur Upazila Health Complex,10000619,Dhaka,Tangail,Mirzapur,subdistrict,0.6522990575952602,24.146499,90.0202292
Mithamoin Upazila Health Complex,10000249,Dhaka,Kishoreganj,Mithamain,subdistrict,0.9844193324007706,24.4150926,91.05150599999999
Mithapukur Upazila Health Complex,10001591,Rangpur,Rangpur,Mithapukur,subdistrict,0.7500862409756708,25.5717691,89.27509549999999
Modhukhali Upazila Health Complex,10000113,Dhaka,Faridpur,Madhukhali,subdistrict,0.8735181947252072,23.3916388,89.68525749999999
"Modhupur Upazila Health Complex, Tangail.",10000629,Dhaka,Tangail,Madhupur,subdistrict,0.9023550510617118,24.6087098,90.02609110000002
Mohadevpur Upazila Health Complex,10001388,Rajshahi,Naogaon,Mahadebpur,subdistrict,0.7464631899306329,24.9215972,88.7508778
Mohalchari Upazila Health Complex,10000986,Chattogram,Khagrachari,Mahalchari,subdistrict,0.8449753864300995,22.937729,92.0310691
Mohammadpur Upazila Health Complex,10001882,Khulna,Magura,Mohammadpur,subdistrict,0.8436823435493778,23.3996622,89.582769
Mohanganj Upazila  Health  Complex,10000489,Mymensingh,Netrakona,Mohanganj,subdistrict,0.8169339134351575,24.8789388,90.9825149
Mohanpur Upazila Health Complex,10001543,Rajshahi,Rajshahi,Mohanpur,subdistrict,1.313845139004149,24.5549788,88.6473491
Moheshkhali Upazila Health Complex,10000926,Chattogram,Cox's Bazar,Maheshkhali,subdistrict,0.8355548420828309,21.5834097,91.929468
Moheshpur Upazila Health Complex,10001785,Khulna,Jhenaidah,Maheshpur,subdistrict,0.84111878048744,23.3619368,88.9249224
Mollahat Upazila Health Complex,10001706,Khulna,Bagerhat,Mollahat,subdistrict,0.9284365292952462,22.9275399,89.8017596
Mongla Upazila Health Complex,10001707,Khulna,Bagerhat,Mongla,subdistrict,1.5878062497926644,22.4942196,89.6016171
Monirampur Upazila Health Complex,10001763,Khulna,Jashore,Monirampur,subdistrict,0.6794263058392099,23.008817,89.2352525
Monohardi Upazila Health Complex,10000443,Dhaka,Narsingdi,Manohardi,subdistrict,0.5519660026060693,24.1502347,90.70006769999999
Monoharganj Upazila Health Complex,10000897,Chattogram,Cumilla,Monoharganj,subdistrict,0.6974035296254446,23.153882,91.058448
Morrelganj Upazila Health Complex,10001708,Khulna,Bagerhat,Morrelganj,subdistrict,1.0059115119419033,22.4562842,89.8648338
Moulvibazar 250 bed District Sadar Hospital,10002116,Sylhet,Maulvibazar,Maulvibazar Sadar,tertiary,0.9368613758134406,24.4813033,91.76596169999999
"Mugda 500 Bed General Hospital, Dhaka",10013720,Dhaka,Dhaka,Mugda Para,tertiary,0.673589498185123,23.7315171,90.42946200000002
Mujibnagar Upazila Health Complex,10001902,Khulna,Meherpur,Mujibnagar,subdistrict,0.8724434740744725,23.6694403,88.6034729
Mukshedpur Upazila Health Complex,10000181,Dhaka,Gopalganj,Muksudpur,subdistrict,0.9217223816950749,23.3194117,89.8724368
Muktagacha Upazila Health Complex,10000387,Mymensingh,Mymensingh,Muktagacha,subdistrict,1.084117160613513,24.7616698,90.270377
Muladi Upazila Health Complex,10001991,Barishal,Barishal,Muladi,subdistrict,0.880278428363639,22.9122405,90.4081885
Munshiganj 250 bed District Hospital,10000328,Dhaka,Munshiganj,Munshiganj Sadar,district,0.7262063308167553,23.4980931,90.41266209999999
Muradnagar Upazila Health Complex,10000903,Chattogram,Cumilla,Muradnagar,subdistrict,0.7622657626608145,23.6401853,90.9317536
Mymensingh Medical College Hospital,10000397,Mymensingh,Mymensingh,Mymensingh Sadar,tertiary,0.9328091163686352,24.7415322,90.4089228
Nabiganj Upazila Health Complex,10002094,Sylhet,Habiganj,Nabiganj,subdistrict,0.9336732199144694,24.5634199,91.5142679
Nabinagar Upazila Health Complex,10000682,Chattogram,Brahmanbaria,Nabinagar,subdistrict,0.8165237584447913,23.8861958,90.9677571
Nachol Upazila Health Complex,10001168,Rajshahi,Chapai Nawabganj,Nachole,subdistrict,0.8603483536948225,24.7326602,88.4137279
Nagarkanda Upazila Health Complex,10000120,Dhaka,Faridpur,Nagarkanda,subdistrict,0.9280913679422721,23.420866,89.89422429999999
Nagarpur Upazila Health Complex,10000634,Dhaka,Tangail,Nagarpur,subdistrict,0.7387275012079743,24.0504217,89.8740449
Nageswari Upazila Health Complex,10001322,Rangpur,Kurigram,Nageshwari,subdistrict,0.8855115712354041,25.9648811,89.6893056
Naikhongchari Upazila Health Complex,10000658,Chattogram,Bandarban,Naikhongchari,subdistrict,0.7854002018393287,21.4275365,92.1734243
Nakhla Upazila Health Complex,10000567,Mymensingh,Sherpur,Nakla,subdistrict,0.9044367238395368,24.9670008,90.1832834
Nalchiti  Upazila Health Complex,10002028,Barishal,Jhalokathi,Nalchity,subdistrict,0.9030797934143675,22.6343517,90.2697803
Nalitabari Upazila Health Complex,10000568,Mymensingh,Sherpur,Nalitabari,subdistrict,0.8631995564796104,25.0935546,90.1890143
Nandail Upazila Health Complex,10000404,Mymensingh,Mymensingh,Nandail,subdistrict,0.8491035974669426,24.5659377,90.68990339999999
Nandigram Upazila Health Complex,10001135,Rajshahi,Bogura,Nandigram,subdistrict,0.8416114147099292,24.6476462,89.2438969
Nangolkot Upazila Health Complex,10002223,Chattogram,Cumilla,Nangalkot,subdistrict,0.6943020376194785,23.1709671,91.1986256
Naniarchar Upazila Health Complex,10001083,Chattogram,Rangamati,Naniarchar,subdistrict,0.8867563179237528,22.862167,92.1106617
Naogaon District Hospital,10001394,Rajshahi,Naogaon,Naogaon Sadar,district,0.7233103481455775,24.8229713,88.9381339
Narail District Hospital,10001913,Khulna,Narail,Narail Sadar,district,0.8348609674959928,23.1721187,89.49930669999999
Narayanganj 300 Bed Hospital,10000425,Dhaka,Narayanganj,Narayanganj Sadar,tertiary,0.6775037294317965,23.6265177,90.5078152
Narayanganj General (Victoria) Hospital,10000427,Dhaka,Narayanganj,Narayanganj Sadar,district,0.6440473805333209,23.6084011,90.50326590000002
Naria Upazila Health Complex,10000551,Dhaka,Shariatpur,Naria,subdistrict,0.8252742018157981,23.3085294,90.4285328
Narsingdi District Hospital,10000452,Dhaka,Narsingdi,Narsingdi Sadar,district,0.5962669063370937,23.9299304,90.7026636
Nasirnagar Upazila Health Complex,10000691,Chattogram,Brahmanbaria,Nasirnagar,subdistrict,1.268867455893533,24.1938903,91.19561379999999
Natore District Hospital,10001433,Rajshahi,Natore,Natore Sadar,district,0.9164985029421071,24.4098158,88.9836138
Nawabganj Upazila Health Complex,10000080,Dhaka,Dhaka,Nawabganj,subdistrict,0.8173994264357605,23.6566436,90.1645685
Nawabganj Upazila Health Complex,10002232,Rangpur,Dinajpur,Nawabganj,subdistrict,0.8173994264357605,23.6566436,90.1645685
Nazirpur Upazila Health Complex,10002061,Barishal,Pirojpur,Nazirpur,subdistrict,0.9059252359019682,22.7086728,89.96810789999999
Netrokona District Hospital,10000496,Mymensingh,Netrakona,Netrokona Sadar,district,0.8201806577803467,24.8715569,90.7320982
Niamatpur Upazila Health Complex,10001395,Rajshahi,Naogaon,Niamatpur,subdistrict,0.7717304674841491,24.8298601,88.5747841
Nikli Upazila Health Complex,10000250,Dhaka,Kishoreganj,Nikli,subdistrict,0.8518744404251956,24.32586,90.9335328
Nilphamari District Hospital,10001464,Rangpur,Nilphamari,Nilphamari Sadar,district,0.8436427713678873,25.9490764,88.8358417
Noakhali 250 Bed General Hospital,10001049,Chattogram,Noakhali,Noakhali Sadar,district,0.5871482352839053,22.8725498,91.08850179999999
Paba Upazila Health Complex,10001547,Rajshahi,Rajshahi,Paba,subdistrict,1.9188398820910968,24.443884,88.5547879
Paikgacha Upazila Health Complex,10001824,Khulna,Khulna,Paikgacha,subdistrict,1.1562062999726714,22.5935295,89.3183857
Pakundia Upazila Health Complex,10000252,Dhaka,Kishoreganj,Pakundia,subdistrict,0.8031759985957524,24.3292883,90.6793802
Palash Upazila Health Complex,10000456,Dhaka,Narsingdi,Palash,subdistrict,0.5047666971963561,23.9741677,90.65981479999999
Palashbari Upazila Health Complex,10001272,Rangpur,Gaibandha,Palashbari,subdistrict,0.8158385619086899,25.2871676,89.3675445
Panchagarh District Hospital,10001514,Rangpur,Panchagarh,Panchagarh Sadar,district,0.7633167093816151,26.3318393,88.5556768
Panchari Upazila Health Complex,10000988,Chattogram,Khagrachari,Panchhari,subdistrict,0.9055053636296279,23.2964904,91.9002744
Panchbibi Upazila Health Complex,10001305,Rajshahi,Joypurhat,Panchbibi,subdistrict,0.7951653423002086,25.1943459,89.0409292
Pangsha Upazila Health Complex,10000518,Dhaka,Rajbari,Pangsha,subdistrict,0.6655213387959207,23.7906675,89.4255979
Parbatipur Upazila Health Complex,10001238,Rangpur,Dinajpur,Parbatipur,subdistrict,0.8361539618350405,25.6325889,88.91953269999999
Parsuram Upazila Health Complex,10000961,Chattogram,Feni,Parshuram,subdistrict,0.7979360626931306,23.211628,91.4449793
Patgram Upazila Health Complex,10001355,Rangpur,Lalmonirhat,Patgram,subdistrict,0.8445018097049953,26.3492592,89.01643949999999
Patharghata Upazila Health Complex,10001947,Barishal,Barguna,Patharghata,subdistrict,1.2978682143029043,22.0328467,89.96656589999999
Patiya Upazila Health Complex,10000802,Chattogram,Chattogram,Patiya,subdistrict,1.0375830771220216,22.2997122,91.970264
Patnitala Upazila Health Complex,10001402,Rajshahi,Naogaon,Patnitala,subdistrict,0.8085713989023575,25.0497551,88.755563
Patuakhali 250 bed Sadar Hospital,10002051,Barishal,Patuakhali,Patuakhali Sadar,district,1.0377197712546906,22.3622664,90.3269921
Pekua Upazila Health Complex,10000928,Chattogram,Cox's Bazar,Pekua,subdistrict,0.944910570388544,21.8155496,91.95391060000001
Phulpur Upazila Health Complex,10000362,Mymensingh,Mymensingh,Phulpur,subdistrict,0.8378852233800828,24.9486478,90.36453790000002
Pirgacha Upazila Health Complex,10001594,Rangpur,Rangpur,Pirgachha,subdistrict,0.7015218066505347,25.6562282,89.41125679999999
Pirganj Upazila Health Complex,10001603,Rangpur,Rangpur,Pirganj,subdistrict,0.7233000118346575,25.4178819,89.3109818
Pirganj Upazila Health Complex,10002231,Rangpur,Thakurgaon,Pirganj,subdistrict,0.7233000118346575,25.4178819,89.3109818
Pirojpur District Hospital,10002067,Barishal,Pirojpur,Pirojpur Sadar,district,0.9433770909880452,22.5789637,89.97664499999999
Porsha Upazila Health Complex,10001405,Rajshahi,Naogaon,Porsha,subdistrict,0.8479331438571187,25.0227385,88.4554124
Purbadhala Upazila Health Complex,10000500,Mymensingh,Netrakona,Purbadhala,subdistrict,0.822996072938684,24.9476991,90.6013237
Puthia Upazila Health Complex,10001551,Rajshahi,Rajshahi,Puthia,subdistrict,1.0596712075196046,24.3715361,88.83679
Raiganj Upazila Health Complex,10001636,Rajshahi,Sirajganj,Royganj,subdistrict,0.7971158803008643,24.4997791,89.5308903
Raipur Upazila Health Complex,10001003,Chattogram,Lakshmipur,Roypur,subdistrict,0.8066946225660357,23.0311867,90.7662052
Raipura Upazila Health Complex,10000458,Dhaka,Narsingdi,Roypura,subdistrict,0.6123055971896952,24.0001157,90.8623005
Rajapur Upazila Health Complex,10002029,Barishal,Jhalokathi,Rajapur,subdistrict,0.924748188966062,22.5695257,90.1334115
Rajarhat Upazila Health Complex,10001327,Rangpur,Kurigram,Rajarhat,subdistrict,0.7992376970909462,25.8082105,89.54475099999999
Rajbari District Hospital,10000536,Dhaka,Rajbari,Rajbari Sadar,district,0.7811980910503398,23.7495843,89.6473056
Rajibpur Upazila Health Complex,10001330,Rangpur,Kurigram,Rajibpur,subdistrict,1.7162844283757746,25.4443694,89.7909808
Rajnagar Upazila Health Complex,10002119,Sylhet,Maulvibazar,Rajnagar,subdistrict,0.9714171063205501,24.5277064,91.85295149999999
Rajoir Upazila Health Complex,10000270,Dhaka,Madaripur,Rajoir,subdistrict,0.8765577365043656,23.2083584,90.0485525
Rajshahi Medical College Hospital,10001560,Rajshahi,Rajshahi,Rajpara,tertiary,1.3186594354876358,24.372019,88.5864259
Ramganj Upazila Health Complex,10001011,Chattogram,Lakshmipur,Ramganj,subdistrict,0.7727881267947279,23.0924019,90.8609381
Ramgarh Upazila Health Complex,10000991,Chattogram,Khagrachari,Ramgarh,subdistrict,0.8667845287496705,22.9878443,91.73918189999999
Ramgati Upazila Health Complex,10001019,Chattogram,Lakshmipur,Ramgati,subdistrict,0.9364035985622823,22.6483641,90.9258133
Rampal Upazila Health Complex,10001710,Khulna,Bagerhat,Rampal,subdistrict,1.3124083622152891,22.5877107,89.6497052
Ramu Upazila Health Complex,10000931,Chattogram,Cox's Bazar,Ramu,subdistrict,0.8002325095219295,21.4448546,92.1000821
Rangabali Upazila Health Complex,10013107,Barishal,Patuakhali,Rangabali,subdistrict,0.9220731694382097,21.9040401,90.4125181
Rangamati General Hospital,10001088,Chattogram,Rangamati,Rangamati Sadar,district,0.8931187072698081,22.6580983,92.1685304
Rangpur Medical College Hospital,10001618,Rangpur,Rangpur,Rangpur Sadar,tertiary,0.7644512467773513,25.7670127,89.2315632
Rangunia Upazila Health Complex,10000813,Chattogram,Chattogram,Rangunia,subdistrict,0.916022124171038,22.4226451,91.98652179999999
Raninagar Upazila Health Complex,10001412,Rajshahi,Naogaon,Raninagar,subdistrict,0.7261177139149421,24.7422435,88.9602373
Ranisankhail Upazila Health Complex,10001678,Rangpur,Thakurgaon,Ranisankail,subdistrict,0.7263343647813593,25.9010503,88.2541796
Raozan Upazila Health Complex,10000817,Chattogram,Chattogram,Raozan,subdistrict,0.8805906818611733,22.5172697,91.9298601
Rowangchari Upazila Health Complex,10000659,Chattogram,Bandarban,Rowangchari,subdistrict,0.9021315748324462,22.1784311,92.33769799999999
Rowmari Upazila Health Complex,10001333,Rangpur,Kurigram,Raumari,subdistrict,1.1769107438286361,25.5718988,89.8325047
Ruma Upazila Health Complex,10000660,Chattogram,Bandarban,Ruma,subdistrict,0.9047274014397568,22.0473551,92.40744049999999
Rupganj Upazila Health Complex,10000430,Dhaka,Narayanganj,Rupganj,subdistrict,0.5649344443872015,23.7993877,90.52711149999999
Rupsha Upazila Health Complex,10001826,Khulna,Khulna,Rupsa,subdistrict,1.3654826417934665,22.8223637,89.550115
Sadullapur Upazila Health Complex,10001279,Rangpur,Gaibandha,Sadullapur,subdistrict,0.8756749443924233,25.3892813,89.4684573
Saharasthi Upazila Health Complex,10000727,Chattogram,Chandpur,Shahrasti,subdistrict,0.8838816447883294,23.2285233,90.94952889999999
Saidpur Upazila Health Complex,10001470,Rangpur,Nilphamari,Saidpur,subdistrict,0.8357029614526191,25.7836638,88.89539420000001
Saltha Upazila Health Complex,10013106,Dhaka,Faridpur,Saltha,subdistrict,0.891005822519401,23.4328101,89.7825682
Sandwip Upazila Health Complex,10000829,Chattogram,Chattogram,Sandwip,subdistrict,1.6249939876195105,22.5438922,91.4705992
Santhia Upazila Health Complex,10001493,Rajshahi,Pabna,Santhia,subdistrict,0.6636925297101948,24.0535687,89.54820740000001
Sapahar Upazila Health Complex,10001415,Rajshahi,Naogaon,Sapahar,subdistrict,0.8601635154389194,25.1238569,88.58747919999999
Sarail Upazila Health Complex,10000694,Chattogram,Brahmanbaria,Sarail,subdistrict,0.9143763423392441,24.0713662,91.1182569
Sarankhola Upazila Health Complex,10001712,Khulna,Bagerhat,Sarankhola,subdistrict,1.1315629335519306,22.3128846,89.84993329999999
Sariakandi Upazila Health Complex,10001140,Rajshahi,Bogura,Sariakandi,subdistrict,0.8603659476480314,24.8936019,89.57363629999999
Sarishabari Upazila Health Complex,10000220,Mymensingh,Jamalpur,Sarishabari,subdistrict,0.9007349819950948,24.7552498,89.83585219999999
Sarsa Upazila Health Complex,10001768,Khulna,Jashore,Sharsha,subdistrict,0.8202584477992414,23.054194,88.989513
Satkania Upazila Health Complex,10000835,Chattogram,Chattogram,Satkania,subdistrict,1.2610022401141536,22.0852863,92.054419
Satkhira 250 bed Medical College Hospital,10024591,Khulna,Satkhira,Satkhira Sadar,district,0.8750167221534344,22.6901577,89.0469437
