rep,metric,category,inf_cat_total,pop_cat_total
488,inf,Moderate,9276723.582390575,74923363.92993164
488,inf,Mild,577760.202193038,9531738.17874907
489,inf,High,20197262.294677652,79287074.412109375
489,inf,Moderate,11154377.450052457,75212966.14160156
489,inf,Mild,765683.6706716696,8099030.066688523
49,inf,High,21458067.61811822,73389604.01513672
49,inf,Moderate,6343087.495437357,76066337.12335205
49,inf,Mild,344486.48411423806,13143129.48191069
490,inf,High,18433799.652952455,83315497.76855469
490,inf,Moderate,10598334.152814714,72788768.73754883
490,inf,Mild,825623.4877736198,6494804.114295945
491,inf,High,27746966.3482344,76580946.955078125
491,inf,Moderate,12598351.44192311,74890091.96740723
491,inf,Mild,672017.6210884327,11128031.697914109
492,inf,High,14332555.172200121,80783331.52441406
492,inf,Moderate,7399260.7413939955,74290009.6307373
492,inf,Mild,506456.0328004201,7525729.465248093
493,inf,High,14322283.46215209,77732249.39746094
493,inf,Moderate,7156630.256418743,76532870.12451172
493,inf,Mild,486581.4792659302,8333951.098426804
494,inf,High,15068301.267454995,81622741.81933594
494,inf,Moderate,7854325.415791259,72927259.66552734
494,inf,Mild,508091.40533483983,8049069.135536179
495,inf,High,23848338.542803004,73290631.880859375
495,inf,Moderate,9956378.882938933,78110376.93640137
495,inf,Mild,522777.75879915454,11198061.803138718
496,inf,High,10605909.414241407,78468551.49609375
496,inf,Moderate,4857811.304422348,75873161.36279297
496,inf,Mild,328296.3849482666,8257357.761512741
497,inf,High,14474411.889836097,75686043.45166016
497,inf,Moderate,6513974.037787288,76066872.73583984
497,inf,Mild,356428.5757055154,10846154.43289946
498,inf,High,17069274.80503206,84215834.646484375
498,inf,Moderate,9267497.628734916,72123979.22509766
498,inf,Mild,712056.9248490173,6259256.748817429
499,inf,High,14951481.560134895,77644789.97167969
499,inf,Moderate,5964254.04309143,74260326.34326172
499,inf,Mild,325529.2655569591,10693954.305458054
5,inf,High,22933414.313789807,79432538.43847656
5,inf,Moderate,11194567.96733764,73871511.642578125
5,inf,Mild,689264.8065440226,9295020.539344773
50,inf,High,22349258.035363246,78803885.77246094
50,inf,Moderate,10700542.200335333,75423341.443359375
50,inf,Mild,650416.5086817569,8371843.404579148
500,inf,High,18033311.436541334,84326694.40625
500,inf,Moderate,11941390.64637811,72189317.09472656
500,inf,Mild,857983.1804381387,6083059.119422898
501,inf,High,13802023.45237032,77390303.4399414
501,inf,Moderate,5551880.632577474,74518356.296875
501,inf,Mild,297960.3097472623,10690410.883583054
502,inf,High,18096229.86375608,78294961.818359375
502,inf,Moderate,9235730.625258332,76515704.15283203
502,inf,Mild,548006.6702559352,7788404.649208054
503,inf,High,21592920.886615098,75507734.2993164
503,inf,Moderate,8511399.545140387,76056882.73364258
503,inf,Mild,471234.2343313122,11034453.587440476
504,inf,High,16747503.43519417,79911362.431640625
504,inf,Moderate,10149618.401954552,74969797.8527832
504,inf,Mild,688324.5857687119,7717910.335975632
505,inf,High,16780968.233437713,78570154.095703125
505,inf,Moderate,8945852.426999232,76705738.53991699
505,inf,Mild,620936.7268743109,7323177.984779343
506,inf,High,16151731.647941135,74087902.05761719
506,inf,Moderate,7664615.868249028,79411066.25830078
506,inf,Mild,345450.9304776514,9100102.304481491
507,inf,High,20164967.326025777,77132597.548828125
507,inf,Moderate,8529410.259427125,75815530.0390625
507,inf,Mild,496340.6299475433,9650943.032508835
508,inf,High,17884143.97853062,77459405.580078125
508,inf,Moderate,8233077.457277561,75360679.58215332
508,inf,Mild,488092.16030345723,9778985.458168015
509,inf,High,17429942.043009527,74992595.33496094
509,inf,Moderate,8222783.276758532,77640854.0949707
509,inf,Mild,476772.2403979264,9965621.19046782
51,inf,High,22990224.935746297,82357855.263671875
51,inf,Moderate,12522932.093620412,73033556.23583984
51,inf,Mild,926464.2405391679,7207659.120887741
510,inf,High,19554364.554932203,77740529.58984375
510,inf,Moderate,8730058.928518483,74956643.27893066
510,inf,Mild,618165.5705519562,9901897.751625046
511,inf,High,10575261.540211393,73798090.57763672
511,inf,Moderate,3884602.4155499404,76820127.58544922
511,inf,Mild,240016.2869102581,11980852.457313523
512,inf,High,17339334.216504104,76321927.083984375
512,inf,Moderate,7698512.152807809,75949369.17541504
512,inf,Mild,427709.1291965818,10327774.361000046
513,inf,High,15493497.087230314,77226998.9086914
513,inf,Moderate,7607237.753140152,76010485.01623535
513,inf,Mild,474009.5562175525,9361586.695472702
514,inf,High,19099221.804480102,73371573.86035156
514,inf,Moderate,7540086.543086679,77851685.17822266
514,inf,Mild,416537.3716436372,11375811.581825241
515,inf,High,19473400.344851647,78578358.33105469
515,inf,Moderate,10739285.122156695,75417336.0279541
515,inf,Mild,740208.9480744317,8603376.261390671
516,inf,High,21424723.40966264,74625990.23339844
516,inf,Moderate,7549420.000309427,75042721.63647461
516,inf,Mild,415002.3943703189,12930358.750526413
517,inf,High,18633637.13134716,79386674.36230469
517,inf,Moderate,9729076.90562974,75320491.0032959
517,inf,Mild,549908.379008317,7891905.254798874
518,inf,High,12756982.159803173,72636360.72167969
518,inf,Moderate,4899748.4657588815,76930659.62261963
518,inf,Mild,292592.02970077493,13032050.276100144
519,inf,High,19646387.335429437,74671221.26220703
519,inf,Moderate,7413689.317783318,76469987.42749023
519,inf,Mild,394920.4755020556,11457861.930702195
52,inf,High,19092778.47839752,77955025.93261719
52,inf,Moderate,9548353.30397897,76158236.51477051
52,inf,Mild,570786.3735884783,8485808.173011765
520,inf,High,24609965.87954329,74521762.85253906
520,inf,Moderate,11063082.072576964,77099300.44567871
520,inf,Mild,647162.0560393282,10978007.322181687
521,inf,High,18665851.082471807,86584071.95996094
521,inf,Moderate,12513596.63898598,70150768.17285156
521,inf,Mild,849280.980166711,5864230.48758696
522,inf,High,19634886.482866596,76133378.8359375
522,inf,Moderate,9675329.713329935,75762992.0447998
522,inf,Mild,577529.5133785288,10702699.739662156
523,inf,High,16628206.777400153,76181075.22265625
523,inf,Moderate,8638369.538747307,78105124.03747559
523,inf,Mild,539130.108629587,8312871.360267624
524,inf,High,13692032.031807981,80687231.130859375
524,inf,Moderate,6789560.855826178,73698285.607421875
524,inf,Mild,497023.9056352444,8213553.88211821
525,inf,High,15522707.611423034,87833029.794921875
525,inf,Moderate,10531735.012003906,69334617.26855469
525,inf,Mild,775656.3445779608,5431423.556922898
526,inf,High,17592974.53605506,77393267.53125
526,inf,Moderate,9993520.589351274,75575946.431640625
526,inf,Mild,736466.5935614615,9629856.657508835
527,inf,High,16089968.873712908,77750741.001953125
527,inf,Moderate,8428139.760800203,75948093.82592773
527,inf,Mild,646022.1549117141,8900235.7925186
528,inf,High,11525372.243375095,70056662.76464844
528,inf,Moderate,3438094.9832305317,79320381.48529053
528,inf,Mild,162227.75862471337,13222026.370460495
529,inf,High,19672027.69214804,75780393.9975586
529,inf,Moderate,8341861.71276988,76550571.19128418
529,inf,Mild,439060.4987120932,10268105.431556687
53,inf,High,19305680.00614215,79015128.53027344
53,inf,Moderate,8622257.36266974,74613871.0065918
53,inf,Mild,514626.0052940665,8970071.083534226
530,inf,High,19230960.498020343,79263944.95410156
530,inf,Moderate,10628854.076436294,75085180.19897461
530,inf,Mild,624523.1062038635,8249945.467323288
531,inf,High,19826222.49955119,76523458.31542969
531,inf,Moderate,8706654.71982231,75671431.13146973
531,inf,Mild,593957.765437354,10404181.173500046
532,inf,High,15130366.02996591,74034596.7553711
532,inf,Moderate,6489213.984852697,78870531.59094238
532,inf,Mild,369206.73283433367,9693942.274085984
533,inf,High,20535847.4483856,79719778.46777344
533,inf,Moderate,10453958.541701421,75231912.73950195
533,inf,Mild,689003.1689785774,7647379.41312407
534,inf,High,16243887.6679183,77151714.25878906
534,inf,Moderate,7242272.534435748,75137281.67114258
534,inf,Mild,488273.61853949755,10310074.69046782
535,inf,High,18954055.546991017,76395878.53564453
535,inf,Moderate,7860573.068647725,75521132.900390625
535,inf,Mild,354762.5684091975,10682059.184364304
536,inf,High,11566092.510339446,76190038.63574219
536,inf,Moderate,3923510.0837049787,75472024.3491211
536,inf,Mild,232851.09917059148,10937007.635536179
537,inf,High,16968166.985796653,79302871.98535156
537,inf,Moderate,7742503.731827032,75183487.00878906
537,inf,Mild,525471.1547421538,8112711.626258835
538,inf,High,23757021.949469294,78464686.23339844
538,inf,Moderate,10159279.575289154,74772416.39233398
538,inf,Mild,501734.627015469,9361967.994667038
539,inf,High,18228180.04805108,82913888.11621094
539,inf,Moderate,10592125.149609664,72806882.14355469
539,inf,Mild,747567.3851719353,6878300.360633835
54,inf,High,22098873.342887234,82604603.43457031
54,inf,Moderate,13130163.583572656,72745658.63391113
54,inf,Mild,961150.8856643443,7248808.551918015
540,inf,High,17384272.999434695,80371602.24902344
540,inf,Moderate,7263751.701512628,73567032.52600098
540,inf,Mild,490393.12960434356,8660435.845375046
541,inf,High,15783207.624885296,76613311.00048828
541,inf,Moderate,5436149.795471371,74680635.54858398
541,inf,Mild,336540.08780942374,11305124.071327195
542,inf,High,20249278.552695554,76361925.212890625
542,inf,Moderate,13739049.897920957,78960143.95532227
542,inf,Mild,1049681.8317063167,7277001.45218657
543,inf,High,24399280.035758942,79149957.1796875
543,inf,Moderate,11589547.757242322,74602282.58422852
543,inf,Mild,689404.2779730745,8846830.856483445
544,inf,High,17741540.25151571,81985426.978515625
544,inf,Moderate,9226797.802521115,73388782.7253418
544,inf,Mild,668240.1774764155,7224860.916542038
545,inf,High,15201389.47239833,81077820.77734375
545,inf,Moderate,8740359.319699004,73989454.70776367
545,inf,Mild,660350.9977402231,7531795.135292038
546,inf,High,12234587.819359554,80817811.69628906
546,inf,Moderate,6936731.888725764,74844792.3449707
546,inf,Mild,525936.1341268776,6936466.579139695
547,inf,High,22037141.729480244,76497105.12597656
547,inf,Moderate,10230494.77159305,76917101.04528809
547,inf,Mild,650133.8722495382,9184864.449134812
548,inf,High,17792810.90131549,77641098.06347656
548,inf,Moderate,8558882.340259016,76152487.73852539
548,inf,Mild,537791.2191912241,8805484.818397507
549,inf,High,15413105.22729924,81768733.41699219
549,inf,Moderate,8968220.494464168,73965530.35473633
549,inf,Mild,613114.7727357633,6864806.848670945
55,inf,High,16427933.828426484,72099805.84423828
55,inf,Moderate,5209979.997573385,77875812.60205078
55,inf,Mild,211008.6312088424,12623452.174110398
550,inf,High,21117927.892024335,80582413.9375
550,inf,Moderate,11241561.454050688,72985987.095703125
550,inf,Mild,714004.9158013184,9030669.587196335
551,inf,High,20281271.824258246,77777323.31884766
551,inf,Moderate,7981853.439645364,73837207.22485352
551,inf,Mild,446597.0732403116,10984540.076698288
552,inf,High,20897626.23416406,83959149.12011719
552,inf,Moderate,12439168.56147584,71615321.79272461
552,inf,Mild,862413.0559074966,7024599.707557663
553,inf,High,15229826.051831882,70522977.7133789
553,inf,Moderate,3948317.8431597124,78300670.84350586
553,inf,Mild,195736.62756185798,13775422.063514695
554,inf,High,13129311.499148084,76223271.876953125
554,inf,Moderate,5139923.836711979,76225976.140625
554,inf,Mild,299410.5375528886,10149822.602821335
555,inf,High,25841422.220214967,82743495.115234375
555,inf,Moderate,14285139.956739264,72385899.82177734
555,inf,Mild,1057122.1950113242,7469675.683387741
556,inf,High,16857816.216381356,78286898.15625
556,inf,Moderate,6538109.448449104,75077879.36437988
556,inf,Mild,372128.3061705714,9234293.099769577
557,inf,High,15766729.057347322,78642621.7109375
557,inf,Moderate,8210099.962888047,75639038.52990723
557,inf,Mild,551737.0542023154,8317410.379554734
558,inf,High,10053746.158396868,74185619.80957031
558,inf,Moderate,3904598.206746152,76788610.98724365
558,inf,Mild,239864.4565142798,11624839.823585495
559,inf,High,24111698.012717787,77166280.123046875
559,inf,Moderate,11131354.94658747,75611603.75390625
559,inf,Mild,598006.076956789,9821186.743446335
56,inf,High,26960395.753173593,80495557.60546875
56,inf,Moderate,14179641.498625165,73964063.654296875
56,inf,Mild,899394.3169344965,8139449.360633835
560,inf,High,20828161.14520455,72922406.21191406
560,inf,Moderate,7894426.643726717,77890147.10668945
560,inf,Mild,445954.7714911645,11786517.301795945
561,inf,High,18931722.788325477,82687621.59277344
561,inf,Moderate,9057281.481929934,72005450.8774414
561,inf,Mild,612560.9412825226,7905998.150184616
562,inf,High,19475033.86277133,76523137.75683594
562,inf,Moderate,11006103.083885683,76485464.66040039
562,inf,Mild,681408.7398727912,9590468.203163132
563,inf,High,28210613.844408102,83498277.34667969
563,inf,Moderate,17087521.348101627,72402223.68652344
563,inf,Mild,1207199.1519954382,6698569.587196335
564,inf,High,11323906.202076633,76925263.955078125
564,inf,Moderate,5553197.825820988,76069163.42675781
564,inf,Mild,332165.61893546884,9604643.238563523
565,inf,High,21077048.03851105,77987496.5625
565,inf,Moderate,11721486.813415492,76111644.37475586
565,inf,Mild,792600.0866113071,8499929.6831436
566,inf,High,16328285.655077877,80460167.091796875
566,inf,Moderate,10226453.982319947,74590720.09106445
566,inf,Mild,752049.1580382045,7548183.437538132
567,inf,High,14776425.48820259,82019765.013671875
567,inf,Moderate,8424882.293707946,73495952.20092773
567,inf,Mild,606977.5971434456,7083353.405799851
568,inf,High,20256858.676402662,79080177.26660156
568,inf,Moderate,8351294.469459375,74342714.93920898
568,inf,Mild,467038.57579584356,9176178.414588913
569,inf,High,18506594.62956933,78130206.423828125
569,inf,Moderate,6908478.074086775,73657569.00793457
569,inf,Mild,460384.50984692137,10811295.188636765
57,inf,High,15364820.899462296,76241434.603515625
57,inf,Moderate,7151226.749561427,75577334.26123047
57,inf,Mild,524733.9086734819,10780301.755653366
570,inf,High,15596170.271305589,76041296.1977539
570,inf,Moderate,5529442.331533125,74796090.49584961
570,inf,Mild,307372.1344216362,11761683.926795945
571,inf,High,14703442.73867701,78367593.93310547
571,inf,Moderate,6075895.757704859,74682709.64697266
571,inf,Mild,383549.92487989616,9548767.040321335
572,inf,High,24274814.90674056,83766663.853515625
572,inf,Moderate,15490621.390263965,72260484.21972656
572,inf,Mild,1122130.8344817618,6571922.547157273
573,inf,High,19701810.397289533,86438017.787109375
573,inf,Moderate,12743280.993088678,70290236.5805664
573,inf,Mild,1021738.0952270598,5870816.252723679
574,inf,High,18983171.793329865,75899649.36572266
574,inf,Moderate,6926497.921726085,77454617.10675049
574,inf,Mild,348578.2236455568,9244804.147926316
575,inf,High,15629645.898183076,82771105.58496094
575,inf,Moderate,8264772.3417208865,71843547.45922852
575,inf,Mild,580238.4107284842,7984417.576210007
576,inf,High,24055698.688010912,79114844.63574219
576,inf,Moderate,11541992.971218793,73638159.11083984
576,inf,Mild,799027.403383633,9846066.873817429
577,inf,High,21000637.001982484,76319677.73730469
577,inf,Moderate,10671288.120301872,74777500.79248047
577,inf,Mild,585519.9525799773,11501892.090614304
578,inf,High,23696122.018719092,74588582.62988281
578,inf,Moderate,9591285.534019656,77493837.90246582
578,inf,Mild,546649.4033425138,10516650.088050827
579,inf,High,12742652.94418149,74630613.5522461
579,inf,Moderate,4657619.023602091,77204886.69873047
579,inf,Mild,283549.2079793074,10763570.369422898
58,inf,High,18144586.53206015,84017016.736328125
58,inf,Moderate,11487380.242305677,72236276.95043945
58,inf,Mild,826348.7049638041,6345776.933631882
580,inf,High,19012647.452731684,77752353.697265625
580,inf,Moderate,6901805.9462373275,74042757.37402344
580,inf,Mild,367950.1561724711,10803959.549110398
581,inf,High,22104851.17667025,80655252.82324219
581,inf,Moderate,9895722.422511183,73530119.22253418
581,inf,Mild,607565.8909748159,8413698.574623093
582,inf,High,21030559.938988116,82469037.23144531
582,inf,Moderate,12333520.03530596,72825571.17236328
582,inf,Mild,868295.7830144912,7304462.216590866
583,inf,High,21505531.050778337,80013065.70996094
583,inf,Moderate,12006311.048056286,74923946.10668945
583,inf,Mild,729185.4795197507,7662058.80374907
584,inf,High,17761479.431213584,85321390.359375
584,inf,Moderate,10855768.258342352,71024255.240234375
584,inf,Mild,866401.5943177358,6253425.020790085
585,inf,High,22904065.870974865,75694961.994140625
585,inf,Moderate,8172499.153396102,74556532.76086426
585,inf,Mild,452619.35747925827,12347575.865394577
586,inf,High,21312166.39270214,85533778.626953125
586,inf,Moderate,12341447.419459024,70822036.80810547
586,inf,Mild,896598.1444245834,6243255.185340866
587,inf,High,21189472.857400995,78993352.89746094
587,inf,Moderate,11248023.793737743,75460621.85766602
587,inf,Mild,684269.0471186864,8145095.865272507
588,inf,High,16142783.543669768,82366223.5
588,inf,Moderate,9306758.012245717,72920129.25415039
588,inf,Mild,656445.5280431028,7312717.86624907
589,inf,High,11420607.695939476,70891819.45605469
589,inf,Moderate,3665675.985232388,79252132.22625732
589,inf,Mild,203535.15055609116,12455118.938087448
59,inf,High,21559858.533418957,77856935.65625
59,inf,Moderate,9638389.189974355,75014031.40368652
59,inf,Mild,639192.2340411168,9728103.560462937
590,inf,High,25237651.126890335,74344276.21777344
590,inf,Moderate,11391437.129037254,78229267.46472168
590,inf,Mild,590793.6499965756,10025526.937904343
591,inf,High,13981564.83984061,66416118.662597656
591,inf,Moderate,2480217.3332575667,78005165.36279297
591,inf,Mild,72224.84351656614,18177786.595008835
592,inf,High,17538673.266930085,78056565.85253906
592,inf,Moderate,8425883.503364546,74864958.47436523
592,inf,Mild,607778.1536256538,9677546.293495163
593,inf,High,17689498.28408529,68475142.32470703
593,inf,Moderate,6527221.910186193,81429991.4897461
593,inf,Mild,326475.84405979584,12693936.805946335
594,inf,High,15381436.15410675,74909826.41748047
594,inf,Moderate,6372567.756056761,75749535.56738281
594,inf,Mild,436153.9243930359,11939708.635536179
595,inf,High,23458189.77658354,75552059.41113281
595,inf,Moderate,11876110.016761258,76217033.72131348
595,inf,Mild,719975.5863167143,10829977.487953171
596,inf,High,15845661.8086801,80199737.240234375
596,inf,Moderate,8820989.167665757,74623037.49902344
596,inf,Mild,636717.0029530679,7776295.881141648
597,inf,High,17306537.51291359,83391245.48730469
597,inf,Moderate,9354130.910901802,72500361.6652832
597,inf,Mild,629358.9071819703,6707463.46781157
598,inf,High,12179163.033431895,78487539.568359375
598,inf,Moderate,5862735.149667706,76427270.40551758
598,inf,Mild,363766.6724770989,7684260.646522507
599,inf,High,15737623.64699605,79555383.794921875
599,inf,Moderate,7206101.67414825,73927332.29370117
599,inf,Mild,423145.9511202491,9116354.531776413
6,inf,High,20816425.09361607,76543412.078125
6,inf,Moderate,9230657.061977243,76236909.69470215
6,inf,Mild,544641.970698448,9818748.847572312
60,inf,High,23924649.92034387,82237767.794921875
60,inf,Moderate,13479832.658397295,73155958.69750977
60,inf,Mild,865016.4453551781,7205344.12796782
600,inf,High,17102220.691761654,76504499.01953125
600,inf,Moderate,6711316.421408612,75961282.51879883
600,inf,Mild,284734.3440785214,10133289.082069382
601,inf,High,15511533.789972587,81663414.521484375
601,inf,Moderate,8213486.070315828,73538204.75073242
601,inf,Mild,535423.3785665781,7397451.348182663
602,inf,High,23567309.953591585,78813539.611328125
602,inf,Moderate,10722488.79843462,73690893.32751465
602,inf,Mild,783913.3268241276,10094637.681556687
603,inf,High,18564513.768113364,78502046.826171875
603,inf,Moderate,9077708.990113854,75312951.38659668
603,inf,Mild,578100.3258627371,8784072.407630906
604,inf,High,17711172.770441446,76215593.232421875
604,inf,Moderate,9213579.64758373,75218320.39489746
604,inf,Mild,589030.9835467234,11165156.993080124
605,inf,High,17749461.161002282,81965592.12011719
605,inf,Moderate,9268958.363157356,72819964.98339844
605,inf,Mild,639057.0652944015,7813513.516883835
606,inf,High,20394797.152486812,75179297.60253906
606,inf,Moderate,7557424.748635368,75918151.78900146
606,inf,Mild,396471.39090752974,11501621.228858933
607,inf,High,17227874.351502027,79328361.61083984
607,inf,Moderate,8085458.943450352,73557511.01513672
607,inf,Mild,560737.5027822304,9713197.994422898
608,inf,High,22175687.349702887,75629467.66894531
608,inf,Moderate,8931075.849032536,76075336.19616699
608,inf,Mild,499607.87156068796,10894266.755287156
609,inf,High,20250998.062608816,73107599.96972656
609,inf,Moderate,8927487.387307093,78358437.25671387
609,inf,Mild,554606.8459587594,11133033.39395903
61,inf,High,15592047.93671289,81248458.654296875
61,inf,Moderate,9557596.958795635,73089306.5415039
61,inf,Mild,867952.0441351581,8261305.424598679
610,inf,High,15656555.143869141,69352625.95019531
610,inf,Moderate,4955245.348407873,77811507.77276611
610,inf,Mild,258787.90026551258,15434936.897438034
611,inf,High,19792414.534142688,79598115.060546875
611,inf,Moderate,10102683.74131876,74655500.90759277
611,inf,Mild,639094.0503162536,8345454.652259812
612,inf,High,16885761.3559469,76841353.599609375
612,inf,Moderate,6584114.079574622,76780117.7758789
612,inf,Mild,340432.3009069896,8977599.244911179
613,inf,High,15810494.165260548,83072644.03613281
613,inf,Moderate,9476896.650258739,72328311.46118164
613,inf,Mild,678670.478694816,7198115.123085007
614,inf,High,16507184.967967754,78909381.86621094
614,inf,Moderate,8024404.080192396,76151085.69506836
614,inf,Mild,527445.4423461338,7538603.059120163
615,inf,High,17883817.25906538,75587222.53271484
615,inf,Moderate,7020742.095540363,74854822.44396973
615,inf,Mild,438821.92739954934,12157025.64371489
616,inf,High,19856385.227353413,76475008.53417969
616,inf,Moderate,8370080.194839153,76094443.43566895
616,inf,Mild,564812.2706167072,10029618.650550827
617,inf,High,21403122.12060472,78649747.2265625
617,inf,Moderate,11278991.334521068,75717794.69311523
617,inf,Mild,702532.1114362425,8231528.700721726
618,inf,High,14341405.857927274,78808395.935546875
618,inf,Moderate,7691145.568302142,76175714.60449219
618,inf,Mild,494561.77970261354,7614960.080360398
619,inf,High,16660388.41032096,81049943.14355469
619,inf,Moderate,10326090.062198719,74611799.95019531
619,inf,Mild,774725.4319133243,6937327.52664946
62,inf,High,23992070.460158095,76754200.33203125
62,inf,Moderate,15808515.70290081,77171029.16796875
62,inf,Mild,1346408.684159474,8673841.12039946
620,inf,High,23718064.630629674,80743624.0390625
620,inf,Moderate,12483369.42309606,73374042.60839844
620,inf,Mild,892849.9039040637,8481403.972938523
621,inf,High,21073572.19431047,84912311.587890625
621,inf,Moderate,12185732.288014648,70306347.20483398
621,inf,Mild,893460.3738082909,7380411.827674851
622,inf,High,18361306.91692031,80248115.37890625
622,inf,Moderate,9844374.798067903,74038406.09082031
622,inf,Mild,670253.9937673534,8312549.150672898
623,inf,High,18807413.138540532,77600074.17089844
623,inf,Moderate,8935191.970463479,75508247.6484375
623,inf,Mild,484788.78620369843,9490748.801063523
624,inf,High,17303804.215746917,73560255.46875
624,inf,Moderate,8184459.180077729,78568285.9654541
624,inf,Mild,542309.9006870365,10470529.186195359
625,inf,High,17119141.08408561,80914233.24707031
625,inf,Moderate,9884677.826935174,74831401.31542969
625,inf,Mild,659960.0152711553,6853436.05789946
626,inf,High,20254567.203810032,80879344.43066406
626,inf,Moderate,11693496.920490328,74170363.55126953
626,inf,Mild,949850.2344471143,7549362.638465866
627,inf,High,13120023.261654586,78651585.0913086
627,inf,Moderate,5063026.987434264,73443232.77441406
627,inf,Mild,342748.8388997685,10504252.754676804
628,inf,High,16134068.566126477,81496908.466796875
628,inf,Moderate,8779382.644222789,73977228.29992676
628,inf,Mild,607254.9337909487,7124933.853675827
629,inf,High,23252614.130595893,87094373.119140625
629,inf,Moderate,15447344.852656318,70004819.70996094
629,inf,Mild,1123368.9564221115,5499877.791297898
63,inf,High,14326738.173402388,73336382.9790039
63,inf,Moderate,5113009.655161186,77513954.54553223
63,inf,Mild,257563.1803591614,11748733.095863327
630,inf,High,14529140.012806565,82197139.884765625
630,inf,Moderate,7811712.762518208,73202994.17285156
630,inf,Mild,572233.0903046782,7198936.562782273
631,inf,High,13145429.093284667,72129363.396484375
631,inf,Moderate,4340462.482895842,78145880.85803223
631,inf,Mild,227572.61033609344,12323826.365882859
632,inf,High,11715495.064449402,78671534.35986328
632,inf,Moderate,5786752.126411689,74656146.76733398
632,inf,Mild,423942.01007368095,9271389.493202195
633,inf,High,14487847.92403468,82358207.31347656
633,inf,Moderate,7640221.396406762,73059668.08154297
633,inf,Mild,541660.9384950578,7181195.225379929
634,inf,High,9698391.520206425,71851424.1772461
634,inf,Moderate,3413985.009104444,76610213.4161377
634,inf,Mild,201455.28662087827,14137433.027015671
635,inf,High,15475356.22147531,80713716.380859375
635,inf,Moderate,8303623.431545585,74840049.40771484
635,inf,Mild,541204.1147860641,7045304.831825241
636,inf,High,20834749.39984183,74836728.619140625
636,inf,Moderate,9369175.544753583,76854793.29626465
636,inf,Mild,509231.0298419703,10907548.704994187
637,inf,High,11072898.852003675,77259666.67529297
637,inf,Moderate,4036612.4543952118,73629431.2421875
637,inf,Mild,267301.96223948954,11709972.702918991
638,inf,High,23239810.057341374,78450818.0961914
638,inf,Moderate,9543052.844609141,75262596.82873535
638,inf,Mild,563488.9491008281,8885655.695472702
639,inf,High,15141666.900020095,79684183.00292969
639,inf,Moderate,9244992.50271286,76001516.591796875
639,inf,Mild,690771.9103652227,6913371.025672898
64,inf,High,16023035.770607874,78926961.95605469
64,inf,Moderate,7024060.445536679,75139662.22607422
64,inf,Mild,438730.12921515346,8532446.438270554
640,inf,High,13270500.693403443,77680019.458984375
640,inf,Moderate,6965980.019486739,76689800.62585449
640,inf,Mild,443665.8791369647,8229250.535560593
641,inf,High,18120466.024039116,77595068.474609375
641,inf,Moderate,8764492.160319122,74034588.03894043
641,inf,Mild,662452.4289843116,10969414.106849656
642,inf,High,16920852.67960045,77058297.166015625
642,inf,Moderate,6865627.279185764,75546954.3458252
642,inf,Mild,438574.17161105573,9993819.10855864
643,inf,High,17570847.38588107,79728807.69628906
643,inf,Moderate,9966915.817162741,74649468.29833984
643,inf,Mild,660065.4770405226,8220794.625770554
644,inf,High,19661096.09507306,81093981.673828125
644,inf,Moderate,11378574.954021974,74756657.77685547
644,inf,Mild,756714.8964273966,6748431.169715866
645,inf,High,20813919.507051434,87126407.267578125
645,inf,Moderate,13683924.851413393,69823675.88720703
645,inf,Mild,994601.2220545614,5648987.465614304
646,inf,High,17708890.75681068,78745929.58984375
646,inf,Moderate,7255411.80834017,73865457.25561523
646,inf,Mild,439328.5811148388,9987683.774940476
647,inf,High,33633179.5172765,78964015.56933594
647,inf,Moderate,17308928.641287427,73175937.8269043
647,inf,Mild,1250725.4877516031,10459117.224159226
648,inf,High,14776208.289673198,69219095.65722656
648,inf,Moderate,5121482.2128952155,79426487.11578369
648,inf,Mild,239386.43765754293,13953487.847389206
649,inf,High,17758115.062961794,74485628.517578125
649,inf,Moderate,7536130.952487913,77643743.37512207
649,inf,Mild,499248.54750013223,10469698.727699265
65,inf,High,23521912.555976924,78350585.05859375
65,inf,Moderate,11100202.162542922,74772414.92871094
65,inf,Mild,580390.1520426058,9476070.633094773
650,inf,High,16709886.508923903,78608638.13964844
650,inf,Moderate,8309058.938308301,75724322.78649902
650,inf,Mild,550172.3936999574,8266109.694251999
651,inf,High,17830850.377361976,84408342.783203125
651,inf,Moderate,11174072.790095482,72072040.99169922
651,inf,Mild,846852.0724906261,6118686.845497116
652,inf,High,16282384.002307596,73441322.19677734
652,inf,Moderate,6871783.7634970425,78266229.5522461
652,inf,Mild,450733.97642611817,10891518.871376023
653,inf,High,15443311.414590068,79625544.07324219
653,inf,Moderate,7732328.16490014,75535436.36547852
653,inf,Mild,489959.7562030658,7438090.181678757
654,inf,High,19870744.83362466,80667065.71875
654,inf,Moderate,10005671.642133651,74051103.04736328
654,inf,Mild,667224.6990529277,7880901.854286179
655,inf,High,13476915.3200675,76074760.35449219
655,inf,Moderate,6531030.106153871,77936414.21911621
655,inf,Mild,458339.14253287454,8587896.046791062
656,inf,High,16004974.634594316,73315842.61376953
656,inf,Moderate,5891531.521351921,76548576.4934082
656,inf,Mild,363539.06459967204,12734651.513221726
657,inf,High,11363458.35741125,76856524.94824219
657,inf,Moderate,5389288.20195475,76571038.72265625
657,inf,Mild,363320.3201359006,9171506.949501023
