rep,metric,category,inf_cat_total,pop_cat_total
711,rr,High,12919267.074591521,36521150.50367837
711,rr,Moderate,10742510.79162701,75463379.97320503
711,rr,Mild,2180139.777722565,50614540.14351606
712,rr,High,15071430.277757745,38047630.26272786
712,rr,Moderate,13590968.747892665,74339777.29001963
712,rr,Mild,3759487.1997965025,50211663.06765197
713,rr,High,16682609.102694204,35236550.44097525
713,rr,Moderate,12252623.241078956,77220669.46565233
713,rr,Mild,1535485.5611125168,50141850.71377188
714,rr,High,15306427.351789821,41749356.13568364
714,rr,Moderate,12556680.86694428,76835322.82278395
714,rr,Mild,2725603.540015135,44014391.66193187
715,rr,High,13178503.493479377,38150913.64197242
715,rr,Moderate,7879431.72626071,73256304.06014788
715,rr,Mild,1125316.3118686778,51191852.918279156
716,rr,High,12620165.177451337,36433406.83842665
716,rr,Moderate,9836305.259610863,79629960.59932029
716,rr,Mild,1616650.8945950582,46535703.18265252
717,rr,High,13097343.261092082,39523663.38222706
717,rr,Moderate,10497756.389315201,76118349.43791299
717,rr,Mild,2097435.346900369,46957057.80025941
718,rr,High,15449319.853240812,36602837.24691032
718,rr,Moderate,10033636.610676594,79219213.28907692
718,rr,Mild,1301772.8380127184,46777020.08441222
719,rr,High,11764928.114719186,36732937.49094075
719,rr,Moderate,12688242.112271711,77684594.08573435
719,rr,Mild,3924438.5426841704,48181539.04372436
72,rr,High,12304194.03839926,37776281.76541817
72,rr,Moderate,4589240.978740936,82222891.84789574
72,rr,Mild,289752.17636304337,42599897.00708555
720,rr,High,15877819.52489139,36703822.02490288
720,rr,Moderate,14035017.556566592,86559735.6584286
720,rr,Mild,1608686.5795423107,39335512.937067986
721,rr,High,15907945.072422815,34936333.428702176
721,rr,Moderate,18670594.664759047,77000612.19554728
721,rr,Mild,5536857.41812431,50662124.99615
722,rr,High,12904436.553795002,32964149.807462335
722,rr,Moderate,14995312.605309775,78582885.99641345
722,rr,Mild,3934785.1867505144,51052034.81652367
723,rr,High,13880029.680849224,39120658.64997673
723,rr,Moderate,12187672.072835991,84884725.06366341
723,rr,Mild,1936925.485933359,38593686.90675932
724,rr,High,14085149.896694703,39974548.36029488
724,rr,Moderate,11355141.416682871,73454358.19241671
724,rr,Mild,2614300.6476386217,49170164.06768787
725,rr,High,14130120.601273637,38231991.112290144
725,rr,Moderate,12243715.212313402,81827136.78208685
725,rr,Mild,2418763.4279084485,42539942.72602247
726,rr,High,17101004.16029231,35009600.75281881
726,rr,Moderate,19548473.18435911,84780469.70410407
726,rr,Mild,3627067.0070097083,42809000.16347659
727,rr,High,19555412.46208401,37427735.013598025
727,rr,Moderate,15082711.398867413,79124094.84636883
727,rr,Mild,1689774.3857426087,46047240.7604326
728,rr,High,15875674.637000753,38886191.40009886
728,rr,Moderate,12010747.77600326,79334277.28206883
728,rr,Mild,1760469.7539543977,44378601.938231766
729,rr,High,10837121.178353366,38709588.627890944
729,rr,Moderate,10420786.567496767,72444168.39012419
729,rr,Mild,3393960.4574046265,51445313.60238433
73,rr,High,12705315.93431793,35028253.906884015
73,rr,Moderate,15548310.78110208,82526312.95861137
73,rr,Mild,4116882.9347615573,45044503.75490408
730,rr,High,7894834.195037153,39532118.40838987
730,rr,Moderate,4660923.797783623,82454168.72749643
730,rr,Mild,517988.8594376023,40612783.48451316
731,rr,High,11572499.375122875,41980224.462178096
731,rr,Moderate,9058589.847072326,78382795.80026585
731,rr,Mild,1733396.966897762,42236050.357955515
732,rr,High,15785870.179172305,35288844.58389932
732,rr,Moderate,12984443.085243188,82625361.48988192
732,rr,Mild,2238266.7816584436,44684864.54661822
733,rr,High,12599798.47473453,38974887.12217711
733,rr,Moderate,7402841.238060805,85750109.97970235
733,rr,Mild,683458.0160502329,37874073.51852
734,rr,High,12267575.357663576,32233103.690615952
734,rr,Moderate,14123013.248598265,90260541.67705697
734,rr,Mild,2130929.176361613,40105425.25272654
735,rr,High,14424312.920725938,32727798.45969659
735,rr,Moderate,14377478.190714648,80665019.51130663
735,rr,Mild,2163494.980171551,49206252.64939624
736,rr,High,16367367.933782233,42640430.87803988
736,rr,Moderate,13443757.669285927,79075805.20499367
736,rr,Mild,2442164.8145541176,40882834.53736591
737,rr,High,13894233.998416338,48232203.792571366
737,rr,Moderate,8498917.583682632,74986147.34345286
737,rr,Mild,1891441.2047370062,39380719.48437524
738,rr,High,11007608.705252731,33235492.495982707
738,rr,Moderate,16153458.908787156,76944548.91116697
738,rr,Mild,6497798.734241011,52419029.21324979
739,rr,High,14029968.497125791,39079218.06911135
739,rr,Moderate,14032232.497296404,83680627.06320906
739,rr,Mild,2755081.4646585057,39839225.488079056
74,rr,High,12277071.729896571,39190611.28827089
74,rr,Moderate,13554057.213891568,82785439.50482206
74,rr,Mild,3167049.0264487932,40623019.82730651
740,rr,High,14298196.225394307,35419979.87790489
740,rr,Moderate,14373841.942255834,82113121.63426696
740,rr,Mild,2861449.6877494473,45065969.10822761
741,rr,High,11485166.482782055,36646591.548175335
741,rr,Moderate,13153852.72785276,83309380.76872295
741,rr,Mild,3171364.871593718,42643098.303501174
742,rr,High,14628023.872810552,32924969.565750957
742,rr,Moderate,19365713.95782389,83721666.03369343
742,rr,Mild,4440893.413081275,45952435.02095507
743,rr,High,12918148.795686195,34488457.467113614
743,rr,Moderate,16233413.643073387,78844375.58710557
743,rr,Mild,4446400.278316874,49266237.566180274
744,rr,High,15379423.667281535,38403061.66080433
744,rr,Moderate,15253027.169450706,76463614.04331654
744,rr,Mild,3883920.6597213256,47732394.916278586
745,rr,High,14130765.045372155,35285456.13022947
745,rr,Moderate,18066144.638322767,85473098.77818906
745,rr,Mild,4151763.1309498376,41840515.711980924
746,rr,High,10601642.04480413,35647176.52518666
746,rr,Moderate,11646254.240784347,76396309.95560823
746,rr,Mild,3338952.838516983,50555584.13960457
747,rr,High,12993877.176959585,39939166.713392794
747,rr,Moderate,9020125.501915365,82943319.3833851
747,rr,Mild,1393758.2212983435,39716584.52362156
748,rr,High,11173806.845783899,33614184.89900452
748,rr,Moderate,9177574.857318308,74545795.61624031
748,rr,Mild,2100672.8817600193,54439090.10515463
749,rr,High,14418814.59237006,40008865.77516906
749,rr,Moderate,10473170.140980642,86928725.71007186
749,rr,Mild,1096070.002427873,35661479.13515854
75,rr,High,13498992.781700574,33927341.27537446
75,rr,Moderate,12502919.039916823,76871785.77051032
75,rr,Mild,2629142.0303056957,51799943.57451469
750,rr,High,17595636.70491654,37628849.04457711
750,rr,Moderate,16235654.474482194,82040820.10427803
750,rr,Mild,2884192.9356599073,42929401.471544325
751,rr,High,16938143.971998896,40560239.77277684
751,rr,Moderate,15966085.859669711,76418241.8790655
751,rr,Mild,3873602.198186843,45620588.96855712
752,rr,High,15664061.20172727,39680682.70808202
752,rr,Moderate,13785004.533061717,78642625.20668755
752,rr,Mild,2668953.816564653,44275762.705629885
753,rr,High,12275803.712127874,37317013.52026707
753,rr,Moderate,7205698.5738366395,79090028.91181171
753,rr,Mild,776842.4639328005,46192028.18832068
754,rr,High,12178586.65370073,41766943.03066361
754,rr,Moderate,15282278.157510811,77706000.30061781
754,rr,Mild,5443863.528798517,43126127.28911804
755,rr,High,13101853.503985474,40516840.86055039
755,rr,Moderate,10993144.67318713,76769093.06112164
755,rr,Mild,2506224.9723066585,45313136.69872743
756,rr,High,10122253.790565368,36191837.3568096
756,rr,Moderate,10250137.041068489,81273252.92112058
756,rr,Mild,2179564.0766491788,45133980.342469275
757,rr,High,16409828.10091526,39960220.65986544
757,rr,Moderate,8528125.649054766,77371712.33513914
757,rr,Mild,905945.2574941203,45267137.62539488
758,rr,High,8960390.570654655,36700317.00088799
758,rr,Moderate,7123842.111869345,82466519.1005175
758,rr,Mild,1019697.4719533348,43432234.518993974
759,rr,High,15236752.956278766,35711510.29253678
759,rr,Moderate,13670349.883920355,77322877.22834712
759,rr,Mild,3433929.4908226556,49564683.09951556
76,rr,High,13608314.212169912,40076069.61109573
76,rr,Moderate,12590449.626885165,75632122.26001227
76,rr,Mild,3496926.4370992407,46890878.749291465
760,rr,High,14207862.28422392,36296276.016021475
760,rr,Moderate,15692402.593524272,85670040.83799648
760,rr,Mild,2975635.6403860496,40632753.7663815
761,rr,High,12832558.292262552,36265950.18635166
761,rr,Moderate,13047666.730641283,86145885.21455795
761,rr,Mild,1966438.1739986353,40187235.21948986
762,rr,High,13764913.247598145,36852736.49754381
762,rr,Moderate,17062186.146027923,76281417.15698259
762,rr,Mild,6159173.654003254,49464916.96587306
763,rr,High,14340045.448213762,35056466.95056383
763,rr,Moderate,12715325.484949386,79768321.24260241
763,rr,Mild,2472850.6230117492,47774282.42723322
764,rr,High,13563285.561676962,37633131.23840886
764,rr,Moderate,11044543.922308117,78279764.46903072
764,rr,Mild,2319118.335211472,46686174.91295987
765,rr,High,13549969.773237754,39487965.95339942
765,rr,Moderate,11671826.742183771,82909505.51560086
765,rr,Mild,2312236.483972944,40201599.15139918
766,rr,High,13216867.944587639,38702877.33902681
766,rr,Moderate,12876322.238332402,72756753.38735662
766,rr,Mild,4155706.822563695,51139439.89401603
767,rr,High,14123905.857737778,30223260.872357607
767,rr,Moderate,12031088.251955424,76285903.1780564
767,rr,Mild,1749072.7172845884,56089906.56998545
768,rr,High,12404192.069321888,40203114.051654324
768,rr,Moderate,9474071.747227868,73591439.11319989
768,rr,Mild,2098091.8695846647,48804517.45554525
769,rr,High,13084483.9772678,41439881.83842242
769,rr,Moderate,13554552.380265225,79306670.99496971
769,rr,Mild,3874600.250056903,41852517.78700733
77,rr,High,11277050.522856053,37092361.871938944
77,rr,Moderate,9786631.843204103,83538079.34238677
77,rr,Mild,1696493.5303110327,41968629.40607375
770,rr,High,14866418.048504721,33690103.06022596
770,rr,Moderate,16039801.943828803,83799570.47084928
770,rr,Mild,2921139.411404547,45109397.08932422
771,rr,High,16246784.637332581,33803951.5280776
771,rr,Moderate,17949644.788337935,76646010.38938497
771,rr,Mild,4347784.717442241,52149108.70293689
772,rr,High,16499838.690305272,37367721.70636588
772,rr,Moderate,15084957.559997803,83860654.3057993
772,rr,Mild,2033117.4937212912,41370694.60823427
773,rr,High,15276990.02676496,39523395.6852663
773,rr,Moderate,9971636.396584257,75424614.54059643
773,rr,Mild,1817732.2014738137,47651060.39453673
774,rr,High,14579812.400138631,38854011.093158364
774,rr,Moderate,14009837.865987364,75738481.33123696
774,rr,Mild,3212876.99424784,48006578.19600414
775,rr,High,11649127.689783663,35840820.586643994
775,rr,Moderate,11451286.923993064,77635961.38328616
775,rr,Mild,3081896.0196237946,49122288.6504693
776,rr,High,11293458.970236892,36917504.43713313
776,rr,Moderate,13789720.0702776,74602442.89136969
776,rr,Mild,5149366.056370475,51079123.29189664
777,rr,High,15067911.939797172,42962696.79818988
777,rr,Moderate,13661379.692744127,83348512.86307645
777,rr,Mild,2460852.855926943,36287860.95913313
778,rr,High,12473834.483342905,39253384.95570612
778,rr,Moderate,10697618.983956829,82764286.65044612
778,rr,Mild,1695367.0581190316,40581399.014247224
779,rr,High,14693214.932545716,37545618.37869549
779,rr,Moderate,16931111.084571175,83289430.91794436
779,rr,Mild,3937469.7936412687,41764021.323759615
78,rr,High,16315392.398581399,42187348.21522045
78,rr,Moderate,10757561.071816133,77634501.14780945
78,rr,Mild,1600172.7723330255,42777221.25736956
780,rr,High,10510473.387619946,39790601.85838513
780,rr,Moderate,8961286.967193054,78705933.96645772
780,rr,Mild,2153484.3669301122,44102534.795556605
781,rr,High,13675306.592955163,40118392.323545516
781,rr,Moderate,6451647.369293352,81898090.70084894
781,rr,Mild,621858.8856380506,40582587.59600501
782,rr,High,15131687.758578893,39624165.126779124
782,rr,Moderate,13833446.926726393,74140694.03360492
782,rr,Mild,3592205.285409547,48834211.460015416
783,rr,High,11961339.657884883,32481241.480039477
783,rr,Moderate,13291051.635898305,82497819.57342678
783,rr,Mild,3188079.340288742,47620009.5669332
784,rr,High,11648095.729923623,37076688.35473806
784,rr,Moderate,11712488.321161719,85924376.61961906
784,rr,Mild,1992601.8084067358,39598005.64604235
785,rr,High,12146207.694660196,32441468.476369917
785,rr,Moderate,12548126.20699025,78411568.08292758
785,rr,Mild,3035579.2770966315,51746034.06110196
786,rr,High,13490754.218846655,34674949.861341536
786,rr,Moderate,17494486.244868547,84854089.58575909
786,rr,Mild,4198062.306254261,43070031.173298836
787,rr,High,15852110.1103042,41258401.767498255
787,rr,Moderate,11271526.575603181,78534581.77423333
787,rr,Mild,1969571.286801113,42806087.07866788
788,rr,High,11517001.948273273,39108944.67144477
788,rr,Moderate,15152727.623689745,86647409.38298279
788,rr,Mild,3425419.586681199,36842716.565971896
789,rr,High,10930184.255137525,31288884.220427454
789,rr,Moderate,12046266.456505638,82047521.99189095
789,rr,Mild,2936507.975838901,49262664.408081055
79,rr,High,9480751.980702626,35960317.03314757
79,rr,Moderate,9209322.972887205,80852180.38658552
79,rr,Mild,2327587.5663681645,45786573.20066637
790,rr,High,15611415.660149919,40748437.413505375
790,rr,Moderate,13051166.458457163,73280265.55904113
790,rr,Mild,3333365.84135561,48570367.64785296
791,rr,High,13707196.595629245,37952133.220835865
791,rr,Moderate,12131765.249104576,73901151.72166614
791,rr,Mild,3437700.771508234,50745785.67789745
792,rr,High,12976066.178196529,38464290.11190343
792,rr,Moderate,11042608.251947487,80088453.60020564
792,rr,Mild,2173274.864857675,44046326.908290386
793,rr,High,12995179.769861296,35914155.01750326
793,rr,Moderate,12985315.293029243,78491688.22751355
793,rr,Mild,2726205.2190033286,48193227.37538265
794,rr,High,12696618.274076369,38978409.932616234
794,rr,Moderate,10753021.4040104,77156092.47143142
794,rr,Mild,2017854.6101017252,46464568.21635181
795,rr,High,10570001.071441175,39750633.62550211
795,rr,Moderate,6421522.830891022,77261765.8568639
795,rr,Mild,1058378.3358096704,45586671.13803345
796,rr,High,11377716.278563224,37792545.63079004
796,rr,Moderate,11233175.521331804,85015370.40196913
796,rr,Mild,2102893.4098961456,39791154.587640285
797,rr,High,11477735.636935104,34965122.88110787
797,rr,Moderate,12112512.602150625,75068047.8121628
797,rr,Mild,3766411.208247842,52565899.92712879
798,rr,High,12407085.843398461,34757101.36737108
798,rr,Moderate,9836403.30289822,76664038.14309387
798,rr,Mild,1620241.3710914894,51177931.10993451
799,rr,High,12524494.764152994,36726714.213739395
799,rr,Moderate,7998170.452397924,76990071.93808971
799,rr,Mild,1126456.533345302,48882284.46857035
8,rr,High,9823556.355612334,34141503.38770568
8,rr,Moderate,9928959.998720123,84947885.96482521
8,rr,Mild,2212745.9014290883,43509681.26786856
80,rr,High,14772194.37524617,38190117.49307734
80,rr,Moderate,11245497.77319135,73249131.73292725
80,rr,Mild,2943865.4744607005,51159821.394394875
800,rr,High,12986983.256826362,43391195.23411226
800,rr,Moderate,10715314.477297705,77995852.34798329
800,rr,Mild,2537484.6834677937,41212023.03830391
801,rr,High,15631046.25251992,43318478.12572634
801,rr,Moderate,14671093.471751958,73605258.75366187
801,rr,Mild,4466171.985986271,45675333.74101125
802,rr,High,12054081.322607148,41967998.146062896
802,rr,Moderate,10738932.716555262,69598525.54074204
802,rr,Mild,3322415.050904518,51032546.933594525
803,rr,High,11239308.348428497,35983111.7660113
803,rr,Moderate,11247956.268435061,76611924.0768312
803,rr,Mild,3344331.432583177,50004034.777556956
804,rr,High,9224959.210049774,34770863.25445652
804,rr,Moderate,10607403.007699797,79136667.78691429
804,rr,Mild,3447803.642183262,48691539.57902865
805,rr,High,11820418.550474519,38353639.724974915
805,rr,Moderate,11405548.146474088,82327299.59371203
805,rr,Mild,2350013.416688204,41918131.30171251
806,rr,High,16259468.261703288,37118087.11922383
806,rr,Moderate,15434827.938989958,83828512.56249194
806,rr,Mild,2633145.117518561,41652470.93868369
807,rr,High,13171621.911545057,37628615.64356625
807,rr,Moderate,12633055.350577177,82648930.39647989
807,rr,Mild,2447758.7159001003,42321524.58035332
808,rr,High,10312545.198006729,34100525.41157465
808,rr,Moderate,13974287.05473462,75330952.36855423
808,rr,Mild,5729154.74479724,53167592.84027058
809,rr,High,17593694.03418043,43318255.89247088
809,rr,Moderate,11171223.886489851,82232502.1375916
809,rr,Mild,1197311.0794817123,37048312.59033698
81,rr,High,14344189.949084105,32296461.763895392
81,rr,Moderate,13791483.908725597,70996397.76238905
81,rr,Mild,3415164.0666388166,59306211.09411502
810,rr,High,12456607.22077547,43051281.44396198
810,rr,Moderate,11643965.061535982,75882067.16979796
810,rr,Mild,3558612.415161236,43665722.006639525
811,rr,High,12102449.80734605,35106663.30320954
811,rr,Moderate,11164669.058378154,73197472.12523806
811,rr,Mild,2857546.639006425,54294935.191951856
812,rr,High,13638075.440809239,39561918.810997486
812,rr,Moderate,11739767.143138964,76284913.69395249
812,rr,Mild,2709749.2311513247,46752238.11544949
813,rr,High,12004903.396003444,39140995.06711203
813,rr,Moderate,12194020.536941562,75441317.92902605
813,rr,Mild,3541088.1251288294,48016757.62426138
814,rr,High,11942779.122241065,38723451.11093789
814,rr,Moderate,9544070.100891966,75421530.65444337
814,rr,Mild,2155419.1270549386,48454088.8550182
815,rr,High,10502836.666728325,36819662.64493781
815,rr,Moderate,5357212.9577068305,74397343.53479391
815,rr,Mild,929513.487523878,51382064.44066773
816,rr,High,11153911.099230971,40672787.34318805
816,rr,Moderate,12079338.15682802,82360194.29019366
816,rr,Mild,2780684.0554848956,39566088.98701775
817,rr,High,14334882.064347941,33201718.67134458
817,rr,Moderate,15027423.633542862,73688313.67618996
817,rr,Mild,4453933.97372928,55709038.27286492
818,rr,High,15547765.459298128,37528511.39929299
818,rr,Moderate,14962846.122257445,80961428.91074163
818,rr,Mild,2912689.689915982,44109130.31036484
819,rr,High,9990391.359584019,37919855.83968669
819,rr,Moderate,6904476.80165096,85454503.07071006
819,rr,Mild,726598.0108929824,39224711.710002705
82,rr,High,13282520.980748426,32972617.907673836
82,rr,Moderate,13751340.526069736,86322500.85261808
82,rr,Mild,2203246.9982250333,43303951.86010754
820,rr,High,15377957.095195958,41783805.53449619
820,rr,Moderate,12790045.057377432,81033352.21836738
820,rr,Mild,2200476.541926618,39781912.86753589
821,rr,High,11289081.192606395,37396913.68111098
821,rr,Moderate,11917451.760462716,81643403.59479839
821,rr,Mild,2709602.8188487706,43558753.344490096
822,rr,High,15591352.634433942,41586494.887250066
822,rr,Moderate,15016785.850250969,75619607.95432621
822,rr,Mild,3905114.9141954617,45392967.77882318
823,rr,High,14069404.144870175,37669157.07922052
823,rr,Moderate,9092218.727033572,75332077.18530428
823,rr,Mild,1715559.269570828,49597836.35587466
824,rr,High,13056865.247809066,37282281.00020246
824,rr,Moderate,11778083.342456419,81145034.67127937
824,rr,Mild,2457442.688604479,44171754.94891763
825,rr,High,12040386.887482181,41422186.37126112
825,rr,Moderate,9112959.389739826,84002169.06203477
825,rr,Mild,1374139.7272402183,37174715.18710357
826,rr,High,17021251.666647438,34498566.4333511
826,rr,Moderate,16726276.859666023,83187553.95438653
826,rr,Mild,2725194.153195985,44912950.23266183
827,rr,High,10484212.804945542,41128632.45584422
827,rr,Moderate,10321707.445787774,75634532.3258816
827,rr,Mild,3167640.640331359,45835905.83867364
828,rr,High,13390479.384183196,35730829.83698714
828,rr,Moderate,15479871.026687918,81265067.2599461
828,rr,Mild,3839943.289912189,45603173.52346623
829,rr,High,13816423.338686947,34052098.459160805
829,rr,Moderate,12112714.477660865,76262816.1013435
829,rr,Mild,2280153.839187707,52284156.05989516
83,rr,High,13996636.574798595,35121107.983960986
83,rr,Moderate,11945373.089697666,85188634.98141561
83,rr,Mild,1717441.8378809968,42289327.65502286
830,rr,High,15625798.70844559,39165913.71410684
830,rr,Moderate,11864370.087133361,81467679.0298211
830,rr,Mild,1748949.6132270375,41965477.87647152
831,rr,High,12844320.996707618,39234891.93402004
831,rr,Moderate,9491119.852734612,82228797.17707174
831,rr,Mild,1388617.2809237435,41135381.50930768
832,rr,High,14146746.93856826,35994949.32928753
832,rr,Moderate,16262041.213383304,76456855.55643158
832,rr,Mild,4745974.72629801,50147265.734680355
833,rr,High,14488013.709404565,36852321.395008326
833,rr,Moderate,14780285.209474789,82586540.63314474
833,rr,Mild,3251667.368661079,43160208.5922464
834,rr,High,18632525.131586213,37636982.466525614
834,rr,Moderate,16272069.685653158,81366203.69758408
834,rr,Mild,2696511.042879133,43595884.45628977
835,rr,High,13227773.93385698,41727352.318960175
835,rr,Moderate,8644502.735511806,78334554.84777331
835,rr,Mild,1500000.9145150043,42537163.45366597
836,rr,High,9732748.669881953,37616826.733873606
836,rr,Moderate,13998941.856082438,81436311.54247485
836,rr,Mild,4975133.9231699435,43545932.344051
837,rr,High,13999977.681076791,31479633.766482234
837,rr,Moderate,16890021.533329148,78800980.77605735
837,rr,Mild,4055186.4678763547,52318456.07785988
838,rr,High,15936114.06080073,36008233.00747979
838,rr,Moderate,14050981.633829124,73973304.24123459
838,rr,Mild,3749928.431419881,52617533.37168509
839,rr,High,10192347.308645178,38157067.106747925
839,rr,Moderate,8994571.526583815,75875425.5025996
839,rr,Mild,1833694.6211595563,48566578.01105194
84,rr,High,15129402.150219014,38915543.138851166
84,rr,Moderate,10693961.762873897,87499004.70123231
84,rr,Mild,1232502.7817539675,36184522.78031598
840,rr,High,11553958.932817314,43735721.99127811
840,rr,Moderate,13567987.670162974,79050680.60224347
840,rr,Mild,4384328.744280103,39812668.02687788
841,rr,High,10887368.213786313,38428271.06308222
841,rr,Moderate,8304147.969730738,82954728.80610287
841,rr,Mild,1455604.505079993,41216070.75121437
842,rr,High,12952323.950087527,35880693.4594605
842,rr,Moderate,15075253.678981947,87001080.51093303
842,rr,Mild,3102534.296656737,39717296.65000594
843,rr,High,14586932.72133555,39409715.89754969
843,rr,Moderate,9401196.796345415,78596147.68363862
843,rr,Mild,1511271.7530309684,44593207.039211154
844,rr,High,12585123.433175096,39894016.29118727
844,rr,Moderate,11392868.509564292,77627282.71518677
844,rr,Mild,2718251.381159557,45077771.614025414
845,rr,High,14049581.857883101,36373886.47769117
845,rr,Moderate,10571367.112041183,77978192.39117235
845,rr,Mild,1976320.113386047,48246991.75153594
846,rr,High,13550552.009162404,34563723.62990427
846,rr,Moderate,13914085.24007933,77754632.8510717
846,rr,Mild,3386454.8270399086,50280714.13942349
847,rr,High,14172678.038790869,42758679.25475119
847,rr,Moderate,7606116.82745467,79558433.92074132
847,rr,Mild,911257.5963087229,40281957.44490695
848,rr,High,15043147.562181922,35124594.88556534
848,rr,Moderate,23853851.796606805,84869772.67716752
848,rr,Mild,7387348.36454129,42604703.0576666
849,rr,High,19018551.24278196,41726857.752057314
849,rr,Moderate,16008305.62337225,77269183.03187613
849,rr,Mild,3036335.023735094,43603029.836466014
85,rr,High,10168150.94487704,38731748.94167614
85,rr,Moderate,10793156.870057663,76697262.39735572
85,rr,Mild,3489372.0573544786,47170059.2813676
850,rr,High,13403813.060820466,35499282.494414315
850,rr,Moderate,13283766.066921854,84314701.58619255
850,rr,Mild,2404079.371904582,42785086.5397926
851,rr,High,13689668.860631106,39820621.60988729
851,rr,Moderate,14375970.537320381,83160219.16354471
851,rr,Mild,3338003.11011848,39618229.84696746
852,rr,High,14203146.561041227,37490243.59049414
852,rr,Moderate,11008479.799834814,86038393.39481199
852,rr,Mild,1669536.2457519053,39070433.63509333
853,rr,High,18347988.37101428,40969146.404429436
853,rr,Moderate,13824325.491549736,79270487.26737422
853,rr,Mild,2188885.8343854733,42359436.94859581
854,rr,High,12190049.954803359,36004360.15823388
854,rr,Moderate,12178639.070134353,74342470.5310394
854,rr,Mild,3862510.471515307,52252239.93112618
855,rr,High,10852103.343269462,36242194.7389618
855,rr,Moderate,11205459.213746013,75221671.63236392
855,rr,Mild,3677364.3563863784,51135204.249073744
856,rr,High,17337198.604401983,34114056.522964224
856,rr,Moderate,14991043.733712278,75059285.96011156
856,rr,Mild,2523438.272155961,53425728.13732368
857,rr,High,12361651.296028519,37973871.930659816
857,rr,Moderate,15495836.204705039,72887919.3412503
857,rr,Mild,6095113.728138643,51737279.348489344
858,rr,High,8691617.848283071,40278209.265887246
858,rr,Moderate,3504115.419619575,76122670.52750462
858,rr,Mild,541370.1627822863,46198190.82700759
859,rr,High,12756727.26269107,39996090.435314
859,rr,Moderate,17076356.170062,76097396.12245046
859,rr,Mild,6540244.496865093,46505584.062635005
86,rr,High,15782734.300174484,39952429.3060925
86,rr,Moderate,16982339.571975168,87077583.96433769
86,rr,Mild,2610073.115234187,35569057.34996927
860,rr,High,14787071.00719508,38589666.0258479
860,rr,Moderate,7941724.044821802,71803613.63831848
860,rr,Mild,1141072.1534478636,52205790.956233084
861,rr,High,12948400.631993229,40475827.08017951
861,rr,Moderate,9685158.383790126,80642249.02362238
861,rr,Mild,1496843.934619862,41480994.51659757
862,rr,High,17651501.888185315,40806542.506530106
862,rr,Moderate,16386090.88872604,75502982.6558944
862,rr,Mild,3949751.303646347,46289545.457974955
863,rr,High,15593835.328030895,37436829.09634966
863,rr,Moderate,11895696.701562699,77429689.89728783
863,rr,Mild,1666720.9920431525,47732551.62676197
864,rr,High,11647016.962644702,36538660.9993251
864,rr,Moderate,11631086.121787092,75004846.2762581
864,rr,Mild,3281068.797482715,51055563.34481627
865,rr,High,15760818.492375353,40228175.48407751
865,rr,Moderate,15833173.04842162,77000907.29021972
865,rr,Mild,4063728.223048798,45369987.84610222
866,rr,High,16888658.82752815,40046254.91575861
866,rr,Moderate,10797817.203320524,78716995.35984181
866,rr,Mild,1702753.255133263,43835820.34479904
867,rr,High,14006440.121757738,35746166.50983572
867,rr,Moderate,12318431.78543764,69419408.61419414
867,rr,Mild,3029284.83099777,57433495.4963696
868,rr,High,13569854.290638754,39008844.35744439
868,rr,Moderate,14083297.830960182,85287747.19009167
868,rr,Mild,2613017.9618782056,38302479.0728634
869,rr,High,12279694.279627763,37790425.187247574
869,rr,Moderate,9223081.598933859,73405242.43227212
869,rr,Mild,2322911.778154201,51403403.000879765
87,rr,High,17142923.18180068,37317662.56338203
87,rr,Moderate,16228568.374503888,73764487.29749036
87,rr,Mild,3907161.4019798194,51516920.75952707
870,rr,High,13664712.83741805,41852693.018946886
870,rr,Moderate,11033079.376101054,78667697.23461942
870,rr,Mild,2691855.346180497,42078680.36683315
871,rr,High,10220564.60790155,32793421.05042553
871,rr,Moderate,7920131.678869084,80729168.17464046
871,rr,Mild,1362704.5441924438,49076481.39533347
872,rr,High,13188480.254501171,33645513.14815694
872,rr,Moderate,14946417.68799737,86757491.87044965
872,rr,Mild,2559208.2511434974,42196065.60179287
873,rr,High,11997821.622928284,43700527.99810696
873,rr,Moderate,12714760.381828671,74578389.4209879
873,rr,Mild,4476579.656326577,44320153.2013046
874,rr,High,14144029.294978412,35777035.67454052
874,rr,Moderate,14787278.636513416,75969917.53910725
874,rr,Mild,3764573.6883475543,50852117.40675169
875,rr,High,12598523.24954292,36646279.016584516
875,rr,Moderate,13041967.87502492,76324619.27641183
875,rr,Mild,3643786.9834104306,49628172.32740311
876,rr,High,11709460.05593658,35149823.081131086
876,rr,Moderate,13532942.533114862,87858818.86783803
876,rr,Mild,2303147.052832459,39590428.67143035
877,rr,High,16614086.404707076,32707913.3497445
877,rr,Moderate,18959136.807838228,83673910.0913503
877,rr,Mild,3583935.0703821885,46217247.17930466
878,rr,High,11352587.690725949,39740534.17665774
878,rr,Moderate,8726496.332200201,72332885.04866044
878,rr,Mild,2327019.3483635965,50525651.39508128
879,rr,High,11191170.46571206,39592570.97025834
879,rr,Moderate,11732671.848369889,84398581.81807745
879,rr,Mild,2473173.017216957,38607917.832063675
88,rr,High,14204565.35522232,36997177.10462475
88,rr,Moderate,14086005.78390373,78827090.67740987
88,rr,Mild,3052652.5963296285,46774802.83836484
880,rr,High,12730121.11558829,43299566.49404538
880,rr,Moderate,7185324.441643887,82316449.59678106
