sim,division,org_lvl,org_name,org_code,district,upazila,LAT,LON
11,Dhaka,subdistrict,Hossainpur Upazila Health Complex,10000232,Kishoreganj,Hossainpur,24.417774,90.65625849999999
11,Khulna,district,Bagerhat District Hospital,10001693,Bagerhat,Bagerhat Sadar,22.7955887,89.8726916
11,Khulna,district,Magura District Hospital,10001876,Magura,Magura Sadar,23.4863665,89.4215122
11,Khulna,district,Satkhira 250 bed Medical College Hospital,10024591,Satkhira,Satkhira Sadar,22.6901577,89.0469437
11,Khulna,subdistrict,Koyra Upazila Health Complex,10001817,Khulna,Koyra,22.4586429,89.2801437
11,Khulna,tertiary,Khulna Medical College Hospital,10001807,Khulna,Sonadanga,22.8281662,89.5371409
11,Mymensingh,tertiary,Mymensingh Medical College Hospital,10000397,Mymensingh,Mymensingh Sadar,24.7415322,90.4089228
11,Rajshahi,district,Sirajganj 250 Bed  Bongamata Sheikh Fazilatunnesa Mujib General Hospital,10001648,Sirajganj,Sirajganj Sadar,24.4584857,89.7111754
11,Rajshahi,subdistrict,Kalai Upazila Health Complex,10001301,Joypurhat,Kalai,25.0800353,89.19916119999999
11,Rangpur,district,Lalmonirhat District Hospital,10001353,Lalmonirhat,Lalmonirhat Sadar,25.9202287,89.45557660000001
11,Sylhet,subdistrict,"Chunarughat Upazila Health Complex, Hobigonj.",10002078,Habiganj,Chunarughat,24.1993876,91.51859309999999
11,Sylhet,tertiary,Sylhet MAG Osmani Medical College Hospital,10002195,Sylhet,Sylhet Sadar,24.9015007,91.8539274
12,Barishal,district,Pirojpur District Hospital,10002067,Pirojpur,Pirojpur Sadar,22.5789637,89.97664499999999
12,Barishal,subdistrict,Rangabali Upazila Health Complex,10013107,Patuakhali,Rangabali,21.9040401,90.4125181
12,Barishal,tertiary,Sher-e-bangla Medical College Hospital,10001978,Barishal,Barishal Sadar,22.6863517,90.3614666
12,Chattogram,district,Bandarban District Hospital,10000655,Bandarban,Bandarban Sadar,22.1896135,92.2264957
12,Chattogram,subdistrict,Mirsharai Upazila Health Complex,10000794,Chattogram,Mirsharai,22.8406921,91.5467961
12,Chattogram,tertiary,Cumilla Medical College Hospital,10000867,Cumilla,Cumilla Adarsha Sadar,23.4515415,91.2029603
12,Dhaka,district,Tangail 250 Bed District Hospital,10000647,Tangail,Tangail Sadar,24.263342,89.9255878
12,Dhaka,district,Gopalganj 250 bed General Hospital,10002233,Gopalganj,Gopalganj Sadar,22.9982121,89.8190072
12,Dhaka,district,Madaripur District Hospital,10000263,Madaripur,Madaripur Sadar,23.1653896,90.21206480000001
12,Dhaka,district,Kishoreganj 250 Bed District Sadar Hospital,10000243,Kishoreganj,Kishoreganj Sadar,24.4331227,90.7865655
12,Dhaka,subdistrict,Gazaria Upazila Health Complex,10000317,Munshiganj,Gazaria,23.5529662,90.65290999999999
12,Khulna,district,Bagerhat District Hospital,10001693,Bagerhat,Bagerhat Sadar,22.7955887,89.8726916
12,Khulna,district,Satkhira District Hospital,10001926,Satkhira,Satkhira Sadar,22.7223116,89.068737
12,Khulna,district,Meherpur 250 bed District Hospital,10001898,Meherpur,Meherpur Sadar,23.7783545,88.6423945
12,Khulna,subdistrict,Kalia Upazila Health Complex,10001904,Narail,Kalia,23.0411777,89.63590339999999
12,Khulna,tertiary,Khulna Medical College Hospital,10001807,Khulna,Sonadanga,22.8281662,89.5371409
12,Mymensingh,district,Jamalpur 250 Beded General Hospital,10000208,Jamalpur,Jamalpur Sadar,24.9407085,89.93395799999999
12,Rajshahi,district,Natore District Hospital,10001433,Natore,Natore Sadar,24.4098158,88.9836138
12,Rajshahi,subdistrict,Khetlal Upazila Health Complex,10001303,Joypurhat,Khetlal,25.0381326,89.1246986
12,Rangpur,district,Thakurgaon District Hospital,10001687,Thakurgaon,Thakurgaon Sadar,26.0190812,88.4669352
12,Sylhet,subdistrict,Juri Upazila Health Complex,10002097,Maulvibazar,Juri,24.6074066,92.1269468
12,Sylhet,tertiary,Sylhet MAG Osmani Medical College Hospital,10002195,Sylhet,Sylhet Sadar,24.9015007,91.8539274
13,Barishal,district,Barisal General Hospital,10001972,Barishal,Barishal Sadar,22.7086412,90.37027479999999
13,Barishal,subdistrict,Nazirpur Upazila Health Complex,10002061,Pirojpur,Nazirpur,22.7086728,89.96810789999999
13,Barishal,subdistrict,Patharghata Upazila Health Complex,10001947,Barguna,Patharghata,22.0328467,89.96656589999999
13,Chattogram,district,Bandarban District Hospital,10000655,Bandarban,Bandarban Sadar,22.1896135,92.2264957
13,Chattogram,district,Cox's Bazar 250 Bed District Sadar Hospital,10000922,Cox's Bazar,Cox's Bazar Sadar,21.4409036,91.9766003
13,Chattogram,tertiary,Cumilla Medical College Hospital,10000867,Cumilla,Cumilla Adarsha Sadar,23.4515415,91.2029603
13,Dhaka,district,Munshiganj 250 bed District Hospital,10000328,Munshiganj,Munshiganj Sadar,23.4980931,90.41266209999999
13,Dhaka,district,Rajbari District Hospital,10000536,Rajbari,Rajbari Sadar,23.7495843,89.6473056
13,Dhaka,district,Narsingdi District Hospital,10000452,Narsingdi,Narsingdi Sadar,23.9299304,90.7026636
13,Dhaka,subdistrict,Tungipara Upazila Health Complex,10000182,Gopalganj,Tungipara,22.8941127,89.88953790000001
13,Dhaka,subdistrict,Mirzapur Upazila Health Complex,10000619,Tangail,Mirzapur,24.146499,90.0202292
13,Khulna,district,Satkhira 250 bed Medical College Hospital,10024591,Satkhira,Satkhira Sadar,22.6901577,89.0469437
13,Khulna,district,Chuadanga District Hospital,10001723,Chuadanga,Chuadanga Sadar,23.617779,88.8733006
13,Khulna,district,Jassore 250 bed General Hospital,10013096,Jashore,Jashore Sadar,23.1687959,89.20915869999999
13,Khulna,subdistrict,Gangni Upazila Health Complex,10001891,Meherpur,Gangni,23.8163155,88.7443078
13,Khulna,tertiary,Khulna Medical College Hospital,10001807,Khulna,Sonadanga,22.8281662,89.5371409
13,Mymensingh,tertiary,Mymensingh Medical College Hospital,10000397,Mymensingh,Mymensingh Sadar,24.7415322,90.4089228
13,Rajshahi,district,Naogaon District Hospital,10001394,Naogaon,Naogaon Sadar,24.8229713,88.9381339
13,Rajshahi,district,Natore District Hospital,10001433,Natore,Natore Sadar,24.4098158,88.9836138
13,Rangpur,district,Panchagarh District Hospital,10001514,Panchagarh,Panchagarh Sadar,26.3318393,88.5556768
13,Sylhet,subdistrict,Kamalganj Upazila Health Complex,10002101,Maulvibazar,Kamalganj,24.3661161,91.8554594
13,Sylhet,tertiary,Sylhet MAG Osmani Medical College Hospital,10002195,Sylhet,Sylhet Sadar,24.9015007,91.8539274
14,Barishal,district,Pirojpur District Hospital,10002067,Pirojpur,Pirojpur Sadar,22.5789637,89.97664499999999
14,Barishal,district,Jhalokathi District Hospital,10002025,Jhalokathi,Jhalokathi Sadar,22.6863517,90.3614666
14,Barishal,district,Patuakhali 250 bed Sadar Hospital,10002051,Patuakhali,Patuakhali Sadar,22.3622664,90.3269921
14,Chattogram,district,Comilla General Hospital,10000864,Cumilla,Cumilla Adarsha Sadar,23.4499746,91.1782827
14,Chattogram,district,Noakhali 250 Bed General Hospital,10001049,Noakhali,Noakhali Sadar,22.8725498,91.08850179999999
14,Chattogram,subdistrict,Thanchi Upazila Health Complex,10000661,Bandarban,Thanchi,21.8238459,92.4386306
14,Dhaka,district,Kishoreganj 250 Bed District Sadar Hospital,10000243,Kishoreganj,Kishoreganj Sadar,24.4331227,90.7865655
14,Dhaka,district,Madaripur District Hospital,10000263,Madaripur,Madaripur Sadar,23.1653896,90.21206480000001
14,Dhaka,subdistrict,Kotwalipara Upazila Health Complex,10000173,Gopalganj,Kotalipara,22.9863772,90.00462399999999
14,Dhaka,tertiary,Sir Salimullah Medical College Hospital,10000056,Dhaka,Kotwali,23.7105117,90.40213089999999
14,Dhaka,tertiary,Shaheed Ahsan Ullah Master General Hospital,10000129,Gazipur,Gazipur Sadar,23.8933902,90.4022109
14,Khulna,district,"Khulna 250 Bed General Hospital, Khulna",10001805,Khulna,Khulna Sadar,22.8281662,89.5371409
14,Khulna,subdistrict,Bheramara Upazila Health Complex,10001830,Kushtia,Bheramara,24.0325349,89.0048949
14,Khulna,subdistrict,Assasuni Upazila Health Complex,10001914,Satkhira,Assasuni,22.5470483,89.1776775
14,Khulna,subdistrict,Shalikha Upazila Health Complex,10001885,Magura,Shalikha,23.3033389,89.375142
14,Khulna,tertiary,Khulna Medical College Hospital,10001807,Khulna,Sonadanga,22.8281662,89.5371409
14,Mymensingh,district,Sherpur District Hospital,10000576,Sherpur,Sherpur Sadar,25.0182375,90.024633
14,Rajshahi,district,Chapai Nababganj District Hospital,10001186,Chapai Nawabganj,Chapai Nababganj Sadar,24.5980828,88.26547479999999
14,Rajshahi,district,Sirajganj 250 Bed  Bongamata Sheikh Fazilatunnesa Mujib General Hospital,10001648,Sirajganj,Sirajganj Sadar,24.4584857,89.7111754
14,Rangpur,subdistrict,Pirganj Upazila Health Complex,10001603,Rangpur,Pirganj,25.4178819,89.3109818
14,Sylhet,district,Sunamganj 250 bed District Sadar Hospital,10002157,Sunamganj,Sunamganj Sadar,25.0647035,91.4108072
14,Sylhet,tertiary,Sylhet MAG Osmani Medical College Hospital,10002195,Sylhet,Sylhet Sadar,24.9015007,91.8539274
15,Barishal,district,Jhalokathi District Hospital,10002025,Jhalokathi,Jhalokathi Sadar,22.6863517,90.3614666
15,Barishal,subdistrict,Nazirpur Upazila Health Complex,10002061,Pirojpur,Nazirpur,22.7086728,89.96810789999999
15,Barishal,tertiary,Sher-e-bangla Medical College Hospital,10001978,Barishal,Barishal Sadar,22.6863517,90.3614666
15,Chattogram,district,Khagrachari District Hospital,10000976,Khagrachari,Khagrachari Sadar,23.1078056,91.9931579
15,Chattogram,subdistrict,Chakaria Upazila Health Complex,10000918,Cox's Bazar,Chakaria,21.7617554,92.0746398
15,Chattogram,tertiary,Chittagong Medical College Hospital,10000756,Chattogram,Panchlaish,22.3592709,91.8308045
15,Dhaka,district,Narayanganj General (Victoria) Hospital,10000427,Narayanganj,Narayanganj Sadar,23.6084011,90.50326590000002
15,Dhaka,district,Manikganj 250 Bed District Hospital,10000297,Manikganj,Manikganj Sadar,23.8692057,90.0006545
15,Dhaka,district,Munshiganj 250 bed District Hospital,10000328,Munshiganj,Munshiganj Sadar,23.4980931,90.41266209999999
15,Dhaka,district,Tangail 250 Bed District Hospital,10000647,Tangail,Tangail Sadar,24.263342,89.9255878
15,Dhaka,subdistrict,Zanjira Upazila Health Complex,10000563,Shariatpur,Zanjira,22.9109195,90.6232171
15,Khulna,district,Jhenaidah District Hospital,10001776,Jhenaidah,Jhenaidah Sadar,23.5306696,89.17223659999999
15,Khulna,district,Jassore 250 bed General Hospital,10013096,Jashore,Jashore Sadar,23.1687959,89.20915869999999
15,Khulna,subdistrict,Terokhada Upazila Health Complex,10001828,Khulna,Terokhada,22.928258,89.672511
15,Khulna,subdistrict,Alamdanga Upazila Health Complex,10001719,Chuadanga,Alamdanga,23.7885968,88.9029102
15,Khulna,tertiary,Khulna Medical College Hospital,10001807,Khulna,Sonadanga,22.8281662,89.5371409
15,Mymensingh,district,Sherpur District Hospital,10000576,Sherpur,Sherpur Sadar,25.0182375,90.024633
15,Rajshahi,district,Natore District Hospital,10001433,Natore,Natore Sadar,24.4098158,88.9836138
15,Rajshahi,district,Sirajganj 250 Bed  Bongamata Sheikh Fazilatunnesa Mujib General Hospital,10001648,Sirajganj,Sirajganj Sadar,24.4584857,89.7111754
15,Rangpur,subdistrict,Aditmari Upazila Health Complex,10001339,Lalmonirhat,Aditmari,25.9255186,89.3439373
15,Sylhet,district,Sylhet Shahid Shamsuddin Ahmed District Hospital,10002196,Sylhet,Sylhet Sadar,24.8991849,91.86724
15,Sylhet,tertiary,Moulvibazar 250 bed District Sadar Hospital,10002116,Maulvibazar,Maulvibazar Sadar,24.4813033,91.76596169999999
16,Barishal,district,Bhola District Hospital,10002002,Bhola,Bhola Sadar,22.6757402,90.6557361
16,Barishal,subdistrict,Nazirpur Upazila Health Complex,10002061,Pirojpur,Nazirpur,22.7086728,89.96810789999999
16,Barishal,tertiary,Sher-e-bangla Medical College Hospital,10001978,Barishal,Barishal Sadar,22.6863517,90.3614666
16,Chattogram,district,Noakhali 250 Bed General Hospital,10001049,Noakhali,Noakhali Sadar,22.8725498,91.08850179999999
16,Chattogram,district,Cox's Bazar 250 Bed District Sadar Hospital,10000922,Cox's Bazar,Cox's Bazar Sadar,21.4409036,91.9766003
16,Chattogram,tertiary,Chittagong Medical College Hospital,10000756,Chattogram,Panchlaish,22.3592709,91.8308045
16,Dhaka,district,Manikganj 250 Bed District Hospital,10000297,Manikganj,Manikganj Sadar,23.8692057,90.0006545
16,Dhaka,district,Shariatpur District Hospital,10000559,Shariatpur,Shariatpur Sadar,23.2116043,90.3484297
16,Dhaka,district,Munshiganj 250 bed District Hospital,10000328,Munshiganj,Munshiganj Sadar,23.4980931,90.41266209999999
16,Dhaka,subdistrict,Bandar Upazila Health Complex,10000420,Narayanganj,Bandar,23.6290652,90.52533919999999
16,Dhaka,tertiary,"Mugda 500 Bed General Hospital, Dhaka",10013720,Dhaka,Mugda Para,23.7315171,90.42946200000002
16,Khulna,district,Jhenaidah District Hospital,10001776,Jhenaidah,Jhenaidah Sadar,23.5306696,89.17223659999999
16,Khulna,district,Jassore 250 bed General Hospital,10013096,Jashore,Jashore Sadar,23.1687959,89.20915869999999
16,Khulna,district,Satkhira District Hospital,10001926,Satkhira,Satkhira Sadar,22.7223116,89.068737
16,Khulna,subdistrict,Kotchandpur Upazila Health Complex,10001780,Jhenaidah,Kotchandpur,23.4114561,89.0054244
16,Khulna,subdistrict,Jibannagar Upazila Health Complex,10001734,Chuadanga,Jibannagar,23.4266939,88.82359939999999
16,Mymensingh,district,Jamalpur 250 Beded General Hospital,10000208,Jamalpur,Jamalpur Sadar,24.9407085,89.93395799999999
16,Rajshahi,subdistrict,Bholahat Upazila Health Complex,10001163,Chapai Nawabganj,Bholahat,24.9363316,88.22329529999999
16,Rajshahi,tertiary,"Shaheed Ziaur Rahman Medical College Hospital, Bogra",10001111,Bogura,Bogura Sadar,24.8279041,89.35293879999999
16,Rangpur,district,Panchagarh District Hospital,10001514,Panchagarh,Panchagarh Sadar,26.3318393,88.5556768
16,Sylhet,district,Sylhet Shahid Shamsuddin Ahmed District Hospital,10002196,Sylhet,Sylhet Sadar,24.8991849,91.86724
16,Sylhet,subdistrict,Barlekha Upazila Health Complex,10002096,Maulvibazar,Barlekha,24.6937111,92.1849536
17,Barishal,district,Jhalokathi District Hospital,10002025,Jhalokathi,Jhalokathi Sadar,22.6863517,90.3614666
17,Barishal,district,Barguna District Hospital,10001943,Barguna,Barguna Sadar,22.156242,90.12789
17,Barishal,subdistrict,Nazirpur Upazila Health Complex,10002061,Pirojpur,Nazirpur,22.7086728,89.96810789999999
17,Chattogram,district,Chittagong 250 Bed General Hospital,10000753,Chattogram,Kotwali,22.3406339,91.8377319
17,Chattogram,subdistrict,Rowangchari Upazila Health Complex,10000659,Bandarban,Rowangchari,22.1784311,92.33769799999999
17,Chattogram,tertiary,Chittagong Medical College Hospital,10000756,Chattogram,Panchlaish,22.3592709,91.8308045
17,Dhaka,district,Rajbari District Hospital,10000536,Rajbari,Rajbari Sadar,23.7495843,89.6473056
17,Dhaka,district,Faridpur General Hospital,10000105,Faridpur,Faridpur Sadar,23.6049185,89.83647409999999
17,Dhaka,subdistrict,Dhanbari Upazila Health Complex,10000595,Tangail,Dhanbari,24.6898613,89.9542883
17,Dhaka,subdistrict,Austagram Upazila Health Complex,10000223,Kishoreganj,Austagram,24.2733317,91.1032314
17,Dhaka,tertiary,Dhaka Medical College Hospital,10000033,Dhaka,Shahbagh,23.7256553,90.3970882
17,Khulna,district,Magura District Hospital,10001876,Magura,Magura Sadar,23.4863665,89.4215122
17,Khulna,district,Chuadanga District Hospital,10001723,Chuadanga,Chuadanga Sadar,23.617779,88.8733006
17,Khulna,subdistrict,Gangni Upazila Health Complex,10001891,Meherpur,Gangni,23.8163155,88.7443078
17,Khulna,subdistrict,Monirampur Upazila Health Complex,10001763,Jashore,Monirampur,23.008817,89.2352525
17,Khulna,tertiary,Khulna Medical College Hospital,10001807,Khulna,Sonadanga,22.8281662,89.5371409
17,Mymensingh,district,Jamalpur 250 Beded General Hospital,10000208,Jamalpur,Jamalpur Sadar,24.9407085,89.93395799999999
17,Rajshahi,district,Joypurhat District Hospital,10001298,Joypurhat,Joypurhat Sadar,25.0916036,89.0489814
17,Rajshahi,tertiary,Rajshahi Medical College Hospital,10001560,Rajshahi,Rajpara,24.372019,88.5864259
17,Rangpur,district,Lalmonirhat District Hospital,10001353,Lalmonirhat,Lalmonirhat Sadar,25.9202287,89.45557660000001
17,Sylhet,district,"Habiganj District Hospital, Habiganj",10002071,Habiganj,Habiganj Sadar,24.373323,91.41763999999999
17,Sylhet,district,Sunamganj 250 bed District Sadar Hospital,10002157,Sunamganj,Sunamganj Sadar,25.0647035,91.4108072
18,Barishal,district,Bhola District Hospital,10002002,Bhola,Bhola Sadar,22.6757402,90.6557361
18,Barishal,district,Patuakhali 250 bed Sadar Hospital,10002051,Patuakhali,Patuakhali Sadar,22.3622664,90.3269921
18,Barishal,district,Jhalokathi District Hospital,10002025,Jhalokathi,Jhalokathi Sadar,22.6863517,90.3614666
18,Chattogram,district,Brahmanbaria 250 Bed District Sadar Hospital,10000672,Brahmanbaria,Brahmanbaria Sadar,23.9762236,91.11117180000001
18,Chattogram,district,Chittagong 250 Bed General Hospital,10000753,Chattogram,Kotwali,22.3406339,91.8377319
18,Chattogram,tertiary,Cumilla Medical College Hospital,10000867,Cumilla,Cumilla Adarsha Sadar,23.4515415,91.2029603
18,Dhaka,district,Shariatpur District Hospital,10000559,Shariatpur,Shariatpur Sadar,23.2116043,90.3484297
18,Dhaka,district,Tangail 250 Bed District Hospital,10000647,Tangail,Tangail Sadar,24.263342,89.9255878
18,Dhaka,district,Rajbari District Hospital,10000536,Rajbari,Rajbari Sadar,23.7495843,89.6473056
18,Dhaka,subdistrict,Damudya Upazila Health Complex,10000544,Shariatpur,Damudya,23.1379536,90.44286699999999
18,Dhaka,subdistrict,Pakundia Upazila Health Complex,10000252,Kishoreganj,Pakundia,24.3292883,90.6793802
18,Khulna,district,Magura District Hospital,10001876,Magura,Magura Sadar,23.4863665,89.4215122
18,Khulna,subdistrict,Mongla Upazila Health Complex,10001707,Bagerhat,Mongla,22.4942196,89.6016171
18,Khulna,subdistrict,Kalaroa Upazila Health Complex,10001918,Satkhira,Kalaroa,22.8604031,89.0363302
18,Khulna,subdistrict,Chowgacha Upazila Health Complex,10001744,Jashore,Chaugacha,23.2594433,89.02491169999999
18,Khulna,tertiary,Khulna Medical College Hospital,10001807,Khulna,Sonadanga,22.8281662,89.5371409
18,Mymensingh,tertiary,Mymensingh Medical College Hospital,10000397,Mymensingh,Mymensingh Sadar,24.7415322,90.4089228
18,Rajshahi,district,Chapai Nababganj District Hospital,10001186,Chapai Nawabganj,Chapai Nababganj Sadar,24.5980828,88.26547479999999
18,Rajshahi,tertiary,Rajshahi Medical College Hospital,10001560,Rajshahi,Rajpara,24.372019,88.5864259
18,Rangpur,subdistrict,Palashbari Upazila Health Complex,10001272,Gaibandha,Palashbari,25.2871676,89.3675445
18,Sylhet,district,Sunamganj 250 bed District Sadar Hospital,10002157,Sunamganj,Sunamganj Sadar,25.0647035,91.4108072
18,Sylhet,district,Sylhet Shahid Shamsuddin Ahmed District Hospital,10002196,Sylhet,Sylhet Sadar,24.8991849,91.86724
19,Barishal,district,Patuakhali 250 bed Sadar Hospital,10002051,Patuakhali,Patuakhali Sadar,22.3622664,90.3269921
19,Barishal,district,Barisal General Hospital,10001972,Barishal,Barishal Sadar,22.7086412,90.37027479999999
19,Barishal,subdistrict,Mathbaria Upazila Health Complex,10002058,Pirojpur,Mathbaria,22.2857109,89.9536359
19,Chattogram,district,Rangamati General Hospital,10001088,Rangamati,Rangamati Sadar,22.6580983,92.1685304
19,Chattogram,district,Noakhali 250 Bed General Hospital,10001049,Noakhali,Noakhali Sadar,22.8725498,91.08850179999999
19,Chattogram,tertiary,Chittagong Medical College Hospital,10000756,Chattogram,Panchlaish,22.3592709,91.8308045
19,Dhaka,district,Faridpur General Hospital,10000105,Faridpur,Faridpur Sadar,23.6049185,89.83647409999999
19,Dhaka,subdistrict,Pakundia Upazila Health Complex,10000252,Kishoreganj,Pakundia,24.3292883,90.6793802
19,Dhaka,subdistrict,Raipura Upazila Health Complex,10000458,Narsingdi,Roypura,24.0001157,90.8623005
19,Dhaka,subdistrict,Bhedarganj Upazila Health Complex,10000541,Shariatpur,Bhedarganj,23.1977488,90.4476433
19,Dhaka,tertiary,Dhaka Medical College Hospital,10000033,Dhaka,Shahbagh,23.7256553,90.3970882
19,Khulna,district,Narail District Hospital,10001913,Narail,Narail Sadar,23.1721187,89.49930669999999
19,Khulna,district,Bagerhat District Hospital,10001693,Bagerhat,Bagerhat Sadar,22.7955887,89.8726916
19,Khulna,district,Jhenaidah District Hospital,10001776,Jhenaidah,Jhenaidah Sadar,23.5306696,89.17223659999999
19,Khulna,district,Satkhira 250 bed Medical College Hospital,10024591,Satkhira,Satkhira Sadar,22.6901577,89.0469437
19,Khulna,tertiary,Khulna Medical College Hospital,10001807,Khulna,Sonadanga,22.8281662,89.5371409
19,Mymensingh,district,Jamalpur 250 Beded General Hospital,10000208,Jamalpur,Jamalpur Sadar,24.9407085,89.93395799999999
19,Rajshahi,subdistrict,Sonatala Upazila Health Complex,10001159,Bogura,Sonatola,25.0370877,89.4972226
19,Rajshahi,tertiary,"Shaheed Ziaur Rahman Medical College Hospital, Bogra",10001111,Bogura,Bogura Sadar,24.8279041,89.35293879999999
19,Rangpur,district,Gaibandha District Hospital,10001254,Gaibandha,Gaibandha Sadar,25.3259361,89.5493315
19,Sylhet,district,Sylhet Shahid Shamsuddin Ahmed District Hospital,10002196,Sylhet,Sylhet Sadar,24.8991849,91.86724
19,Sylhet,subdistrict,Kamalganj Upazila Health Complex,10002101,Maulvibazar,Kamalganj,24.3661161,91.8554594
20,Barishal,district,Barguna District Hospital,10001943,Barguna,Barguna Sadar,22.156242,90.12789
20,Barishal,district,Pirojpur District Hospital,10002067,Pirojpur,Pirojpur Sadar,22.5789637,89.97664499999999
20,Barishal,subdistrict,Mathbaria Upazila Health Complex,10002058,Pirojpur,Mathbaria,22.2857109,89.9536359
20,Chattogram,district,Noakhali 250 Bed General Hospital,10001049,Noakhali,Noakhali Sadar,22.8725498,91.08850179999999
20,Chattogram,subdistrict,Chandanaish Upazila Health Complex,10000748,Chattogram,Chandanaish,22.2114681,92.0101031
20,Chattogram,subdistrict,Homna Upazila Health Complex,10000887,Cumilla,Homna,23.681142,90.7823501
20,Dhaka,district,Shariatpur District Hospital,10000559,Shariatpur,Shariatpur Sadar,23.2116043,90.3484297
20,Dhaka,district,Tangail 250 Bed District Hospital,10000647,Tangail,Tangail Sadar,24.263342,89.9255878
20,Dhaka,district,Narsingdi District Hospital,10000452,Narsingdi,Narsingdi Sadar,23.9299304,90.7026636
20,Dhaka,subdistrict,Nawabganj Upazila Health Complex,10000080,Dhaka,Nawabganj,23.6566436,90.1645685
20,Dhaka,tertiary,Narayanganj 300 Bed Hospital,10000425,Narayanganj,Narayanganj Sadar,23.6265177,90.5078152
20,Khulna,district,Satkhira 250 bed Medical College Hospital,10024591,Satkhira,Satkhira Sadar,22.6901577,89.0469437
20,Khulna,district,Jassore 250 bed General Hospital,10013096,Jashore,Jashore Sadar,23.1687959,89.20915869999999
20,Khulna,district,"Khulna 250 Bed General Hospital, Khulna",10001805,Khulna,Khulna Sadar,22.8281662,89.5371409
20,Khulna,subdistrict,Mujibnagar Upazila Health Complex,10001902,Meherpur,Mujibnagar,23.6694403,88.6034729
20,Khulna,tertiary,Khulna Medical College Hospital,10001807,Khulna,Sonadanga,22.8281662,89.5371409
20,Mymensingh,tertiary,Mymensingh Medical College Hospital,10000397,Mymensingh,Mymensingh Sadar,24.7415322,90.4089228
20,Rajshahi,district,Chapai Nababganj District Hospital,10001186,Chapai Nawabganj,Chapai Nababganj Sadar,24.5980828,88.26547479999999
20,Rajshahi,district,Joypurhat District Hospital,10001298,Joypurhat,Joypurhat Sadar,25.0916036,89.0489814
20,Rangpur,district,Nilphamari District Hospital,10001464,Nilphamari,Nilphamari Sadar,25.9490764,88.8358417
20,Sylhet,subdistrict,Bishwanath Upazila Health Complex,10002177,Sylhet,Bishwanath,24.839986,91.7248377
20,Sylhet,tertiary,Sylhet MAG Osmani Medical College Hospital,10002195,Sylhet,Sylhet Sadar,24.9015007,91.8539274
